IMPAQ_ID,doc_types,doc_date
2470,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2482,"['DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'CERTIFICATE OF FORMATION']",2007
2489,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
2528,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'STATEMENT OF CHANGE', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2574,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'AMENDED ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'CERTIFICATE OF FORMATION']",2018
2580,"['CERTIFICATE OF WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2017
2603,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ARTICLES OF INCORPORATION']",2018
2644,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2776,"['ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CORRECTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'REQUEST FOR PAYMENT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION']",2019
3033,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'AMENDED ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
3311,"['ADMINISTRATIVE DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'STATEMENT OF CHANGE', 'CERTIFICATE OF FORMATION']",2019
