,Unnamed: 0,IMPAQ_ID,REI,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Address Line 1_update,City_update,State_update,Zip_update,County,County_update,match_id,SoS_record,entity,agent_name,agent_address,agent_city,agent_state,agent_zip
48,1703,1703,WA746081,TOPPENISH MARKET PLACE,512 W 1ST AVE.,,TOPPENISH,WA,98948,46.375044,-120.316906,"512 W 1ST AVE.  TOPPENISH, WA 98948",Original,1703.0,1.0,yes,Correct,"802 W 1st Ave, Toppenish, WA 98948, USA",46.374595,-120.3237,Active,TOPPENISH MARKET PLACE,"802 W 1st Ave, Toppenish, WA 98948, USA",46.374595,-120.3237,POINT (-120.3237 46.374595),Yes,0.0,Yakama Nation,Yakama Nation Reservation,,,From Original List,,,,,,802 W 1ST AVE,TOPPENISH,WA,98948,,YAKIMA,,602677310,"TIENDA LA TAPATIA, L.L.C.",EMILIA  MAGANA,  ,,,
49,1704,1704,WA746082,WOLF DEN TEXACO,61 W WAPATO RD.,,WAPATO,WA,98951,46.447916,-120.431053,"61 W WAPATO RD.  WAPATO, WA 98951",Original,1704.0,,,Correct,Correct,Correct,Correct,Active,WOLF DEN TEXACO,"61 W WAPATO RD. WAPATO, WA 98951",46.447916,-120.431053,POINT (-120.431053 46.447916),Yes,0.0,Yakama Nation,Yakama Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,YAKIMA,,,,,,,,
50,1705,1705,WA746083,YAKAMA NATION LEGENDS CASINO,580 FORT RD.,,TOPPENISH,WA,98948,46.375031,-120.339646,"580 FORT RD.  TOPPENISH, WA 98948",Original,1705.0,,,LEGENDS CASINO HOTEL,Correct,Correct,Correct,Active,LEGENDS CASINO HOTEL,"580 FORT RD. TOPPENISH, WA 98948",46.375031,-120.339646,POINT (-120.339646 46.375031),Yes,0.0,Yakama Nation,Yakama Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,YAKIMA,,,,,,,,
51,1706,1706,WA746084,YAKAMART,111 FORT RD.,,TOPPENISH,WA,98948,46.375031,-120.333269,"111 FORT RD.  TOPPENISH, WA 98948",Original,1706.0,,,Correct,Correct,Correct,Correct,Active,YAKAMART,"111 FORT RD. TOPPENISH, WA 98948",46.375031,-120.333269,POINT (-120.333269 46.375031),Yes,0.0,Yakama Nation,Yakama Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,YAKIMA,,,,,,,,
52,1707,1707,WA746087,END OF THE TRAIL STORES,18101 ANDERSON RD. SW,,OAKVILLE,WA,98568,46.826303,-123.160568,"18101 ANDERSON RD. SW  OAKVILLE, WA 98568",Original,1707.0,,,Correct,Correct,Correct,Correct,Active,END OF THE TRAIL STORES,"18101 ANDERSON RD. SW OAKVILLE, WA 98568",46.826303,-123.160568,POINT (-123.160568 46.826303),Yes,0.0,Chehalis,Chehalis Off-Reservation Trust Land,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GRAYS HARBOR,,,,,,,,
53,1708,1708,WA746088,LUCKY EAGLE CASINO,12888 188TH AVE.,,ROCHESTER,WA,98579,46.815264,-123.154765,"12888 188TH AVE.  ROCHESTER, WA 98579",Original,1708.0,0.0,,Correct,Correct,Correct,Correct,Active,LUCKY EAGLE CASINO,"12888 188TH AVE. ROCHESTER, WA 98579",46.815264,-123.154765,POINT (-123.154765 46.815264),Yes,0.0,Chehalis,Chehalis Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,THURSTON,,,,,,,,
54,1709,1709,WA746089,CHIEF JOSEPH SMOKE SHOP,50 CASSIMER BAR RD.,,BREWSTER,WA,98812,48.095984,-119.693376,"50 CASSIMER BAR RD.  BREWSTER, WA 98812",Original,1709.0,,,Correct,Correct,Correct,Correct,Active,CHIEF JOSEPH SMOKE SHOP,"50 CASSIMER BAR RD. BREWSTER, WA 98812",48.095984,-119.693376,POINT (-119.693376 48.095984),Yes,0.0,Colville,Colville Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,OKANOGAN,,,,,,,,
55,1710,1710,WA746090,COULEE DAM CASINO,515 BIRCH ST.,,COULEE DAM,WA,99116,47.970011,-118.977818,"515 BIRCH ST.  COULEE DAM, WA 99116",Original,1710.0,,,Correct,Correct,Correct,Correct,Active,COULEE DAM CASINO,"515 BIRCH ST. COULEE DAM, WA 99116",47.970011,-118.977818,POINT (-118.977818 47.970011),Yes,0.0,Colville,Colville Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,OKANOGAN,,,,,,,,
56,1711,1711,WA746091,GREEN'S,2318 INCHELIUM HWY.,,INCHELIUM,WA,99138,48.466372,-118.219763,"2318 INCHELIUM HWY.  INCHELIUM, WA 99138",Original,1711.0,,,Correct,Correct,Correct,Correct,Active,GREEN'S,"2318 INCHELIUM HWY. INCHELIUM, WA 99138",48.466372,-118.21976299999999,POINT (-118.219763 48.466372),Yes,0.0,Colville,Colville Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,FERRY,,,,,,,,
57,1712,1712,WA746092,HARTMANS' LOG CABIN RESORT,178 TWIN LAKES RD,,INCHELIUM,WA,99138,48.296255,-118.18504,"178 TWIN LAKES RD  INCHELIUM, WA 99138",Original,1712.0,,,Correct,Correct,Correct,Correct,Active,HARTMANS' LOG CABIN RESORT,"178 TWIN LAKES RD INCHELIUM, WA 99138",48.296255,-118.18503999999999,POINT (-118.18504 48.296255),Yes,0.0,Colville,Colville Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,FERRY,,,,,,,,
58,1713,1713,WA746093,INCHELIUM COMMUNITY STORE,BRIDGE CREEK RD.,,INCHELIUM,WA,99138,48.28882,-118.2711,"BRIDGE CREEK RD.  INCHELIUM, WA 99138",Original,1713.0,,,Correct,Correct,Correct,Correct,Active,INCHELIUM COMMUNITY STORE,"BRIDGE CREEK RD. INCHELIUM, WA 99138",48.28882,-118.2711,POINT (-118.2711 48.28882),Yes,0.0,Colville,Colville Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,FERRY,,,,,,,,
59,1714,1714,WA746094,J & J SMOKE SHOP,17 CROWDER RDN,,OKANOGAN,WA,98840,48.347097,-119.594854,"17 CROWDER RDN  OKANOGAN, WA 98840",Original,1714.0,1.0,yes,Correct,Correct,Correct,Correct,Active,J & J SMOKE SHOP,"17 CROWDER RDN OKANOGAN, WA 98840",48.347097,-119.594854,POINT (-119.594854 48.347097),Yes,0.0,Colville,Colville Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,OKANOGAN,,,,,,,,
60,1715,1715,WA746095,JACKSON'S CHEVRON SERVICE,4440 HWY. 155,,NESPELEM,WA,99155,48.16697,-118.9816,"4440 HWY. 155  NESPELEM, WA 99155",Original,1715.0,,,Correct,"4440 WA-155, Nespelem, WA 99155, USA",48.1642052,-118.978608,Active,JACKSON'S CHEVRON SERVICE,"4440 WA-155, Nespelem, WA 99155, USA",48.164205200000005,-118.97860800000001,POINT (-118.978608 48.16420520000001),Yes,0.0,Colville,Colville Reservation,,,From Original List,,,,,,4440 -155,NESPELEM,WA,99155,,OKANOGAN,,,,,,,,
61,1716,1716,WA746096,KELLER COMMUNITY STORE,11611 S HWY. 21,,KELLER,WA,99140,48.09379600000001,-118.691973,"11611 S HWY. 21  KELLER, WA 99140",Original,1716.0,,,Correct,"11611 WA-21, Keller, WA 99140, USA",48.0774661,-118.683739,Active,KELLER COMMUNITY STORE,"11611 WA-21, Keller, WA 99140, USA",48.0774661,-118.68373899999999,POINT (-118.683739 48.0774661),Yes,0.0,Colville,Colville Reservation,,,From Original List,,,,,,11611 -21,KELLER,WA,99140,,FERRY,,,,,,,,
62,1717,1717,WA746132,76/MY GOODS MARKET,2002 54TH AVE. E.,,TACOMA,WA,98424,47.238662,-122.35716,"2002 54TH AVE. E.  TACOMA, WA 98424",Original,1717.0,1.0,yes,Correct,Correct,Correct,Correct,Active,76/MY GOODS MARKET,"2002 54TH AVE. E. TACOMA, WA 98424",47.238662,-122.35716000000001,POINT (-122.35716 47.238662),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
63,1718,1718,WA746136,EMERALD QUEEN CASINO (I-5),2024 E. 29TH ST.,,TACOMA,WA,98404,47.238422,-122.403113,"2024 E. 29TH ST.  TACOMA, WA 98404",Original,1718.0,,,Correct,Correct,Correct,Correct,Active,EMERALD QUEEN CASINO (I-5),"2024 E. 29TH ST. TACOMA, WA 98404",47.238422,-122.40311299999999,POINT (-122.403113 47.238422),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
64,1719,1719,WA746137,EMERALD QUEEN CASINO & HOTEL,5700 PACIFIC HIGHWAY EAST,,FIFE,WA,98424,47.242991,-122.352699,"5700 PACIFIC HIGHWAY EAST  FIFE, WA 98424",Original,1719.0,,,Correct,Correct,Correct,Correct,Active,EMERALD QUEEN CASINO & HOTEL,"5700 PACIFIC HIGHWAY EAST FIFE, WA 98424",47.242990999999996,-122.352699,POINT (-122.352699 47.242991),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
65,1720,1720,WA746138,GRUMA MISSION FOODS,6611 VALLEY AVE. E.,,FIFE,WA,98424,47.22797,-122.34018,"6611 VALLEY AVE. E.  FIFE, WA 98424",Original,1720.0,,,Correct,Correct,Correct,Correct,Active,GRUMA MISSION FOODS,"6611 VALLEY AVE. E. FIFE, WA 98424",47.22797,-122.34018,POINT (-122.34018 47.22797),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
66,1721,1721,WA746140,NORPOINT SHELL,208 NORPOINT WAY N.E.,,TACOMA,WA,98422,47.283122,-122.367296,"208 NORPOINT WAY N.E.  TACOMA, WA 98422",Original,1721.0,1.0,yes,Correct,Correct,Correct,Correct,Active,NORPOINT SHELL,"208 NORPOINT WAY N.E. TACOMA, WA 98422",47.283122,-122.367296,POINT (-122.367296 47.283122),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
67,1722,1722,WA746141,NORTH POINT SMOKE SHOP,6210 29TH ST. N.E.,,TACOMA,WA,98422,47.282738,-122.364368,"6210 29TH ST. N.E.  TACOMA, WA 98422",Original,1722.0,,,Correct,Correct,Correct,Correct,Closed,NORTH POINT SMOKE SHOP,"6210 29TH ST. N.E. TACOMA, WA 98422",47.282738,-122.364368,POINT (-122.364368 47.282738),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
68,1723,1723,WA746142,TAHOMA EXPRESS,3408 A PACIFIC HWY. E.,,FIFE,WA,98424,47.24313,-122.383325,"3408 A PACIFIC HWY. E.  FIFE, WA 98424",Original,1723.0,,,Correct,Correct,Correct,Correct,Active,TAHOMA EXPRESS,"3408 A PACIFIC HWY. E. FIFE, WA 98424",47.24313,-122.383325,POINT (-122.383325 47.24313),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
69,1724,1724,WA746143,PIONEER SHELL,103 PIONEER WAY,,TACOMA,WA,98434,47.237628,-122.397284,"103 PIONEER WAY  TACOMA, WA 98434",Original,1724.0,,,Correct,"103 Pioneer Way E, Tacoma, WA 98404, USA",47.2362418,-122.3968808,Closed,PIONEER SHELL,"103 Pioneer Way E, Tacoma, WA 98404, USA",47.236241799999995,-122.39688079999999,POINT (-122.3968808 47.2362418),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,103 PIONEER WAY E,TACOMA,WA,98404,,PIERCE,,603617467,1707 PIONEER LLC,LISA  JONES,1707 PIONEER ST  ,PUYALLUP,WA,98371
70,1725,1725,WA746144,PORTLAND SHELL,2802 PORTLAND AVE.,,TACOMA,WA,98404,47.238731,-122.410531,"2802 PORTLAND AVE.  TACOMA, WA 98404",Original,1725.0,,,Correct,Correct,Correct,Correct,Closed,PORTLAND SHELL,"2802 PORTLAND AVE. TACOMA, WA 98404",47.238731,-122.410531,POINT (-122.410531 47.238731),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
71,1726,1726,WA746146,RESERVATION OUTPOST,321 54TH AVE. E.,,FIFE,WA,98424,47.254703000000006,-122.356754,"321 54TH AVE. E.  FIFE, WA 98424",Original,1726.0,,,Correct,Correct,Correct,Correct,Active,RESERVATION OUTPOST,"321 54TH AVE. E. FIFE, WA 98424",47.254703000000006,-122.35675400000001,POINT (-122.356754 47.25470300000001),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
72,1727,1727,WA746148,SMOKIN WILLEY'S #2,6212 29TH ST. N.E.,,TACOMA,WA,98422,47.282738,-122.363902,"6212 29TH ST. N.E.  TACOMA, WA 98422",Original,1727.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,SMOKIN WILLEY'S #2,"6212 29TH ST. N.E. TACOMA, WA 98422",47.282738,-122.363902,POINT (-122.363902 47.282738),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
73,1728,1728,WA746149,SMOKIN' WILLY'S DRIVE-THRU SMOKE SHOP,3008 72ND ST. E.,,TACOMA,WA,98443,47.19175,-122.388361,"3008 72ND ST. E.  TACOMA, WA 98443",Original,1728.0,,,Correct,Correct,Correct,Correct,Active,SMOKIN' WILLY'S DRIVE-THRU SMOKE SHOP,"3008 72ND ST. E. TACOMA, WA 98443",47.19175,-122.388361,POINT (-122.388361 47.19175),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
74,1729,1729,WA746150,TAHOMA MARKET/SHELL,6006 PACIFIC HWY. E.,,FIFE,WA,98404,47.242981,-122.348938,"6006 PACIFIC HWY. E.  FIFE, WA 98404",Original,1729.0,,,Correct,"6006 Pacific Hwy E, Fife, WA 98424, USA",47.2420525,-122.3479516,Active,TAHOMA MARKET/SHELL,"6006 Pacific Hwy E, Fife, WA 98424, USA",47.2420525,-122.34795159999999,POINT (-122.3479516 47.2420525),Yes,0.0,Puyallup,Puyallup Reservation,,,From Original List,,,,,,6006 PACIFIC HWY E,FIFE,WA,98424,,PIERCE,,,,,,,,
75,1730,1730,WA746152,VALERO GASOLINE,2125 SW 356TH ST.,,FEDERAL WAY,WA,98023,47.282687,-122.361594,"2125 SW 356TH ST.  FEDERAL WAY, WA 98023",Original,1730.0,,,Correct,Correct,Correct,Correct,Active,VALERO GASOLINE,"2125 SW 356TH ST. FEDERAL WAY, WA 98023",47.282687,-122.361594,POINT (-122.361594 47.282687),No,0.016121311,,,Puyallup,Puyallup Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,KING,,,,,,,,
76,1731,1731,WA746158,LONESOME CREEK STORE,490 OCEAN DR.,,LA PUSH,WA,98350,47.90472000000001,-124.6301,"490 OCEAN DR.  LA PUSH, WA 98350",Original,1731.0,1.0,yes,Correct,Correct,Correct,Correct,Active,LONESOME CREEK STORE,"490 OCEAN DR. LA PUSH, WA 98350",47.904720000000005,-124.6301,POINT (-124.6301 47.90472000000001),Yes,0.0,Quileute,Quileute Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CLALLAM,,,,,,,,
77,1732,1732,WA746160,QUEETS TRADING POST,402 JACKSON HEIGHTS DR.,,FORKS,WA,98331,47.538974,-124.33218,"402 JACKSON HEIGHTS DR.  FORKS, WA 98331",Original,1732.0,,,Correct,Correct,Correct,Correct,Active,QUEETS TRADING POST,"402 JACKSON HEIGHTS DR. FORKS, WA 98331",47.538973999999996,-124.33218000000001,POINT (-124.33218 47.538974),Yes,0.0,Quinault,Quinault Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,JEFFERSON,,,,,,,,
78,1733,1733,WA746161,QUINAULT BEACH RESORT AND CASINO,78 WA 115,,OCEAN SHORES,WA,98569,47.040317,-124.158331,"78 WA 115  OCEAN SHORES, WA 98569",Original,1733.0,,,Correct,"78 WA-115, Ocean Shores, WA 98569, USA",47.0432466,-124.1712971,Active,QUINAULT BEACH RESORT AND CASINO,"78 WA-115, Ocean Shores, WA 98569, USA",47.0432466,-124.17129709999999,POINT (-124.1712971 47.0432466),No,13.14046233,,,Quinault,Quinault Reservation,From Original List,,,,,,78 -115,OCEAN SHORES,WA,98569,,GRAYS HARBOR,,603477519,"QUINAULT SWEET GRASS HOTEL, LLC",  QUINAULT BEACH RESORT & CASINO,78 ST RT 115 PO BOX 2107 ,OCEAN SHORES,WA,985692107
79,1734,1734,WA746222,FIDALGO BAY RESORT GIFT SHOP,4701 FIDALGO BAY RD.,,ANACORTES,WA,98221,48.482044,-122.593807,"4701 FIDALGO BAY RD.  ANACORTES, WA 98221",Original,1734.0,,,Correct,Correct,Correct,Correct,Active,FIDALGO BAY RESORT GIFT SHOP,"4701 FIDALGO BAY RD. ANACORTES, WA 98221",48.482044,-122.59380700000001,POINT (-122.593807 48.482044),No,3.491464606,,,Swinomish,Swinomish Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,SKAGIT,,,,,,,,
80,1735,1735,WA746232,TWO RIVERS SMOKE SHOP,5318 CHIEF BROWN LN.,,DARRINGTON,WA,98241,48.320625,-121.554056,"5318 CHIEF BROWN LN.  DARRINGTON, WA 98241",Original,1735.0,,,Correct,"22705 WA-530, Darrington, WA 98241, USA",48.3217004,-121.553108,Active,TWO RIVERS SMOKE SHOP,"22705 WA-530, Darrington, WA 98241, USA",48.3217004,-121.55310800000001,POINT (-121.553108 48.32170039999999),No,0.003256003,,,Sauk-Suiattle,Sauk-Suiattle Reservation,From Original List,,,,,,22705 -530,DARRINGTON,WA,98241,,SKAGIT,,,,,,,,
81,1736,1736,WA746274,CHIEF LIGHTHOUSE CHARLEY'S,4020 HWY. 105,,TOKELANE,WA,98590,46.728366,-124.038886,"4020 HWY. 105  TOKELANE, WA 98590",Original,1736.0,,,Correct,"4020 WA-105, Tokeland, WA 98590, USA",46.7283999,-124.0352315,Active,CHIEF LIGHTHOUSE CHARLEY'S,"4020 WA-105, Tokeland, WA 98590, USA",46.7283999,-124.0352315,POINT (-124.0352315 46.7283999),Yes,0.0,Shoalwater Bay,Shoalwater Bay Indian Reservation,,,From Original List,,,,,,4020 -105,TOKELAND,WA,98590,,PACIFIC,,602564473,CHIEF LIGHTHOUSE CHARLEY'S LLC,MONTY CARL BAKER,  ,,,
82,1737,1737,WA746275,GEORGETOWN STATION,4115 S.R. HWY. 105,,TOKELAND,WA,98590,46.72752,-124.0513,"4115 S.R. HWY. 105  TOKELAND, WA 98590",Original,1737.0,,,Correct,"4115 WA-105, Tokeland, WA 98590, USA",46.7243946,-124.0212617,Active,GEORGETOWN STATION,"4115 WA-105, Tokeland, WA 98590, USA",46.7243946,-124.02126170000001,POINT (-124.0212617 46.7243946),Yes,0.0,Shoalwater Bay,Shoalwater Bay Indian Reservation,,,From Original List,,,,,,4115 -105,TOKELAND,WA,98590,,PACIFIC,,,,,,,,
83,1738,1738,WA746276,SHOALWATER BAY CASINO,4112 S.R. 105,,TOKELAND,WA,98590,46.7298,-123.9972,"4112 S.R. 105  TOKELAND, WA 98590",Original,1738.0,,,Correct,"4112 WA-105, Tokeland, WA 98590, USA",46.7250165,-124.0206708,Active,SHOALWATER BAY CASINO,"4112 WA-105, Tokeland, WA 98590, USA",46.725016499999995,-124.02067079999999,POINT (-124.0206708 46.7250165),Yes,0.0,Shoalwater Bay,Shoalwater Bay Indian Reservation,,,From Original List,,,,,,4112 -105,TOKELAND,WA,98590,,PACIFIC,,,,,,,,
84,1739,1739,WA746291,LUCKY DOG CASINO,19330 U.S. 101,,SKOKOMISH,WA,98584,47.328968,-123.164271,"19330 U.S. 101  SKOKOMISH, WA 98584",Original,1739.0,,,Correct,"19330 US-101, Skokomish, WA 98584, USA",47.3376022,-123.1602923,Active,LUCKY DOG CASINO,"19330 US-101, Skokomish, WA 98584, USA",47.337602200000006,-123.1602923,POINT (-123.1602923 47.33760220000001),Yes,0.0,Skokomish,Skokomish Reservation,,,From Original List,,,,,,19330 US-101,SKOKOMISH,WA,98584,,MASON,,,,,,,,
85,1740,1740,WA746292,TWIN TOTEMS GROCERY AND DELI,19390 U.S. 101,,SKOKOMISH,WA,98584,47.329515,-123.16393899999998,"19390 U.S. 101  SKOKOMISH, WA 98584",Original,1740.0,,,Correct,"19390 US-101, Skokomish, WA 98584, USA",47.338239,-123.160269,Active,TWIN TOTEMS GROCERY AND DELI,"19390 US-101, Skokomish, WA 98584, USA",47.338239,-123.160269,POINT (-123.160269 47.33823899999999),Yes,0.0,Skokomish,Skokomish Reservation,,,From Original List,,,,,,19390 US-101,SKOKOMISH,WA,98584,,MASON,,,,,,,,
86,1741,1741,WA746295,SNOQUALMIE CASINO,37500 S.E. NORTH BEND WAY,,SNOQUALMIE,WA,98065,47.516855,-121.841078,"37500 S.E. NORTH BEND WAY  SNOQUALMIE, WA 98065",Original,1741.0,,,Correct,Correct,Correct,Correct,Active,SNOQUALMIE CASINO,"37500 S.E. NORTH BEND WAY SNOQUALMIE, WA 98065",47.516855,-121.841078,POINT (-121.841078 47.516855),Yes,0.0,Snoqualmie,Snoqualmie Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,KING,,,,,,,,
87,1742,1742,WA746296,SNOQUALMIE TOBACCO COMPANY AND LIQUOR STORE,37500 B S.E. NORTH BEND WAY,,SNOQUALMIE,WA,98065,47.51416500000001,-121.848166,"37500 B S.E. NORTH BEND WAY  SNOQUALMIE, WA 98065",Original,1742.0,0.0,,CRESCENT MARKET,Correct,Correct,Correct,Active,CRESCENT MARKET,"37500 B S.E. NORTH BEND WAY SNOQUALMIE, WA 98065",47.514165000000006,-121.84816599999999,POINT (-121.848166 47.51416500000001),No,0.270705798,,,Snoqualmie,Snoqualmie Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,KING,,,,,,,,
88,1743,1743,WA746309,CHEWELAH CASINO,2555 SMITH RD.,,CHEWELAH,WA,99109,48.237332,-117.710775,"2555 SMITH RD.  CHEWELAH, WA 99109",Original,1743.0,1.0,yes,CHEWELAH CASINO MISTEQUA CAFE,Correct,Correct,Correct,Active,CHEWELAH CASINO MISTEQUA CAFE,"2555 SMITH RD. CHEWELAH, WA 99109",48.237332,-117.710775,POINT (-117.710775 48.237332),No,0.005590807,,,Spokane,Spokane Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,STEVENS,,,,,,,,
89,1744,1744,WA746310,CHEWELAH SPOKO FUEL STATION,2509 U.S. 395,,CHEWELAH,WA,99109,48.243918,-117.715207,"2509 U.S. 395  CHEWELAH, WA 99109",Original,1744.0,,,Correct,"2509 US-395, Chewelah, WA 99109, USA",48.2415009,-117.7146006,Active,CHEWELAH SPOKO FUEL STATION,"2509 US-395, Chewelah, WA 99109, USA",48.2415009,-117.71460060000001,POINT (-117.7146006 48.24150089999999),Yes,0.0,Spokane,Spokane Off-Reservation Trust Land,,,From Original List,,,,,,2509 US-395,CHEWELAH,WA,99109,,STEVENS,,,,,,,,
90,1745,1745,WA746311,NUMBER ONE STORE,5243 FORD-WELLPINIT RD.,,FORD,WA,99013,47.908711,-117.809031,"5243 FORD-WELLPINIT RD.  FORD, WA 99013",Original,1745.0,,,Correct,Correct,Correct,Correct,Active,NUMBER ONE STORE,"5243 FORD-WELLPINIT RD. FORD, WA 99013",47.908711,-117.809031,POINT (-117.809031 47.908711),Yes,0.0,Spokane,Spokane Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,STEVENS,,,,,,,,
91,1746,1746,WA746312,PAPPY'S KORNER,6394 WEST END RD.,,FRUITLAND,WA,99129,47.968274,-118.22423700000002,"6394 WEST END RD.  FRUITLAND, WA 99129",Original,1746.0,,,Correct,Correct,Correct,Correct,Active,PAPPY'S KORNER,"6394 WEST END RD. FRUITLAND, WA 99129",47.968274,-118.22423700000002,POINT (-118.224237 47.968274),Yes,0.0,Spokane,Spokane Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,STEVENS,,,,,,,,
92,1747,1747,WA746313,TWO RIVERS CASINO,6828 B HWY. 25 S.,,DAVENPORT,WA,99122,47.90601,-118.3266,"6828 B HWY. 25 S.  DAVENPORT, WA 99122",Original,1747.0,1.0,no,Correct,"6828 B WA-25, Davenport, WA 99122, USA",47.9060088,-118.3265764,Active,TWO RIVERS CASINO,"6828 B WA-25, Davenport, WA 99122, USA",47.9060088,-118.3265764,POINT (-118.3265764 47.9060088),Yes,0.0,Spokane,Spokane Reservation,,,From Original List,,,,,,6828 B -25,DAVENPORT,WA,99122,,STEVENS,,,,,,,,
93,1748,1748,WA746314,TWO RIVERS SPOKO FUEL STATION,6828 HWY. 25 S.,,DAVENPORT,WA,99122,47.90601,-118.3266,"6828 HWY. 25 S.  DAVENPORT, WA 99122",Original,1748.0,1.0,yes,Correct,Correct,Correct,Correct,Active,TWO RIVERS SPOKO FUEL STATION,"6828 HWY. 25 S. DAVENPORT, WA 99122",47.906009999999995,-118.3266,POINT (-118.3266 47.90600999999999),Yes,0.0,Spokane,Spokane Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,STEVENS,,,,,,,,
94,1749,1749,WA746315,WELLPINIT TRADING POST,6206 FORD-WELLPINIT RD.,,WELLPINIT,WA,99040,47.888801,-117.989597,"6206 FORD-WELLPINIT RD.  WELLPINIT, WA 99040",Original,1749.0,,,Correct,Correct,Correct,Correct,Active,WELLPINIT TRADING POST,"6206 FORD-WELLPINIT RD. WELLPINIT, WA 99040",47.888801,-117.989597,POINT (-117.989597 47.888801),Yes,0.0,Spokane,Spokane Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,STEVENS,,,,,,,,
95,1750,1750,WA746316,WEST PLAINS SPOKO FUEL STATION,14212 U.S. 2,,MEDICAL LAKE,WA,99022,47.643014,-117.606664,"14212 U.S. 2  MEDICAL LAKE, WA 99022",Original,1750.0,,,Correct,"14212 US-2, Medical Lake, WA 99022, USA",47.6436256,-117.6124306,Active,WEST PLAINS SPOKO FUEL STATION,"14212 US-2, Medical Lake, WA 99022, USA",47.6436256,-117.61243059999998,POINT (-117.6124306 47.6436256),Yes,0.0,Spokane,Spokane Off-Reservation Trust Land,,,From Original List,,,,,,14212 US-2,MEDICAL LAKE,WA,99022,,SPOKANE,,,,,,,,
96,1751,1751,WA746317,FRANK'S LANDING,11117 CONINE AVE. S.E.,,OLYMPIA,WA,98513,47.066748,-122.704118,"11117 CONINE AVE. S.E.  OLYMPIA, WA 98513",Original,1751.0,,,Correct,Correct,Correct,Correct,Closed,FRANK'S LANDING,"11117 CONINE AVE. S.E. OLYMPIA, WA 98513",47.066748,-122.704118,POINT (-122.704118 47.066748),No,1.774305958,,,Nisqually,Nisqually Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,THURSTON,,,,,,,,
