IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
1153,BEACHMART SAVON CONVENIENCE,6789 RT.13,,VERONA BEACH,NY,13157,43.190003999999995,-75.726934,"6789 RT.13  VERONA BEACH, NY 13157",Original,1153,,,Correct,"6765 NY-13, Verona Beach, NY 13162, USA",43.189155299999996,-75.7271774,Closed,BEACHMART SAVON CONVENIENCE,"6765 NY-13, Verona Beach, NY 13162, USA",43.1891553,-75.7271774,POINT (-75.7271774 43.1891553),No,,
1154,LENOX AVE SAVON CONVENIENCE,645 LENOX AVE.,,ONEIDA,NY,13421,43.085677000000004,-75.670746,"645 LENOX AVE.  ONEIDA, NY 13421",Original,1154,,,Correct,Correct,Correct,Correct,Active,LENOX AVE SAVON CONVENIENCE,"645 LENOX AVE.  ONEIDA, NY 13421",43.085677000000004,-75.670746,POINT (-75.67074599999999 43.085677),No,,
1155,MAIN ST SAVON CONVENIENCE,112 GENESSEE ST.,,ONEIDA,NY,13421,43.078939,-75.64184499999998,"112 GENESSEE ST.  ONEIDA, NY 13421",Original,1155,,,Correct,"579 Main St, Oneida, NY 13421, USA",43.080936,-75.64221490000001,Active,MAIN ST SAVON CONVENIENCE,"579 Main St, Oneida, NY 13421, USA",43.080936,-75.64221490000001,POINT (-75.64221490000001 43.080936),No,,
1156,ONEIDA LAKE SAVON CONVENIENCE,3802 S.R. 31,,CANASTOTA,NY,13032,43.1555523,-75.7449623,"3802 S.R. 31  CANASTOTA, NY 13032",Google,1156,,,Correct,"8907 NY-13, Canastota, NY 13032, USA",43.1551212,-75.744929,Active,ONEIDA LAKE SAVON CONVENIENCE,"8907 NY-13, Canastota, NY 13032, USA",43.1551212,-75.744929,POINT (-75.744929 43.1551212),No,,
1157,ONEIDA MART SAVON CONVENIENCE,1 LENOX AVE.,,ONEIDA,NY,13421,43.0929,-75.643199,"1 LENOX AVE.  ONEIDA, NY 13421",Original,1157,,,Correct,"1 Upper Lenox Ave, Oneida, NY 13421, USA",43.092653999999996,-75.6432888,Active,ONEIDA MART SAVON CONVENIENCE,"1 Upper Lenox Ave, Oneida, NY 13421, USA",43.092654,-75.6432888,POINT (-75.64328879999999 43.092654),No,,
1158,PATRICK RD SAVON CONVENIENCE,5233 PATRICK RD.,,VERONA,NY,13478,43.113521999999996,-75.595162,"5233 PATRICK RD.  VERONA, NY 13478",Original,1158,,,Correct,Correct,Correct,Correct,Active,PATRICK RD SAVON CONVENIENCE,"5233 PATRICK RD.  VERONA, NY 13478",43.113521999999996,-75.595162,POINT (-75.595162 43.113522),No,,
1159,PETERBORO ST SAVON CONVENIENCE,356 S. PETERBORO ST.,,CANASTOTA,NY,13032,43.073761,-75.752187,"356 S. PETERBORO ST.  CANASTOTA, NY 13032",Original,1159,,,Correct,Correct,Correct,Correct,Closed,PETERBORO ST SAVON CONVENIENCE,"356 S. PETERBORO ST.  CANASTOTA, NY 13032",43.073761,-75.752187,POINT (-75.75218700000001 43.073761),No,,
1160,PLAZA MART SAVON CONVENIENCE,219 GENESEE ST.,,ONEIDA,NY,13421,43.078768,-75.646201,"219 GENESEE ST.  ONEIDA, NY 13421",Original,1160,,,Correct,Correct,Correct,Correct,Active,PLAZA MART SAVON CONVENIENCE,"219 GENESEE ST.  ONEIDA, NY 13421",43.078768,-75.646201,POINT (-75.646201 43.078768),No,,
1161,ROUTE 5 SAVON CONVENIENCE,RT. 5 AND SHERRILL RD.,,SHERRILL,NY,13461,43.07589820000001,-75.59818390000002,"RT. 5 AND SHERRILL RD.  SHERRILL, NY 13461",Google,1161,,,Correct,"219 Genesee St, Oneida, NY 13421, USA",43.078554200000006,-75.64634179999999,Active,ROUTE 5 SAVON CONVENIENCE,"219 Genesee St, Oneida, NY 13421, USA",43.078554200000006,-75.64634179999999,POINT (-75.64634179999999 43.07855420000001),No,,
1162,SAVON CIGARETTES/SAVON ROUTE 365 & 31,5528 ST. HWY. 31,,ONEIDA,NY,13421,42.987843,-75.63803,"5528 ST. HWY. 31  ONEIDA, NY 13421",Census,1162,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,SAVON CIGARETTES/SAVON ROUTE 365 & 31,"5528 ST. HWY. 31  ONEIDA, NY 13421",42.987843,-75.63803,POINT (-75.63803 42.987843),No,,
1163,SAVON DIESEL /ROUTE 31 SAVON,5528 S.R. 31,,VERONA,NY,13478,43.12996679999999,-75.5770572,"5528 S.R. 31  VERONA, NY 13478",Google,1163,,,Correct,"5233 Patrick Rd, Verona, NY 13478, USA",43.11427479999999,-75.59709609999999,Active,SAVON DIESEL /ROUTE 31 SAVON,"5233 Patrick Rd, Verona, NY 13478, USA",43.11427479999999,-75.59709609999999,POINT (-75.59709609999999 43.11427479999999),No,,
1164,SAVON SMOKE SHOP,1 TERRITORY RD.,,ONEIDA,NY,13421,43.040778,-75.622507,"1 TERRITORY RD.  ONEIDA, NY 13421",Original,1164,,,Correct,"1 Upper Lenox Ave, Oneida, NY 13421, USA",43.092653999999996,-75.6432888,Active,SAVON SMOKE SHOP,"1 Upper Lenox Ave, Oneida, NY 13421, USA",43.092654,-75.6432888,POINT (-75.64328879999999 43.092654),No,,
1165,SMOKE SHOP,1008 TERRITORY RD.,,ONEIDA,NY,13142,43.040772,-75.622523,"1008 TERRITORY RD.  ONEIDA, NY 13142",Original,1165,1.0,yes,Correct,Correct,Correct,Correct,Active,SMOKE SHOP,"1008 TERRITORY RD.  ONEIDA, NY 13142",43.040772,-75.622523,POINT (-75.622523 43.040772),Yes,Oneida Nation,Oneida Nation Reservation
1166,TURNING STONE RESORT AND CASINO,5218 PATRICK RD.,,VERONA,NY,13478,43.116710999999995,-75.58667,"5218 PATRICK RD.  VERONA, NY 13478",Original,1166,,,Correct,Correct,Correct,Correct,Active,TURNING STONE RESORT AND CASINO,"5218 PATRICK RD.  VERONA, NY 13478",43.116710999999995,-75.58667,POINT (-75.58667 43.116711),No,,
1167,VERONA MART SAVON CONVENIENCE,5527 S.R. 31,,VERONA,NY,13478,43.128686200000004,-75.578338,"5527 S.R. 31  VERONA, NY 13478",Google,1167,,,Correct,"5233 Patrick Rd, Verona, NY 13478, USA",43.11427479999999,-75.59709609999999,Active,VERONA MART SAVON CONVENIENCE,"5233 Patrick Rd, Verona, NY 13478, USA",43.11427479999999,-75.59709609999999,POINT (-75.59709609999999 43.11427479999999),No,,
1168,ONONDAGA SMOKE SHOP,326 U.S. 11,,NEDROW,NY,13120,42.967143,-76.1402324,"326 U.S. 11  NEDROW, NY 13120",Google,1168,,,ONONDAGA NATION SMOKE SHOP,"3951 US-11, Nedrow, NY 13120, USA",42.9648927,-76.1404433,Active,ONONDAGA NATION SMOKE SHOP,"3951 US-11, Nedrow, NY 13120, USA",42.9648927,-76.1404433,POINT (-76.1404433 42.9648927),Yes,Onondaga Nation,Onondaga Nation Reservation
1169,ARROWHAWK GAS MART,852 BLOOMINGDALE RD.,,BASOM,NY,14013,43.060516,-78.419009,"852 BLOOMINGDALE RD.  BASOM, NY 14013",Original,1169,1.0,yes,TWO EAGLES SMOKE SHOP AND GAS MART,Correct,Correct,Correct,Active,TWO EAGLES SMOKE SHOP AND GAS MART,"852 BLOOMINGDALE RD.  BASOM, NY 14013",43.060516,-78.419009,POINT (-78.419009 43.060516),Yes,Tonawanda,Tonawanda Reservation
1170,JAN'S SMOKE & CRAFT SHOP,383 BLOOMINGDALE RD.,,AKRON,NY,14001,43.050635,-78.450974,"383 BLOOMINGDALE RD.  AKRON, NY 14001",Original,1170,,,Correct,Correct,Correct,Correct,Active,JAN'S SMOKE & CRAFT SHOP,"383 BLOOMINGDALE RD.  AKRON, NY 14001",43.050635,-78.450974,POINT (-78.450974 43.050635),Yes,Tonawanda,Tonawanda Reservation
1171,REZ SMOKE SHOP,986 BLOOMINGDALE RD.,,BASOM,NY,14013,43.067448,-78.41651800000002,"986 BLOOMINGDALE RD.  BASOM, NY 14013",Original,1171,,,Correct,Correct,Correct,Correct,Active,REZ SMOKE SHOP,"986 BLOOMINGDALE RD.  BASOM, NY 14013",43.067448,-78.41651800000002,POINT (-78.41651800000002 43.067448),Yes,Tonawanda,Tonawanda Reservation
1172,SACAJAWEA INDIAN MARKET,888 BLOOMINGDALE RD.,,BASOM,NY,14013,43.060685,-78.418995,"888 BLOOMINGDALE RD.  BASOM, NY 14013",Original,1172,,,Correct,Correct,Correct,Correct,Active,SACAJAWEA INDIAN MARKET,"888 BLOOMINGDALE RD.  BASOM, NY 14013",43.060685,-78.418995,POINT (-78.418995 43.060685),Yes,Tonawanda,Tonawanda Reservation
1173,SMOKE RINGS,449 SHANKS RD.,,BASOM,NY,14013,43.050657,-78.44539,"449 SHANKS RD.  BASOM, NY 14013",Original,1173,,,Correct,Correct,Correct,Correct,Active,SMOKE RINGS,"449 SHANKS RD.  BASOM, NY 14013",43.050657,-78.44539,POINT (-78.44539 43.050657),Yes,Tonawanda,Tonawanda Reservation
1174,TOTEM POLE SMOKE & GAS,1031 LEDGE RD.,,BASOM,NY,14013,43.045259,-78.414726,"1031 LEDGE RD.  BASOM, NY 14013",Original,1174,,,Correct,Correct,Correct,Correct,Active,TOTEM POLE SMOKE & GAS,"1031 LEDGE RD.  BASOM, NY 14013",43.045259,-78.414726,POINT (-78.414726 43.045259),Yes,Tonawanda,Tonawanda Reservation
1175,GAIL'S 2 TOBACCO & GAS OUTLET,2280 UPPER MOUNTAIN ROAD,,SANBORN,NY,14132,43.170644,-78.920635,"2280 UPPER MOUNTAIN ROAD  SANBORN, NY 14132",Original,1175,,,Correct,Correct,Correct,Correct,Active,GAIL'S 2 TOBACCO & GAS OUTLET,"2280 UPPER MOUNTAIN ROAD  SANBORN, NY 14132",43.170644,-78.920635,POINT (-78.920635 43.170644),Yes,Tuscarora Nation,Tuscarora Nation Reservation
1176,JAY'S PLACE,5446 WALMORE RD.,,LEWISTON,NY,14092,43.153883,-78.934871,"5446 WALMORE RD.  LEWISTON, NY 14092",Original,1176,,,Correct,Correct,Correct,Correct,Active,JAY'S PLACE,"5446 WALMORE RD.  LEWISTON, NY 14092",43.153883,-78.934871,POINT (-78.934871 43.153883),Yes,Tuscarora Nation,Tuscarora Nation Reservation
1177,RANDY'S SMOKE SHOP,1325 UPPER MOUNTAIN RD.,,LEWISTON,NY,14092,43.168759,-78.995805,"1325 UPPER MOUNTAIN RD.  LEWISTON, NY 14092",Original,1177,,,Correct,Correct,Correct,Correct,Active,RANDY'S SMOKE SHOP,"1325 UPPER MOUNTAIN RD.  LEWISTON, NY 14092",43.168759,-78.995805,POINT (-78.995805 43.168759),Yes,Tuscarora Nation,Tuscarora Nation Reservation
1178,SMOKIN JOES TRADING POST,2420 UPPER MOUNTAIN ROAD,,SANBORN,NY,14132,43.169894,-78.915444,"2420 UPPER MOUNTAIN ROAD  SANBORN, NY 14132",Original,1178,,,Correct,Correct,Correct,Correct,Active,SMOKIN JOES TRADING POST,"2420 UPPER MOUNTAIN ROAD  SANBORN, NY 14132",43.169894,-78.915444,POINT (-78.91544399999999 43.169894),Yes,Tuscarora Nation,Tuscarora Nation Reservation
1179,YELLOW BRICK ROAD CASINO,800 W GENESEE ST.,,CHITTENANGO,NY,13037,43.048343,-75.90029,"800 W GENESEE ST.  CHITTENANGO, NY 13037",Original,1179,,,Correct,Correct,Correct,Correct,Active,YELLOW BRICK ROAD CASINO,"800 W GENESEE ST.  CHITTENANGO, NY 13037",43.048343,-75.90029,POINT (-75.90029 43.048343),No,,
1180,PAINTED PONY POST,12631 VERSAILLES PLANK RD.,,LAWTONS,NY,14091,42.541319,-78.981903,"12631 VERSAILLES PLANK RD.  LAWTONS, NY 14091",Original,1180,1.0,yes,CLEAR CREEK EXPRESS,Correct,Correct,Correct,Active,CLEAR CREEK EXPRESS,"12631 VERSAILLES PLANK RD.  LAWTONS, NY 14091",42.541319,-78.981903,POINT (-78.981903 42.541319),Yes,Cattaraugus,Cattaraugus Reservation
1181,SENECA ONE STOP - OIL SPRINGS,5376 W. SHORE RD.,,CUBA,NY,14727,42.223956,-78.311275,"5376 W. SHORE RD.  CUBA, NY 14727",Original,1181,,,Correct,Correct,Correct,Correct,Active,SENECA ONE STOP - OIL SPRINGS,"5376 W. SHORE RD.  CUBA, NY 14727",42.223956,-78.311275,POINT (-78.31127499999999 42.223956),Within 1 mile,Oil Springs,Oil Springs Reservation
1182,NATIVE PRIDE TRAVEL PLAZA,11359 SOUTHWESTERN BLVD.,(EXIT 58 FROM 1-90),IRVING,NY,14081,42.572631,-79.093902,"11359 SOUTHWESTERN BLVD. (EXIT 58 FROM 1-90) IRVING, NY 14081",Original,1182,,yes,Correct,"11359 Southwestern Blvd, Irving, NY 14081, USA",42.571897,-79.09349499999998,Active,NATIVE PRIDE TRAVEL PLAZA,"11359 Southwestern Blvd, Irving, NY 14081, USA",42.571897,-79.09349499999998,POINT (-79.09349499999998 42.571897),Yes,Cattaraugus,Cattaraugus Reservation
1183,NATIVE PRIDE TOO,11404 ERIE ROAD,,IRVING,NY,14081,42.581045,-79.105994,"11404 ERIE ROAD  IRVING, NY 14081",Original,1183,,,Correct,Correct,Correct,Correct,Active,NATIVE PRIDE TOO,"11404 ERIE ROAD  IRVING, NY 14081",42.581045,-79.105994,POINT (-79.105994 42.581045),Yes,Cattaraugus,Cattaraugus Reservation
1184,TADE NINO NEH GAS & CIGARETTES,11326 SOUTHWESTERN BOULEVARD,,IRVING,NY,14081,42.570159000000004,-79.100902,"11326 SOUTHWESTERN BOULEVARD  IRVING, NY 14081",Original,1184,0.0,,Correct,"11326 Hwy 20, Irving, NY 14081, USA",42.5740192,-79.088963,Active,TADE NINO NEH GAS & CIGARETTES,"11326 Hwy 20, Irving, NY 14081, USA",42.5740192,-79.088963,POINT (-79.08896300000001 42.5740192),Yes,Cattaraugus,Cattaraugus Reservation
1185,SENECA HAWK,11979 SOUTHWESTERN BOULEVARD,,IRVING,NY,14081,42.5693495,-79.1017984,"11979 SOUTHWESTERN BOULEVARD  IRVING, NY 14081",Google,1185,,yes,Correct,Correct,Correct,Correct,Active,SENECA HAWK,"11979 SOUTHWESTERN BOULEVARD  IRVING, NY 14081",42.5693495,-79.1017984,POINT (-79.10179840000001 42.5693495),Yes,Cattaraugus,Cattaraugus Reservation
1186,FIRST AMERICAN TOBACCO,11403 ERIE RD.,,IRVING,NY,14081,42.580399,-79.10629,"11403 ERIE RD.  IRVING, NY 14081",Original,1186,,,Correct,Correct,Correct,Correct,Active,FIRST AMERICAN TOBACCO,"11403 ERIE RD.  IRVING, NY 14081",42.580399,-79.10629,POINT (-79.10629 42.580399),Yes,Cattaraugus,Cattaraugus Reservation
1187,IRIQUOIS GAS & GO,730 BROAD ST.,,SALAMANCA,NY,14779,42.159366,-78.74261700000002,"730 BROAD ST.  SALAMANCA, NY 14779",Original,1187,0.0,,Correct,Correct,Correct,Correct,Active,IRIQUOIS GAS & GO,"730 BROAD ST.  SALAMANCA, NY 14779",42.159366,-78.74261700000002,POINT (-78.74261700000002 42.159366),Yes,Allegany,Allegany Reservation
1188,UNI-MART,215 BROAD ST.,,SALAMANCA,NY,14779,42.156234999999995,-78.723679,"215 BROAD ST.  SALAMANCA, NY 14779",Original,1188,,,Correct,"555 Wildwood Ave, Salamanca, NY 14779, USA",42.158736299999994,-78.6955783,Closed,UNI-MART,"555 Wildwood Ave, Salamanca, NY 14779, USA",42.1587363,-78.6955783,POINT (-78.69557829999999 42.1587363),Yes,Allegany,Allegany Reservation
1189,NAFCO II,6665 RTE. 417,,KILL BUCK,NY,14748,42.155819,-78.672366,"6665 RTE. 417  KILL BUCK, NY 14748",Original,1189,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,NAFCO II,"6665 RTE. 417  KILL BUCK, NY 14748",42.155819,-78.672366,POINT (-78.672366 42.155819),Yes,Allegany,Allegany Reservation
1190,SIGNALS,11024 ROUTE 20,,IRVING,NY,14081,42.58247,-79.069131,"11024 ROUTE 20  IRVING, NY 14081",Original,1190,,,Correct,"11024 Southwestern Blvd, Irving, NY 14081, USA",42.5825268,-79.06903390000001,Active,SIGNALS,"11024 Southwestern Blvd, Irving, NY 14081, USA",42.5825268,-79.06903390000002,POINT (-79.06903390000002 42.5825268),Yes,Cattaraugus,Cattaraugus Reservation
1191,SAV-A-LOT FOOD STORE,35 CHURCH ST.,,SALAMANCA,NY,14779,42.1593,-78.71374,"35 CHURCH ST.  SALAMANCA, NY 14779",Original,1191,0.0,,Correct,Correct,Correct,Correct,Active,SAV-A-LOT FOOD STORE,"35 CHURCH ST.  SALAMANCA, NY 14779",42.1593,-78.71374,POINT (-78.71374 42.1593),Yes,Allegany,Allegany Reservation
1192,BIG BEAR DISCOUNTS,39 BAKER ST.,,SALAMANCA,NY,14779,42.159356,-78.700766,"39 BAKER ST.  SALAMANCA, NY 14779",Original,1192,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BIG BEAR DISCOUNTS,"39 BAKER ST.  SALAMANCA, NY 14779",42.159356,-78.700766,POINT (-78.700766 42.159356),Yes,Allegany,Allegany Reservation
1193,SENECA NIAGARA RESORT & CASINO,310 FOURTH ST.,,NIAGARA FALLS,NY,14303,43.086286,-79.057753,"310 FOURTH ST.  NIAGARA FALLS, NY 14303",Original,1193,,,Correct,"310 4th St, Niagara Falls, NY 14303, USA",43.0862416,-79.05767949999998,Active,SENECA NIAGARA RESORT & CASINO,"310 4th St, Niagara Falls, NY 14303, USA",43.0862416,-79.05767949999998,POINT (-79.05767949999998 43.0862416),No,,
1194,SENECA BUFFALO CREEK CASINO,1 FULTON ST.,,BUFFALO,NY,14204,42.8735,-78.868783,"1 FULTON ST.  BUFFALO, NY 14204",Original,1194,,,Correct,Correct,Correct,Correct,Active,SENECA BUFFALO CREEK CASINO,"1 FULTON ST.  BUFFALO, NY 14204",42.8735,-78.868783,POINT (-78.86878299999999 42.8735),No,,
1195,SENECA ALLEGANY RESORT & CASINO,777 SENECA ALLEGANY BLVD.,,SALAMANCA,NY,14779,42.153109,-78.746966,"777 SENECA ALLEGANY BLVD.  SALAMANCA, NY 14779",Original,1195,,,Correct,Correct,Correct,Correct,Active,SENECA ALLEGANY RESORT & CASINO,"777 SENECA ALLEGANY BLVD.  SALAMANCA, NY 14779",42.153109,-78.746966,POINT (-78.746966 42.153109),Yes,Allegany,Allegany Reservation
1196,SENECA HICKORY STICK GOLF,4560 CREEK RD.,,LEWISTON,NY,14092,43.192671999999995,-79.01775699999997,"4560 CREEK RD.  LEWISTON, NY 14092",Original,1196,,,Correct,Correct,Correct,Correct,Active,SENECA HICKORY STICK GOLF,"4560 CREEK RD.  LEWISTON, NY 14092",43.192671999999995,-79.01775699999997,POINT (-79.01775699999997 43.19267199999999),No,,
1197,SENECA GAMING & ENTERTAINMENT-OIL SPRING,5374 WEST SHORE RD.,,CUBA,NY,14727,42.223924,-78.311272,"5374 WEST SHORE RD.  CUBA, NY 14727",Original,1197,,,Correct,Correct,Correct,Correct,Active,SENECA GAMING & ENTERTAINMENT-OIL SPRING,"5374 WEST SHORE RD.  CUBA, NY 14727",42.223924,-78.311272,POINT (-78.311272 42.223924),Within 1 mile,Oil Springs,Oil Springs Reservation
1198,NO BLANKET SMOKE SHOP,2400 UPPER MOUNTAIN RD.,,SANBORN,NY,14132,43.170055,-78.918205,"2400 UPPER MOUNTAIN RD.  SANBORN, NY 14132",Original,1198,,,Correct,Correct,Correct,Correct,Active,NO BLANKET SMOKE SHOP,"2400 UPPER MOUNTAIN RD.  SANBORN, NY 14132",43.170055,-78.918205,POINT (-78.918205 43.170055),Yes,Tuscarora Nation,Tuscarora Nation Reservation
1199,BIG BOYS GAS & TOBACCO,20 RAQUETTE POINT RD.,,AKWESASNE,NY,13655,44.978829,-74.71956899999998,"20 RAQUETTE POINT RD.  AKWESASNE, NY 13655",Original,1199,0.0,,Correct,Correct,Correct,Correct,Active,BIG BOYS GAS & TOBACCO,"20 RAQUETTE POINT RD.  AKWESASNE, NY 13655",44.978829,-74.71956899999998,POINT (-74.71956899999998 44.978829),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
1200,SMOKERS WAREHOUSE,8 STATE RTE. 37,,AKWESASNE,NY,13655,44.979681,-74.723672,"8 STATE RTE. 37  AKWESASNE, NY 13655",Original,1200,,,Correct,"8 NY-37, Hogansburg, NY 13655, USA",44.979096999999996,-74.7228095,Active,SMOKERS WAREHOUSE,"8 NY-37, Hogansburg, NY 13655, USA",44.979097,-74.7228095,POINT (-74.7228095 44.979097),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
1201,GRACE & ALLAN'S TOBACCO SHOP,1621 STATE RTE. 38,,AKWESASNE,NY,13655,44.978324,-74.68500290000001,"1621 STATE RTE. 38  AKWESASNE, NY 13655",Google,1201,,yes,Correct,Correct,Correct,Correct,Active,GRACE & ALLAN'S TOBACCO SHOP,"1621 STATE RTE. 38  AKWESASNE, NY 13655",44.978324,-74.68500290000001,POINT (-74.68500290000001 44.978324),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
1202,AHNA:WATE CORNER STORE,134 RAQUETTE POINT RD.,,AKWESASNE,NY,13655,44.988794,-74.720185,"134 RAQUETTE POINT RD.  AKWESASNE, NY 13655",Original,1202,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,AHNA:WATE CORNER STORE,"134 RAQUETTE POINT RD.  AKWESASNE, NY 13655",44.988794,-74.720185,POINT (-74.720185 44.988794),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
1203,BORDERLINE GAS & CONVENIENCE,1622 STATE RTE. 37,,AKWESASNE,NY,13655,44.967464,-74.578571,"1622 STATE RTE. 37  AKWESASNE, NY 13655",Original,1203,1.0,yes,Correct,"1622 NY-37, Hogansburg, NY 13655, USA",44.9669938,-74.57216149999998,Active,BORDERLINE GAS & CONVENIENCE,"1622 NY-37, Hogansburg, NY 13655, USA",44.9669938,-74.57216149999998,POINT (-74.57216149999998 44.9669938),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
1204,J.E.N. TOBACCO,1592 STATE RTE. 37,,AKWESASNE,NY,13655,44.967528,-74.58081700000002,"1592 STATE RTE. 37  AKWESASNE, NY 13655",Original,1204,,,Correct,"1592 NY-37, Hogansburg, NY 13655, USA",44.96728699999999,-74.575076,Closed,J.E.N. TOBACCO,"1592 NY-37, Hogansburg, NY 13655, USA",44.96728699999999,-74.575076,POINT (-74.575076 44.96728699999999),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
1205,KANIEN'KEHAKA CONVENIENCE STORE AND GAS STATION,155 STATE ROUTE 37,,AKWESASNE,NY,13655,44.97788,-74.708691,"155 STATE ROUTE 37  AKWESASNE, NY 13655",Original,1205,1.0,no,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,KANIEN'KEHAKA CONVENIENCE STORE AND GAS STATION,"155 STATE ROUTE 37  AKWESASNE, NY 13655",44.97788,-74.708691,POINT (-74.708691 44.97788),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
1206,SPEEDWAY PLAZA,935 STATE ROUTE 37,,AKWESASNE,NY,13655,44.966237,-74.63790999999998,"935 STATE ROUTE 37  AKWESASNE, NY 13655",Original,1206,,,Correct,"935 NY-37, Hogansburg, NY 13655, USA",44.966665000000006,-74.638903,Active,SPEEDWAY PLAZA,"935 NY-37, Hogansburg, NY 13655, USA",44.966665000000006,-74.638903,POINT (-74.638903 44.96666500000001),Within 1 mile,St. Regis Mohawk,St. Regis Mohawk Reservation
1207,CAYUGA LAKESIDE TRADING STORE,2552 STATE ROUTE 89,,SENECA FALLS,NY,13148,42.901144,-76.754834,"2552 STATE ROUTE 89  SENECA FALLS, NY 13148",Original,1207,,,CAYUGA LAKE TRADING,"2552 NY-89, Seneca Falls, NY 13148, USA",42.901108799999996,-76.7553699,Active,CAYUGA LAKE TRADING,"2552 NY-89, Seneca Falls, NY 13148, USA",42.9011088,-76.7553699,POINT (-76.75536990000001 42.9011088),Within 1 mile,Cayuga Nation,Cayuga Nation TDSA
1208,BLACK PAW TOBACCO,1375 WOODCHUCK RD,,IRVING,NY,14081,42.55155,-79.061125,"1375 WOODCHUCK RD  IRVING, NY 14081",Original,1208,,,Correct,"11403 Erie Rd, Irving, NY 14081, USA",42.571943100000006,-79.10092879999998,Active,BLACK PAW TOBACCO,"11403 Erie Rd, Irving, NY 14081, USA",42.57194310000001,-79.10092879999998,POINT (-79.10092879999998 42.57194310000001),Yes,Cattaraugus,Cattaraugus Reservation
1209,BNB TOBACCO PRODUCTS,52 Montauk Hwy,,Southampton,NY,11968,40.883879,-72.393059,"52 Montauk Hwy  Southampton, NY 11968",Original,1209,,,Correct,Correct,Correct,Correct,Active,BNB TOBACCO PRODUCTS,"52 Montauk Hwy  Southampton, NY 11968",40.883879,-72.393059,POINT (-72.39305899999999 40.883879),No,,
1210,CRAZY WOLF ENTERPRISES,118 BROAD ST,,SALAMANCA,NY,14779,42.155727,-78.72010999999998,"118 BROAD ST  SALAMANCA, NY 14779",Original,1210,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,CRAZY WOLF ENTERPRISES,"118 BROAD ST  SALAMANCA, NY 14779",42.155727,-78.72010999999998,POINT (-78.72010999999998 42.155727),Yes,Allegany,Allegany Reservation
1211,CUBA LAKE GAS & SMOKE,5133 COUNTY ROAD 7D,,CUBA,NY,14727,42.22005,-78.3113,"5133 COUNTY ROAD 7D  CUBA, NY 14727",Original,1211,,,Correct,"5133 Cuba Lake Rd, Cuba, NY 14727, USA",42.224717999999996,-78.3118436,Active,CUBA LAKE GAS & SMOKE,"5133 Cuba Lake Rd, Cuba, NY 14727, USA",42.224718,-78.3118436,POINT (-78.3118436 42.224718),Yes,Oil Springs,Oil Springs Reservation
1212,DENISE GANSWORTH,5216 CHEW RD,,SANBORN,NY,14132,43.159273,-78.92238,"5216 CHEW RD  SANBORN, NY 14132",Original,1212,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,DENISE GANSWORTH,"5216 CHEW RD  SANBORN, NY 14132",43.159273,-78.92238,POINT (-78.92238 43.159273),Yes,Tuscarora Nation,Tuscarora Nation Reservation
1213,ELI TARBELL,320 STATE ROUTE 37,,HOGANSBURG,NY,13655,44.978272,-74.694128,"320 STATE ROUTE 37  HOGANSBURG, NY 13655",Original,1213,,,TARBELL MANAGEMENT GROUP,"26 Eagle Drive suite: A, Akwesasne, NY 13655, USA",44.97313870000001,-74.7082981,Active,TARBELL MANAGEMENT GROUP,"26 Eagle Drive suite: A, Akwesasne, NY 13655, USA",44.97313870000001,-74.7082981,POINT (-74.70829809999999 44.97313870000001),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
1214,EMERY WILLIAMS,1358 CAYUGA RD,,IRVING,NY,14081,42.554389,-78.99032,"1358 CAYUGA RD  IRVING, NY 14081",Original,1214,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,EMERY WILLIAMS,"1358 CAYUGA RD  IRVING, NY 14081",42.554389,-78.99032,POINT (-78.99032 42.554389),Yes,Cattaraugus,Cattaraugus Reservation
