,Unnamed: 0,IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Address Line 1_update,City_update,State_update,Zip_update,County,County_update,entity,agent_name,agent_address,agent_city,agent_state,agent_zip,SoS_record
207,207,207,JACKSON RANCHERIA CASINO & HOTEL,12222 NEW YORK RANCH RD,,JACKSON,CA,95642,38.38584162,-120.7386354,"12222 NEW YORK RANCH RD  JACKSON, CA 95642",Original,207.0,,,Correct,Correct,Correct,Correct,Active,JACKSON RANCHERIA CASINO & HOTEL,"12222 NEW YORK RANCH RD JACKSON, CA 95642",38.38584162,-120.7386354,POINT (-120.7386354 38.38584162),Yes,0.0,Jackson,Jackson Rancheria,,,From Original List,,,,,,No changes,No changes,No changes,No changes,AMADOR,AMADOR,,,,,,,
208,208,208,RED HAWK CASINO,ONE RED HAWK PARKWAY,,PLACERVILLE,CA,95667,38.6932365,-120.9083628,"ONE RED HAWK PARKWAY  PLACERVILLE, CA 95667",Original,208.0,,,Correct,"1 Red Hawk Pkwy, Placerville, CA 95667, USA",38.695485,-120.90874699999999,Active,RED HAWK CASINO,"1 Red Hawk Pkwy, Placerville, CA 95667, USA",38.695485,-120.90874699999999,POINT (-120.908747 38.695485),Yes,0.0,Shingle Springs,Shingle Springs Rancheria,,,From Original List,,,,,,1 RED HAWK PKWY,PLACERVILLE,CA,95667,EL DORADO,EL DORADO,,,,,,,
209,209,209,COLUSA CASINO & BINGO,3770 STATE HIGHWAY 45,,COLUSA,CA,95932,39.25557092,-122.0314871,"3770 STATE HIGHWAY 45  COLUSA, CA 95932",Original,209.0,,,Correct,"3770 CA-45, Colusa, CA 95932, USA",39.254081,-122.03096029999999,Active,COLUSA CASINO & BINGO,"3770 CA-45, Colusa, CA 95932, USA",39.254081,-122.03096029999999,POINT (-122.0309603 39.254081),Yes,0.0,Colusa,Colusa Rancheria,,,From Original List,,,,,,3770 -45,COLUSA,CA,95932,COLUSA,COLUSA,,,,,,,
210,210,210,FEATHER FALLS MINI MART,6023 LOWER WYANDOTTE RD,,OROVILLE,CA,95966,39.46710052,-121.5194118,"6023 LOWER WYANDOTTE RD  OROVILLE, CA 95966",Original,210.0,,,Correct,Correct,Correct,Correct,Active,FEATHER FALLS MINI MART,"6023 LOWER WYANDOTTE RD OROVILLE, CA 95966",39.46710052,-121.5194118,POINT (-121.5194118 39.46710052),Yes,0.0,Mooretown,Mooretown Rancheria,,,From Original List,,,,,,No changes,No changes,No changes,No changes,BUTTE,BUTTE,,,,,,,
211,211,211,FEATHER FALLS CASINO,3 ALVERDA DR,,OROVILLE,CA,95966,39.46728938,-121.5156256,"3 ALVERDA DR  OROVILLE, CA 95966",Original,211.0,1.0,yes,Correct,Correct,Correct,Correct,Active,FEATHER FALLS CASINO,"3 ALVERDA DR OROVILLE, CA 95966",39.46728938,-121.5156256,POINT (-121.5156256 39.46728938),Yes,0.0,Mooretown,Mooretown Rancheria,,,From Original List,,,,,,No changes,No changes,No changes,No changes,BUTTE,BUTTE,,,,,,,
212,212,212,WIN RIVER MINI MART,2415 S BONNYVIEW RD,,REDDING,CA,96001,40.52929876,-122.3808004,"2415 S BONNYVIEW RD  REDDING, CA 96001",Original,212.0,,,Correct,Correct,Correct,Correct,Active,WIN RIVER MINI MART,"2415 S BONNYVIEW RD REDDING, CA 96001",40.52929876,-122.3808004,POINT (-122.3808004 40.52929876),No,1.4102401593593357,,,Redding,Redding Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,SHASTA,SHASTA,,,,,,,
213,213,213,DIAMOND MOUNTAIN CASINO,900 SKYLINE DR,,SUSANVILLE,CA,96130,40.42748652,-120.65710590000002,"900 SKYLINE DR  SUSANVILLE, CA 96130",Original,213.0,1.0,yes,Correct,"900 Skyline Rd, Susanville, CA 96130, USA",40.430563,-120.65759399999999,Active,DIAMOND MOUNTAIN CASINO,"900 Skyline Rd, Susanville, CA 96130, USA",40.430563,-120.65759399999999,POINT (-120.657594 40.430563),Yes,0.0,Susanville,Susanville Indian Rancheria,,,From Original List,,,,,,900 SKYLINE RD,SUSANVILLE,CA,96130,LASSEN,LASSEN,,,,,,,
214,214,214,ALEXANDER VALLEY R.V. PARK & CAMPGROUND,2411 ALEXANDER VALLEY RD,,HEALDSBURG,CA,95448,38.65970993,-122.8402176,"2411 ALEXANDER VALLEY RD  HEALDSBURG, CA 95448",Original,214.0,,,Correct,Correct,Correct,Correct,Active,ALEXANDER VALLEY R.V. PARK & CAMPGROUND,"2411 ALEXANDER VALLEY RD HEALDSBURG, CA 95448",38.65970993,-122.8402176,POINT (-122.8402176 38.65970993),No,2.6479726383642563,,,Dry Creek,Dry Creek Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,SONOMA,,,,,,,
215,215,215,CHUMASH SERVICE STATION,990 EDISON ST,,SANTA YNEZ,CA,93460,34.61127853,-120.0817566,"990 EDISON ST  SANTA YNEZ, CA 93460",Original,215.0,1.0,yes,Correct,Correct,Correct,Correct,Active,CHUMASH SERVICE STATION,"990 EDISON ST SANTA YNEZ, CA 93460",34.61127853,-120.0817566,POINT (-120.0817566 34.61127853),No,0.13496636615279606,,,Santa Ynez,Santa Ynez Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,SANTA BARBARA,,,,,,,
216,216,216,EAGLE FEATHER TRADING POST #2,40103 HIGHWAY 33,,AVENAL,CA,93204,35.890621,-120.04662,"40103 HIGHWAY 33  AVENAL, CA 93204",Original,216.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,EAGLE FEATHER TRADING POST #2,"40103 HIGHWAY 33 AVENAL, CA 93204",35.890621,-120.04662,POINT (-120.04662 35.890621),No,28.832445413088934,,,Santa Rosa,Santa Rosa Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,KINGS,,,,,,,
217,217,217,HIDDEN VALLEY CONVENIENCE STORE,76700 COVELO RD STE A,,COVELO,CA,95428,39.795876,-123.24855,"76700 COVELO RD STE A  COVELO, CA 95428",Original,217.0,1.0,yes,Correct,"76600 Covelo Rd, Covelo, CA 95428, USA",39.7999204,-123.2486746,Active,HIDDEN VALLEY CONVENIENCE STORE,"76600 Covelo Rd, Covelo, CA 95428, USA",39.7999204,-123.2486746,POINT (-123.2486746 39.7999204),Yes,0.0,Round Valley,Round Valley Off-Reservation Trust Land,,,From Original List,,,,,,76600  RD,COVELO,CA,95428,,MENDOCINO,,,,,,,
218,218,218,REDDING RANCHERIA WIN-RIVER CASINO,2100 REDDING RANCHERIA RD,,REDDING,CA,96001,40.50691605,-122.3827133,"2100 REDDING RANCHERIA RD  REDDING, CA 96001",Original,218.0,1.0,yes,Correct,Correct,Correct,Correct,Active,REDDING RANCHERIA WIN-RIVER CASINO,"2100 REDDING RANCHERIA RD REDDING, CA 96001",40.50691605,-122.3827133,POINT (-122.3827133 40.50691605),Yes,0.0,Redding,Redding Rancheria,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SHASTA,,,,,,,
219,219,219,RUNNING CREEK CASINO / KAH DEMA GUH,635 EAST STATE HIGHWAY 20,,UPPER LAKE,CA,95485,39.16,-122.90424,"635 EAST STATE HIGHWAY 20  UPPER LAKE, CA 95485",Original,219.0,,,Correct,Correct,Correct,Correct,Active,RUNNING CREEK CASINO / KAH DEMA GUH,"635 EAST STATE HIGHWAY 20 UPPER LAKE, CA 95485",39.16,-122.90424,POINT (-122.90424 39.16),No,1.1204082450402466,,,Upper Lake,Upper Lake Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,LAKE,,,,,,,
220,220,220,WILLOW GLEN SMOKE SHOP,31793 HWY 41,,COARSEGOLD,CA,93614,37.2103653,-119.7104645,"31793 HWY 41  COARSEGOLD, CA 93614",Original,220.0,,,Correct,"31793 CA-41, Coarsegold, CA 93614, USA",37.2105013,-119.7097473,Active,WILLOW GLEN SMOKE SHOP,"31793 CA-41, Coarsegold, CA 93614, USA",37.2105013,-119.7097473,POINT (-119.7097473 37.2105013),Yes,0.0,Picayune,Picayune Off-Reservation Trust Land,,,From Original List,,,,,,31793 -41,COARSEGOLD,CA,93614,MADERA,MADERA,,,,,,,
221,221,221,COYOTE VALLEY,7751 NORTH STATE STREET,,REDWOOD VALLEY,CA,95470,39.256093,-123.214678,"7751 NORTH STATE STREET  REDWOOD VALLEY, CA 95470",Original,221.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,COYOTE VALLEY,"7751 NORTH STATE STREET REDWOOD VALLEY, CA 95470",39.256093,-123.214678,POINT (-123.214678 39.256093),Yes,0.0,Coyote Valley,Coyote Valley Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,MENDOCINO,,,,,,,
222,222,222,RANCH GENERAL STORE,CA 190,,DEATH VALLEY,CA,92328,38.01276016,-122.5595551,"CA 190  DEATH VALLEY, CA 92328",Original,222.0,1.0,yes,FURNACE CREEK RESORT - GENERAL STORE,"CA-190, Death Valle, CA 92328, USA",36.4564829,-116.8658101,Active,FURNACE CREEK RESORT - GENERAL STORE,"CA-190, Death Valle, CA 92328, USA",36.4564829,-116.8658101,POINT (-116.8658101 36.4564829),No,0.18863500733790287,,,Timbi-Sha Shoshone,Timbi-Sha Shoshone Off-Reservation Trust Land,From Original List,,,,,,-190,DEATH VALLE,CA,92328,,INYO,,,,,,,
223,223,223,OHOSHA TOBACCO SHOP AT RIVER ROCK CASINO,3250 HWY. 128,,GEYSERVILLE,CA,95441,38.694414,-122.856544,"3250 HWY. 128  GEYSERVILLE, CA 95441",Original,223.0,,,Correct,"3250 CA-128, Geyserville, CA 95441, USA",38.7034313,-122.8590821,Active,OHOSHA TOBACCO SHOP AT RIVER ROCK CASINO,"3250 CA-128, Geyserville, CA 95441, USA",38.7034313,-122.8590821,POINT (-122.8590821 38.7034313),Yes,0.0,Dry Creek,Dry Creek Rancheria,,,From Original List,,,,,,3250 -128,GEYSERVILLE,CA,95441,,SONOMA,,,,,,,
224,224,224,CHEVRON,315 HWY. 101 S.,,CRESCENT CITY,CA,95531,41.760181,-124.197726,"315 HWY. 101 S.  CRESCENT CITY, CA 95531",Original,224.0,,,Correct,Correct,Correct,Correct,Active,CHEVRON,"315 HWY. 101 S. CRESCENT CITY, CA 95531",41.760181,-124.197726,POINT (-124.197726 41.760181),No,2.382921016820769,,,Elk Valley,Elk Valley Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,DEL NORTE,,,,,,,
225,225,225,ELK VALLEY CASINO,2500 HOWLAND HILL RD.,,CRESCENT CITY,CA,95531,41.758274,-124.153976,"2500 HOWLAND HILL RD.  CRESCENT CITY, CA 95531",Original,225.0,,,Correct,Correct,Correct,Correct,Active,ELK VALLEY CASINO,"2500 HOWLAND HILL RD. CRESCENT CITY, CA 95531",41.758274,-124.153976,POINT (-124.153976 41.758274),Yes,0.0,Elk Valley,Elk Valley Rancheria,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,DEL NORTE,,,,,,,
226,226,226,GRATON RESORT AND CASINO,288 GOLF COURSE DR. W.,,ROHNERT PARK,CA,94928,38.362348,-122.707554,"288 GOLF COURSE DR. W.  ROHNERT PARK, CA 94928",Original,226.0,,,Correct,Correct,Correct,Correct,Active,GRATON RESORT AND CASINO,"288 GOLF COURSE DR. W. ROHNERT PARK, CA 94928",38.362348,-122.707554,POINT (-122.707554 38.362348),No,23.914861782864488,,,Dry Creek,Dry Creek Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,SONOMA,,,,,,,
227,227,227,FORT BIDWELL STORE,99 W. BRIDGE ST.,,FORT BIDWELL,CA,96112,41.85857,-120.157831,"99 W. BRIDGE ST.  FORT BIDWELL, CA 96112",Original,227.0,,,Correct,"99 W Brg, Fort Bidwell, CA 96112, USA",41.8639609,-120.151642,Closed,FORT BIDWELL STORE,"99 W Brg, Fort Bidwell, CA 96112, USA",41.8639609,-120.151642,POINT (-120.151642 41.8639609),No,0.35482645477220365,,,Fort Bidwell,Fort Bidwell Reservation,From Original List,,,,,,99 W BRG FORT,BIDWELL,CA,96112,,MODOC,,,,,,,
228,228,228,NELLZ TOWNE PUMP,539 MAIN ST.,,GREENVILLE,CA,95947,40.1434,-120.945944,"539 MAIN ST.  GREENVILLE, CA 95947",Original,228.0,,,Correct,Correct,Correct,Correct,Active,NELLZ TOWNE PUMP,"539 MAIN ST. GREENVILLE, CA 95947",40.1434,-120.945944,POINT (-120.945944 40.1434),No,3.1756263752686964,,,Greenville,Greenville Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,PLUMAS,,,,,,,
229,229,229,RUNNING CREEK CASINO,635 E. HWY. 20,,UPPER LAKE,CA,95485,39.161643,-122.904717,"635 E. HWY. 20  UPPER LAKE, CA 95485",Original,229.0,,,Correct,Correct,Correct,Correct,Active,RUNNING CREEK CASINO,"635 E. HWY. 20 UPPER LAKE, CA 95485",39.161643,-122.904717,POINT (-122.904717 39.161643),No,1.011371660276109,,,Upper Lake,Upper Lake Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,LAKE,,,,,,,
230,230,230,WOODY'S GAS / MINI MART,220 EAST STATE HIGHWAY 20,,UPPER LAKE,CA,95485,39.162249,-122.911193,"220 EAST STATE HIGHWAY 20  UPPER LAKE, CA 95485",Original,230.0,,,Correct,Correct,Correct,Correct,Active,WOODY'S GAS / MINI MART,"220 EAST STATE HIGHWAY 20 UPPER LAKE, CA 95485",39.162249,-122.911193,POINT (-122.911193 39.162249),No,0.8437213922181322,,,Upper Lake,Upper Lake Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,LAKE,,,,,,,
231,231,231,CHEVRON,68010 RAMON RD.,,CATHEDRAL CITY,CA,92234,33.815996000000005,-116.475197,"68010 RAMON RD.  CATHEDRAL CITY, CA 92234",Original,231.0,,,Correct,Correct,Correct,Correct,Active,CHEVRON,"68010 RAMON RD. CATHEDRAL CITY, CA 92234",33.815996000000005,-116.475197,POINT (-116.475197 33.81599600000001),No,0.026407509434141697,,,Agua Caliente,Agua Caliente Indian Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
232,232,232,CLEAN ENERGY,3400 E. TAHQUITZ CANYON WAY,,PALM SPRINGS,CA,92262,33.822956,-116.508404,"3400 E. TAHQUITZ CANYON WAY  PALM SPRINGS, CA 92262",Original,232.0,,,Correct,"3400 E Tahquitz Canyon Way, Palm Springs, CA 92262, USA",33.8231465,-116.50661799999999,Active,CLEAN ENERGY,"3400 E Tahquitz Canyon Way, Palm Springs, CA 92262, USA",33.8231465,-116.50661799999999,POINT (-116.506618 33.8231465),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,3400 E TAHQUITZ CANYON WAY,PALM SPRINGS,CA,92262,,RIVERSIDE,,,,,,,
233,233,233,CLUB LIQUORS,1109 S. PALM CANYON DR.,,PALM SPRINGS,CA,92264,33.807462,-116.545652,"1109 S. PALM CANYON DR.  PALM SPRINGS, CA 92264",Original,233.0,1.0,yes,Correct,Correct,Correct,Correct,Active,CLUB LIQUORS,"1109 S. PALM CANYON DR. PALM SPRINGS, CA 92264",33.807462,-116.545652,POINT (-116.545652 33.807462),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
234,234,234,DESERT WINES SPIRITS AND GIFTS,611 S. PALM CANYON DR.  STE. 22,,PALM SPRINGS,CA,92264,33.813832,-116.545556,"611 S. PALM CANYON DR.  STE. 22  PALM SPRINGS, CA 92264",Original,234.0,1.0,yes,GO DELI MARKET,Correct,Correct,Correct,Active,GO DELI MARKET,"611 S. PALM CANYON DR.  STE. 22 PALM SPRINGS, CA 92264",33.813832,-116.545556,POINT (-116.545556 33.813832),No,0.002574364926987366,,,Agua Caliente,Agua Caliente Indian Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
235,235,235,FRESH AND EASY,102 S. SUNRISE WAY,,PALM SPRINGS,CA,92262,33.822219,-116.52813,"102 S. SUNRISE WAY  PALM SPRINGS, CA 92262",Original,235.0,1.0,yes,Correct,Correct,Correct,Correct,Active,FRESH AND EASY,"102 S. SUNRISE WAY PALM SPRINGS, CA 92262",33.822219,-116.52813,POINT (-116.52813 33.822219),No,0.005809862251902811,,,Agua Caliente,Agua Caliente Indian Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
236,236,236,INDIAN CANYONS GOLF RESORT - NORTH,1100 E. MURRAY CANYON DR.,,PALM SPRINGS,CA,92264,33.783165999999994,-116.533735,"1100 E. MURRAY CANYON DR.  PALM SPRINGS, CA 92264",Original,236.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,INDIAN CANYONS GOLF RESORT - NORTH,"1100 E. MURRAY CANYON DR. PALM SPRINGS, CA 92264",33.783165999999994,-116.533735,POINT (-116.533735 33.78316599999999),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
237,237,237,INDIANS CANYONS GOLF RESORT - SOUTH,1097 E. MURRAY CANYON DR.,,PALM SPRINGS,CA,92264,33.78348,-116.53251000000002,"1097 E. MURRAY CANYON DR.  PALM SPRINGS, CA 92264",Original,237.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,INDIANS CANYONS GOLF RESORT - SOUTH,"1097 E. MURRAY CANYON DR. PALM SPRINGS, CA 92264",33.78348,-116.53251000000002,POINT (-116.53251 33.78348),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
238,238,238,MEDICINE SHOPPE,147 S. SUNRISE WAY,,PALM SPRINGS,CA,92262,33.821134,-116.528265,"147 S. SUNRISE WAY  PALM SPRINGS, CA 92262",Original,238.0,,,Correct,"174 S Sunrise Way, Palm Springs, CA 92262, USA",33.821808000000004,-116.527624,Active,MEDICINE SHOPPE,"174 S Sunrise Way, Palm Springs, CA 92262, USA",33.821808000000004,-116.527624,POINT (-116.527624 33.821808),No,0.03871772813375885,,,Agua Caliente,Agua Caliente Indian Reservation,From Original List,,,,,,174 S SUNRISE WAY,PALM SPRINGS,CA,92262,,RIVERSIDE,,,,,,,
239,239,239,PACIFIC PHARMACY SERVICE,611 S. PALM CANYON DR.,,PALM SPRINGS,CA,92264,33.813832,-116.545556,"611 S. PALM CANYON DR.  PALM SPRINGS, CA 92264",Original,239.0,,,PACIFIC PHARMACY SERVICES,Correct,Correct,Correct,Active,PACIFIC PHARMACY SERVICES,"611 S. PALM CANYON DR. PALM SPRINGS, CA 92264",33.813832,-116.545556,POINT (-116.545556 33.813832),No,0.002574364926987366,,,Agua Caliente,Agua Caliente Indian Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
240,240,240,76 GAS STATION,166 N. SUNRISE WAY,,PALM SPRINGS,CA,92262,33.82348,-116.528153,"166 N. SUNRISE WAY  PALM SPRINGS, CA 92262",Original,240.0,,,Correct,Correct,Correct,Correct,Active,76 GAS STATION,"166 N. SUNRISE WAY PALM SPRINGS, CA 92262",33.82348,-116.528153,POINT (-116.528153 33.82348),No,0.004703336030864954,,,Agua Caliente,Agua Caliente Indian Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
241,241,241,PMDL AND COMPANY  INC.,777 E. TAHQUITZ CANYON WAY #20042,,PALM SPRINGS,CA,92264,33.823023,-116.540057,"777 E. TAHQUITZ CANYON WAY #20042  PALM SPRINGS, CA 92264",Original,241.0,,,Correct,"777 E Tahqtz Cyn Way # 20042, Palm Springs, CA 92262, USA",33.822607,-116.540218,Active,PMDL AND COMPANY  INC.,"777 E Tahqtz Cyn Way # 20042, Palm Springs, CA 92262, USA",33.822607,-116.540218,POINT (-116.540218 33.822607),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,777 E TAHQTZ CYN WAY # 20042,PALM SPRINGS,CA,92262,,RIVERSIDE,,,,,,,
242,242,242,RALPH'S PHARMACY,425 S. SUNRISE WAY,,PALM SPRINGS,CA,92262,33.81683,-116.528316,"425 S. SUNRISE WAY  PALM SPRINGS, CA 92262",Original,242.0,,,Correct,Correct,Correct,Correct,Active,RALPH'S PHARMACY,"425 S. SUNRISE WAY PALM SPRINGS, CA 92262",33.81683,-116.528316,POINT (-116.528316 33.81683),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
243,243,243,RED HAWK TOBACCO SHOP,1751 N. SUNRISE WAY  STE. D2,,PALM SPRINGS,CA,92262,33.846619,-116.528266,"1751 N. SUNRISE WAY  STE. D2  PALM SPRINGS, CA 92262",Original,243.0,,,Correct,Correct,Correct,Correct,Active,RED HAWK TOBACCO SHOP,"1751 N. SUNRISE WAY  STE. D2 PALM SPRINGS, CA 92262",33.846619,-116.528266,POINT (-116.528266 33.846619),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
244,244,244,SAVON PHARMACY,35935 DATE PALM DR.,,CATHEDRAL CITY,CA,92234,33.788163,-116.45814,"35935 DATE PALM DR.  CATHEDRAL CITY, CA 92234",Original,244.0,1.0,maybe,IN-SHAPE,Correct,Correct,Correct,Active,IN-SHAPE,"35935 DATE PALM DR. CATHEDRAL CITY, CA 92234",33.788163,-116.45814,POINT (-116.45814 33.788163),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
245,245,245,SHELL,300 NORTH INDIAN CANYON DRIVE,,PALM SPRINGS,CA,92262,33.827091,-116.545548,"300 NORTH INDIAN CANYON DRIVE  PALM SPRINGS, CA 92262",Original,245.0,1.0,yes,DOWNTOWN SHELL,Correct,Correct,Correct,Active,DOWNTOWN SHELL,"300 NORTH INDIAN CANYON DRIVE PALM SPRINGS, CA 92262",33.827091,-116.545548,POINT (-116.545548 33.827091),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
246,246,246,FIESTA MARKET AND LIQUOR,3700 E. VISTA CHINO,,PALM SPRINGS,CA,92262,33.844951,-116.505141,"3700 E. VISTA CHINO  PALM SPRINGS, CA 92262",Original,246.0,1.0,yes,Correct,"1801-2055 Executive Dr, Palm Springs, CA 92262, USA",33.84545629999999,-116.5049769,Active,FIESTA MARKET AND LIQUOR,"1801-2055 Executive Dr, Palm Springs, CA 92262, USA",33.84545629999999,-116.5049769,POINT (-116.5049769 33.84545629999999),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,1801-2055 EXECUTIVE DR,PALM SPRINGS,CA,92262,,RIVERSIDE,,,,,,,
247,247,247,SPA RESORT CASINO,401 E. AMADO DR.,,PALM SPRINGS,CA,92262,33.826743,-116.542842,"401 E. AMADO DR.  PALM SPRINGS, CA 92262",Original,247.0,,,Correct,"401 E Amado Rd, Palm Springs, CA 92262, USA",33.82548999999999,-116.5427754,Active,SPA RESORT CASINO,"401 E Amado Rd, Palm Springs, CA 92262, USA",33.82548999999999,-116.5427754,POINT (-116.5427754 33.82548999999999),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,401 E AMADO RD,PALM SPRINGS,CA,92262,,RIVERSIDE,,,,,,,
248,248,248,STATER BROS,69255 RAMON RD.,,CATHEDRAL CITY,CA,92234,33.815868,-116.456484,"69255 RAMON RD.  CATHEDRAL CITY, CA 92234",Original,248.0,,,STATER BROS. MARKETS,Correct,Correct,Correct,Active,STATER BROS. MARKETS,"69255 RAMON RD. CATHEDRAL CITY, CA 92234",33.815868,-116.456484,POINT (-116.456484 33.815868),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
249,249,249,STATER BROS. PHARMACY,1717 E. VISTA CHINO,,PALM SPRINGS,CA,92262,33.844106,-116.523746,"1717 E. VISTA CHINO  PALM SPRINGS, CA 92262",Original,249.0,,,Correct,Correct,Correct,Correct,Active,STATER BROS. PHARMACY,"1717 E. VISTA CHINO PALM SPRINGS, CA 92262",33.844106,-116.523746,POINT (-116.523746 33.844106),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
250,250,250,CIGARETTES/TOBACCO DISCOUNT,1717 E. VISTA CHINO  STE. A6,,PALM SPRINGS,CA,92264,33.844752,-116.525349,"1717 E. VISTA CHINO  STE. A6  PALM SPRINGS, CA 92264",Original,250.0,1.0,yes,Correct,Correct,Correct,Correct,Active,CIGARETTES/TOBACCO DISCOUNT,"1717 E. VISTA CHINO  STE. A6 PALM SPRINGS, CA 92264",33.844752,-116.525349,POINT (-116.525349 33.844752),Yes,0.0,Agua Caliente,Agua Caliente Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
251,251,251,DESERT ROSE CASINO,901 COUNTY RD. 56,,ALTURAS,CA,96101,41.479967,-120.524758,"901 COUNTY RD. 56  ALTURAS, CA 96101",Original,251.0,,,Correct,Correct,Correct,Correct,Active,DESERT ROSE CASINO,"901 COUNTY RD. 56 ALTURAS, CA 96101",41.479967,-120.524758,POINT (-120.524758 41.47996699999999),No,0.0024792023946015643,,,Alturas,Alturas Indian Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,MODOC,,,,,,,
252,252,252,AUGUSTINE CASINO,84-001 AVE. 54,,COACHELLA,CA,92236,33.656515,-116.199184,"84-001 AVE. 54  COACHELLA, CA 92236",Original,252.0,,,Correct,Correct,Correct,Correct,Active,AUGUSTINE CASINO,"84-001 AVE. 54 COACHELLA, CA 92236",33.656515,-116.199184,POINT (-116.199184 33.656515),Yes,0.0,Augustine,Augustine Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,RIVERSIDE,,,,,,,
253,253,253,BEAR RIVER CASINO,11 BEAR PAWS WAY,,LOLETA,CA,95551,40.627866,-124.208304,"11 BEAR PAWS WAY  LOLETA, CA 95551",Original,253.0,1.0,yes,BEAR RIVER CASINO RESORT,Correct,Correct,Correct,Active,BEAR RIVER CASINO RESORT,"11 BEAR PAWS WAY LOLETA, CA 95551",40.627866,-124.208304,POINT (-124.208304 40.627866),No,0.2092329253477175,,,Rohnerville,Rohnerville Rancheria,From Original List,,,,,,No changes,No changes,No changes,No changes,,HUMBOLDT,,,,,,,
