IMPAQ_ID,Filing Number,Entity Name,Entity Mailing Address,Entity Store Address,Entity Address,Agent Name,Agent Address,Operation Status,matchsource,Longitude,Latitude
232,201117910152,ADAM CAPITAL CLEAN ENERGY FINANCE LLC,,579 1ST ST W  SONOMA CA 95476-6638,579 1ST ST W  SONOMA CA 95476-6638,ADAM BOUCHER,579 1ST ST W SONOMA CA 95476-6638,CANCELED,Census,-120.094826,36.946728
232,201629310338,"AMERICAN A. S. CLEAN ENERGY CONSULTING, LLC",2857 CHIANTI AVE  MADERA CA 93637,2857 CHIANTI AVE  MADERA CA 93637,2857 CHIANTI AVE  MADERA CA 93637,ROBERT GUILLEN,2857 CHIANTI AVE MADERA CA 93637,FTB SUSPENDED,Census,-118.98836499999999,34.170035999999996
232,201816510262,AMERICAN CLEAN ENERGY REPRESENTATIVES LLC,5314 VIA DOLORES  THOUSAND OAKS CA 91320,5314 VIA DOLORES  THOUSAND OAKS CA 91320,5314 VIA DOLORES  THOUSAND OAKS CA 91320,,,ACTIVE,Census,-117.148315,33.01964
232,201517310496,"AQUA CLEAN ENERGY FUND, LLC",15617 RISING RIVER PLACE N  SAN DIEGO CA 92127,15617 RISING RIVER PLACE N  SAN DIEGO CA 92127,15617 RISING RIVER PLACE N  SAN DIEGO CA 92127,KARINA JUAREZ,701 B ST STE 236 SAN DIEGO CA 92101,CANCELED,Census,-117.03003999999999,32.98572
232,201507810259,"AQUA CLEAN ENERGY, LLC",15024 HUNTINGTON GATE DR  POWAY CA 92064,15024 HUNTINGTON GATE DR  POWAY CA 92064,15024 HUNTINGTON GATE DR  POWAY CA 92064,KARINA JUAREZ,701 B ST STE 236 SAN DIEGO CA 92101,CANCELED,Census,-122.05283999999999,37.575176
232,201505910395,"ATLANTIC CLEAN ENERGY SUPPLY, LLC",4378 OTHELLO DR  FREMONT CA 94555,4378 OTHELLO DR  FREMONT CA 94555,4378 OTHELLO DR  FREMONT CA 94555,XIN ZHU,4378 OTHELLO DR FREMONT CA 94555,ACTIVE,Census,-117.16022,32.722115
232,201601910064,"ATLAS CLEAN ENERGY, LLC",1620 5TH AVE STE 650  SAN DIEGO CA 92101,1620 5TH AVE STE 650  SAN DIEGO CA 92101,1620 5TH AVE STE 650  SAN DIEGO CA 92101,AJAY GUPTA,1620 5TH AVE STE 650 SAN DIEGO CA 92101,SOS/FTB SUSPENDED,Google,-121.96364150000001,37.4204846
232,201821110672,"BE CLEAN ENERGY RESOURCES, LLC",4353 N 1ST ST  SAN JOSE CA 95134,4353 N 1ST ST  SAN JOSE CA 95134,4353 N 1ST ST  SAN JOSE CA 95134,,,ACTIVE,Google,-121.83374409999999,37.3764765
233,C4229873,"BC COUNTRY CLUB LIQUORS, INC",3473 MCKEE RD  SAN JOSE CA 95127,3473 MCKEE RD  SAN JOSE CA 95127,3473 MCKEE RD  SAN JOSE CA 95127,BAO Q CHAU,3473 MCKEE RD SAN JOSE CA 95127,ACTIVE,Google,-84.389488,33.791638
233,C0511711,"COUNTRY CLUB LIQUORS, INC.",,,,,,FTB SUSPENDED,Google,-116.36562260000001,33.7209138
233,C0830288,"COUNTRY CLUB LIQUORS, INC.",74-495 HWY 111  PALM DESERT CA 92260,74-495 HWY 111  PALM DESERT CA 92260,74-495 HWY 111  PALM DESERT CA 92260,JAMES KRIEG,74-495 HWY 111 PALM DESERT CA 92260,FTB SUSPENDED,Census,-121.88193500000001,37.80852
233,C2954180,DISCOUNT CLUB LIQUORS,3543 DEER CREST DR  DANVILLE CA 94506,,3543 DEER CREST DR  DANVILLE CA 94506,LATIF FAED,3543 DEER CREST DR DANVILLE CA 94506,FTB SUSPENDED,Census,-118.95161,35.39989
233,198903900030,"COUNTRY CLUB LIQUORS, A CALIFORNIA LIMITED PARTNERSHIP",,3737 COLUMBUS  BAKERSFIELD CA 93306,3737 COLUMBUS  BAKERSFIELD CA 93306,JACK R. WATERS,3737 COLUMBUS BAKERSFIELD CA 93306,CANCELED,Google,-119.6999272,34.4236709
234,C3554303,"805 MARKET & DELI, INC.",135 E CARRILLO STREET  SANTA BARBARA CA 93101,135 E CARRILLO STREET  SANTA BARBARA CA 93101,135 E CARRILLO STREET  SANTA BARBARA CA 93101,SIMON MAIDA,135 E CARRILLO STREET SANTA BARBARA CA 93101,ACTIVE,Census,-118.18935400000001,33.824406
234,C2610440,AL'S MARKET & DELI,3711 LONG BEACH BLVD. #809  LONG BEACH CA 90807,,3711 LONG BEACH BLVD. #809  LONG BEACH CA 90807,SHIRLEY A. JOHNSON,1422 E. HELMICK STREET CARSON CA 90746-3110,SOS/FTB SUSPENDED,Google,-118.297905,34.17747689999999
234,C3721781,"ALAMEDA DELI MARKET, INC.",906 S GLENAOKS BLVD  BURBANK CA 91502,906 S GLENAOKS BLVD  BURBANK CA 91502,906 S GLENAOKS BLVD  BURBANK CA 91502,RAYMOND BARSEGAR NAZARI,906 S GLENAOKS BLVD BURBANK CA 91502,DISSOLVED,Census,-122.19782,39.747364000000005
234,C4132582,"ALI'S DELI & MARKET, INC.",683 E. WALKER ST.  ORLAND CA 95963,647 E. WALKER ST.  ORLAND CA 95963,647 E. WALKER ST.  ORLAND CA 95963,DANIEL ALEXANDER,"901 BRUCE RD., STE. 230 CHICO CA 95928",ACTIVE,Census,-117.88566599999999,33.68229
234,C2490513,"ALVAND MARKET & DELI, INC.",3033 BRISTOL ST STE G  COSTA MESA CA 92626,3033 BRISTOL ST STE G  COSTA MESA CA 92626,3033 BRISTOL ST STE G  COSTA MESA CA 92626,ASGHAR SALIMI,3033 BRISTOL ST STE G COSTA MESA CA 92626,DISSOLVED,Google,-117.8536015,33.7600099
234,C2832508,AMBIKA MARKET & DELI CORPORATION,1225 W 17TH STREET  SANTA ANA CA 92706,1225 W 17TH STREET  SANTA ANA CA 92706,1225 W 17TH STREET  SANTA ANA CA 92706,DAXA D PATEL,1225 W 17TH STREET SANTA ANA CA 92706,FTB SUSPENDED,Census,-118.61981000000002,34.493355
234,C4131605,AMO MAC LIQUOR & DELI MARKET CORPORATION,31595 CASTAIC RD  CASTAIC CA 91384,31595 CASTAIC RD  CASTAIC CA 91384,31595 CASTAIC RD  CASTAIC CA 91384,,,ACTIVE,Census,-121.39351,38.595875
234,C4149529,ARDEN MARKET & DELI,3027 ARDEN WAY  SACRAMENTO CA 95285,3027 ARDEN WAY  SACRAMENTO CA 95285,3027 ARDEN WAY  SACRAMENTO CA 95285,TEHSEEN KARIM,3017 ARDEN WAY SACRAMENTO CA 95828,ACTIVE,Google,-118.2820821,34.0115357
234,C1466395,"ARENA MARKET & DELI, INC.",3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,JIMMIE L. POWELL,3990 SOUTH FIRGUEROA ST LOS ANGELES CA 90037,FTB SUSPENDED,Google,-118.3991037,33.8596287
234,C2614551,"ASHLEY'S DELI & MARKET, INC.",828 HERMOSA AVE  HERMOSA BEACH CA 90254,828 HERMOSA AVE  HERMOSA BEACH CA 90254,828 HERMOSA AVE  HERMOSA BEACH CA 90254,KRISTINE M ASHLEY,828 HERMOSA AVE HERMOSA BEACH CA 90254,ACTIVE,Census,-117.160995,32.715702
234,201529310189,BAY AREA EUROPEAN MARKET & DELI LLC,402 W BROADWAY STE 770  SAN DIEGO CA 92101,402 W BROADWAY STE 770  SAN DIEGO CA 92101,402 W BROADWAY STE 770  SAN DIEGO CA 92101,FIONA BENNUN,1449 CREEKSIDE DR #3042 WALNUT CREEK CA 94596,CONVERTED-OUT,Census,-121.47276000000001,38.574795
234,200600910257,"BON AIR MARKET AND DELI, LLC",,2531 J STREET  SACRAMENTO CA 95816,2531 J STREET  SACRAMENTO CA 95816,LARRY WRIGHT,4901 MARCONI AVENUE STE B SACRAMENTO CA 95816,ACTIVE,Google,-118.33261110000001,34.0172333
234,201405010333,BROOKLYN DELI & MINI MARKET LLC,3800 S NORTON AVE  LOS ANGELES CA 90008,3800 S NORTON AVE  LOS ANGELES CA 90008,3800 S NORTON AVE  LOS ANGELES CA 90008,HAKEEM DOLPHIN,3800 S NORTON AVE LOS ANGELES CA 90008,ACTIVE,Census,-117.463394,33.98126
234,200934110067,"CARDELLI'S ITALIAN MARKET, DELI, & CATERING ""LLC""",,8319 WHISPERING TREE DR  RIVERSIDE CA 92509,8319 WHISPERING TREE DR  RIVERSIDE CA 92509,TERESA GUZIEJKA,8319 WHISPERING TREE DR RIVERSIDE CA 92509,FTB SUSPENDED,Census,-118.44871,34.18509
234,200912010126,"CHATSWORTH INTERNATIONAL DELI MARKET, LLC",,6314 VAN NUYS BLVD #202  VAN NUYS CA 91401,6314 VAN NUYS BLVD #202  VAN NUYS CA 91401,,,CANCELED,Census,-120.09345,39.347363
234,201627110206,"COMMUNITY TABLE DELI + MARKET, LLC",PO BOX 1756  TRUCKEE CA 96161,15881 WINDSOR WAY  TRUCKEE CA 96161,15881 WINDSOR WAY  TRUCKEE CA 96161,RICHARD E MOLSBY,10280 DONNER PASS RD TRUCKEE CA 96161,CANCELED,Census,-122.44343,37.762
234,201615810447,CORONA HEIGHTS MARKET AND DELI LLC,4400 17TH STREET  SAN FRANCISCO CA 94114,4400 17TH STREET  SAN FRANCISCO CA 94114,4400 17TH STREET  SAN FRANCISCO CA 94114,MAZEN SALFITI,236 WEST PORTAL STE 174 SAN FRANCISCO CA 94127,CANCELED,Census,-120.94476,38.536568
234,201405510353,CROSSROADS MARKET & DELI LLC,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,,,SOS/FTB SUSPENDED,Google,-121.273403,38.13466349999999
234,200123310070,DOWNTOWN MARKET AND DELI LLC,,8 N. SCHOOL ST.  LODI CA 95240,8 N. SCHOOL ST.  LODI CA 95240,MONEER A. BANDY,8 N. SCHOOL ST. LODI CA 95240,SOS/FTB SUSPENDED,Google,-121.35123610000001,38.659380799999994
234,199803610006,"GOOD NEIGHBOR EUROPEAN DELI MARKET, LLC",5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,PAUL MOSKALETS,5111 COLLEGE OAK DR STE A& B SACRAMENTO CA 95841,ACTIVE,Census,-117.670204,34.10541
235,C3713389,CHOICE KITCHEN FRESH & EASY,916 N. MOUNTAIN AVE.  UPLAND CA 91786,916 N. MOUNTAIN AVE.  UPLAND CA 91786,916 N. MOUNTAIN AVE.  UPLAND CA 91786,,,FTB SUSPENDED,Census,-118.286026,33.848995
235,C3429982,FRESH & EASY NEIGHBORHOOD FOUNDATION,6080 CENTER DRIVE 6TH FLOOR  LOS ANGELES CA 90045,20101 HAMILTON AVENUE SUITE 350  TORRANCE CA 90502,20101 HAMILTON AVENUE SUITE 350  TORRANCE CA 90502,,,SURRENDER,Census,-121.22776,38.678467
235,C3167625,"FRESH & EASY, INC.",8855 GREENBACK LANE  ORANGEVALE CA 95662,8855 GREENBACK LANE  ORANGEVALE CA 95662,8855 GREENBACK LANE  ORANGEVALE CA 95662,KAREN FARAGPUR,8855 GREENBACK LANE ORANGEVALE CA 95662,DISSOLVED,Google,-118.4216499,34.0044352
235,C3334870,"FRESH AND EASY CATERING MARKET, INC.",11715 WASHINGTON PL.  LOS ANGELES CA 90066,11715 WASHINGTON PL.  LOS ANGELES CA 90066,11715 WASHINGTON PL.  LOS ANGELES CA 90066,GAUTAM KUMAR,7138 SALE AVE WEST HILLS CA 91307,ACTIVE,Census,-118.550285,34.222755
235,C4154964,FRESH N EASY AIR CONDITIONING AND HEATING,19150 COMMUNITY ST  NORTHRIDGE CA 91324,19150 COMMUNITY ST  NORTHRIDGE CA 91324,19150 COMMUNITY ST  NORTHRIDGE CA 91324,FREDDIE M CUEVAS,19150 COMMUNITY ST NORTHRIDGE CA 91324,ACTIVE,Census,-121.809044,37.697624
235,201606310275,EASY FRESH START FUNDING LLC,151 LINDBERGH AVE STE E  LIVERMORE CA 94551,151 LINDBERGH AVE STE E  LIVERMORE CA 94551,151 LINDBERGH AVE STE E  LIVERMORE CA 94551,KYLE HARPER,151 LINDBERGH AVE STE E LIVERMORE CA 94551,SOS SUSPENDED,Google,-118.39157240000002,33.9768046
235,201328810028,"FRESH & EASY, LLC",6080 CENTER DR #600  LOS ANGELES CA 90045,6080 CENTER DR #600  LOS ANGELES CA 90045,6080 CENTER DR #600  LOS ANGELES CA 90045,,,SOS FORFEITED,Census,-117.85191,33.976085999999995
238,C2857226,"BETTER HEALTH PHARMACY, INC. DBA THE MEDICINE SHOPPE",20843 TIMBERLINE LN  DIAMOND BAR CA 91789,20843 TIMBERLINE LN  DIAMOND BAR CA 91789,20843 TIMBERLINE LN  DIAMOND BAR CA 91789,ALBERT WONG,20843 TIMBERLINE LN DIAMOND BAR CA 91789,DISSOLVED,Google,-111.87942009999999,40.884601700000005
238,C3793575,"CFK, INC. DBA THE MEDICINE SHOPPE #863",47 E 500 S  BOUNTIFUL UT 84010,47 E 500 S  BOUNTIFUL UT 84010,47 E 500 S  BOUNTIFUL UT 84010,,,FTB FORFEITED,Census,-117.061264,32.615864
238,C1142416,"CHULA VISTA MEDICINE SHOPPE, INC.",23 1/2 NAPLES ST  CHULA VISTA CA 92011,23 1/2 NAPLES ST  CHULA VISTA CA 92011,23 1/2 NAPLES ST  CHULA VISTA CA 92011,JOHN PRINCE,23 1/2 NAPLES ST CHULA VISTA CA 92011,DISSOLVED,Census,-118.92611000000001,34.181526
238,C2152375,"MEDICINE SHOPPE OF NEWBURY PARK, INC.",2241 MICHAEL DRIVE  NEWBURY PARK CA 91320,2241 MICHAEL DRIVE  NEWBURY PARK CA 91320,2241 MICHAEL DRIVE  NEWBURY PARK CA 91320,ROGER H WANG,5325 VIA PISA NEWBURY PARK CA 91320,ACTIVE,Census,-118.60293999999999,34.168423
238,C0683082,MEDICINE SHOPPE PHARMACY,21777 VENTURA BOULEVARD  WOODLAND HILLS CA 91364,21777 VENTURA BLVD.  WOODLAND HILLS CA 91364,21777 VENTURA BLVD.  WOODLAND HILLS CA 91364,,,FTB SUSPENDED,Census,-119.06105,34.3608
238,C1159186,"THE MEDICINE SHOPPE PHARMACY, INC.",431 N OJAI RD  SANTA PAULA CA 93060,,431 N OJAI RD  SANTA PAULA CA 93060,STEVEN R ROSE,431 N OJAI RD SANTA PAULA CA 93060,DISSOLVED,Census,-121.378876,36.458565
240,C2779047,"101 GAS STATION, INC.",32655 SILLIMAN ROAD  SOLEDAD CA 93960,32655 SILLIMAN ROAD  SOLEDAD CA 93960,32655 SILLIMAN ROAD  SOLEDAD CA 93960,STAN SUAREZ,32655 SILLIMAN ROAD SOLEDAD CA 93960,ACTIVE,Census,-122.24658000000001,37.813858
240,C2566125,"3374 GRAND AVENUE GAS STATION, INC.",3374 GRAND AVE  OAKLAND CA 94610,3374 GRAND AVE  OAKLAND CA 94610,3374 GRAND AVE  OAKLAND CA 94610,HAI THANH PHAM,3374 GRAND AVE OAKLAND CA 94610,FTB SUSPENDED,Census,-122.20293000000001,37.79235
240,C2565351,"3420 35TH AVENUE GAS STATION, INC.",3420 35TH AVE  OAKLAND CA 94619,3420 35TH AVE  OAKLAND CA 94619,3420 35TH AVE  OAKLAND CA 94619,SON THANH NGUYEN,3420 35TH AVE OAKLAND CA 94619,FTB SUSPENDED,Census,-122.20043999999999,37.793490000000006
240,C2565350,3530 MACARTHUR BLVD. GAS STATION INC.,3530 MACARTHUR BLVD  OAKLAND CA 94619,3530 MACARTHUR BLVD  OAKLAND CA 94619,3530 MACARTHUR BLVD  OAKLAND CA 94619,LE THI HONG PHAM,5022 CRYSTAL RIDGE OAKLAND CA 94605,ACTIVE,Google,-118.1660656,34.6746348
240,C4065144,420 GAS STATION,2010 W AVE K #130  LANCASTER CA 93536,2010 W AVE K #130  LANCASTER CA 93536,2010 W AVE K #130  LANCASTER CA 93536,CIJI MAURINE ALEX,2010 W AVE K #130 LANCASTER CA 93536,CANCELED,Census,-121.54869,38.57795
240,C4155566,420 GAS STATION INC.,813 HARBOR BLVD. #112  WEST SACRAMENTO CA 95691,813 HARBOR BLVD. #112  WEST SACRAMENTO CA 95691,813 HARBOR BLVD. #112  WEST SACRAMENTO CA 95691,BLAKE HANSEN,1720 LISBON AVE. WEST SACRAMENTO CA 95605,DISSOLVED,Census,-118.32853999999999,33.993145
240,C3112529,"54TH STREET GAS STATION, INC.",1401 S BENTLEY AVE #401  LOS ANGELES CA 90025,3227 W 54TH ST  LOS ANGELES CA 90043,3227 W 54TH ST  LOS ANGELES CA 90043,DAVID MELAMED,1401 S BENTLEY AVE #401 LOS ANGELES CA 90025,DISSOLVED,Census,-118.17183999999999,34.023487
240,C3933840,"710 GAS STATION, A CA NON-PROFIT MUTUAL BENEFIT CORP.",4471 WHITTIER BLVD  EAST LOS ANGELES CA 90022,4471 WHITTIER BLVD  EAST LOS ANGELES CA 90022,4471 WHITTIER BLVD  EAST LOS ANGELES CA 90022,DESTINI HOWELL,4471 WHITTIER BLVD EAST LOS ANGELES CA 90022,SOS SUSPENDED,Census,-117.86773000000001,33.734035
240,C3441763,A & F GAS STATION INC.,1131 S MAIN ST  SANTA ANA CA 92707,,1131 S MAIN ST  SANTA ANA CA 92707,SALEM ATTLIA,4028 WALNUT AVE LYNWOOD CA 90262,FTB SUSPENDED,Census,-118.56942,34.171513
240,C3288147,"ARCADIA GAS STATION, INC.",20021 VENTURA BLVD  WOODLAND HILLS CA 91364,20021 VENTURA BLVD  WOODLAND HILLS CA 91364,20021 VENTURA BLVD  WOODLAND HILLS CA 91364,AHMAD N NIKAKHTAR,20021 VENTURA BLVD WOODLAND HILLS CA 91364,ACTIVE,Census,-117.17392,32.757290000000005
240,201635510512,"ASHLAND GAS STATION, LLC",PO BOX 18590  OAKLAND CA 95619,4370 ARCADIA DRIVE  SAN DIEGO CA 92103,4370 ARCADIA DRIVE  SAN DIEGO CA 92103,JOHN G PRICE,"JRA LAW PARTNERS, LLP, 450 PACIFIC AVE, STE 200 SAN FRANCISCO CA 94133",ACTIVE,Google,-118.1264633,33.976094599999996
240,200115510056,"BEST FIVE GAS STATION, LLC",,7667 E. SLAUSON AVE  CITY OF COMMERCE CA 90040,7667 E. SLAUSON AVE  CITY OF COMMERCE CA 90040,RALPH KIM,7667 E. SLAUSON AVE CITY OF COMMERCE CA 90040,SOS/FTB SUSPENDED,Google,-121.3895821,37.7541915
240,200400210135,"CALIFORNIA GAS STATION, L.L.C",,2420 W GRANTLINE RO  TRACY CA 95376,2420 W GRANTLINE RO  TRACY CA 95376,ROSHAN MINHAS,1484 GABLE CT TRACYELL CA 95376,SOS/FTB SUSPENDED,Census,-121.261284,38.621887
240,201427310451,"CENTRAL VALLEY GAS STATION DEVELOPMENT, LLC",2377 GOLD MEADOW WAY STE 100-13  GOLD RIVER CA 95670,2377 GOLD MEADOW WAY STE 100-13  GOLD RIVER CA 95670,2377 GOLD MEADOW WAY STE 100-13  GOLD RIVER CA 95670,SUNEET SINGAL,101 BARNHART CIRCLE SACRAMENTO CA 95835,FTB FORFEITED,Census,-120.09335,34.603058000000004
240,200721810096,"CHUMASH CALIFORNIA GAS STATION NO. 1, LLC",PO BOX 517  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,KENNETH PAUL KAHN,100 VIA JUANA LN SANTA YNEZ CA 93460,ACTIVE,Census,-120.09335,34.603058000000004
240,200813610291,"CHUMASH CALIFORNIA GAS STATION NO. 2, LLC",PO BOX 517  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,KENNETH PAUL KAHN,100 VIA JUANA LN SANTA YNEZ CA 93460,CANCELED,Census,-120.09335,34.603058000000004
240,201118210036,"CHUMASH CALIFORNIA GAS STATION NO. 3, LLC",PO BOX 517  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,KENNETH PAUL KAHN,100 VIA JUANA LN SANTA YNEZ CA 93460,ACTIVE,Census,-121.58123,37.013447
240,201328410122,"CITY GILROY GAS STATION, LLC",700 1ST ST  GILROY CA 95020,700 1ST ST  GILROY CA 95020,700 1ST ST  GILROY CA 95020,MADISON N NGUYEN,152 NORTH THIRD ST STE 800 SAN JOSE CA 95112,ACTIVE,Census,-88.067276,42.256695
240,201618710302,"GAS STATION - EL CAJON, LLC",18 CHAMPIONSHIP PKWY  HAWTHORN WOODS IL 60047,18 CHAMPIONSHIP PKWY  HAWTHORN WOODS IL 60047,18 CHAMPIONSHIP PKWY  HAWTHORN WOODS IL 60047,MICHAEL BERK,4 SILVER CIR RANCHO MIRAGE CA 92270,ACTIVE,Google,-119.55439009999998,34.4134205
240,201720810619,"GAS STATION 420, LLC",3500 VIA REAL  CARPINTERIA CA 93013,3500 VIA REAL  CARPINTERIA CA 93013,3500 VIA REAL  CARPINTERIA CA 93013,JASON WILSON,3500 VIA REAL CARPINTERIA CA 93013,ACTIVE,Google,-116.5406328,33.8227771
241,C2023958,"PMDL & COMPANY, INC.",777 E TAHQUITZ CANYON #200-42  PALM SPRINGS CA 92262,777 E TAHQUITZ CANYON #200-42  PALM SPRINGS CA 92262,777 E TAHQUITZ CANYON #200-42  PALM SPRINGS CA 92262,PIERRE LEMIEUX,777 E TAHQUITZ CANYON #200-42 PALM SPRINGS CA 92262,ACTIVE,Census,-118.40243000000001,34.042244000000004
242,C0787853,"RALPH'S PHARMACY, INC.",2766 FORRESTER DR  LOS ANGELES CA 90064,,2766 FORRESTER DR  LOS ANGELES CA 90064,RALPH SWARTZ,2766 FORRESTER DR LOS ANGELES CA 90064,FTB SUSPENDED,Census,-119.81215,39.50574
244,200017810183,"AMERICA INSHAPE, LLC",,429 WEST PLUMB LANE  RENO NV 89509,429 WEST PLUMB LANE  RENO NV 89509,ALAN DANIELS,302 DONNER AVE VENTURA CA 93003,CANCELED,Census,-122.40203999999999,37.582577
244,200300710090,"INSHAPE, LLC.",,3133 FRONTERA WY STE 103  BURLINGAME CA 94010,3133 FRONTERA WY STE 103  BURLINGAME CA 94010,JUSTIN BROWN,3133 FRONTERA WY STE 103 BURLINGAME CA 94010,FTB SUSPENDED,Census,-118.14795,33.965090000000004
247,C3417083,AZTLAN CASINO RESORT AND SPA,6551 FRY ST  BELL GARDENS CA 90201,,6551 FRY ST  BELL GARDENS CA 90201,ROBERTO VALENZUELA,6551 FRY ST BELL GARDENS CA 90201,FTB SUSPENDED,Census,-117.259674,34.098022
248,C0548527,STATER BROS. MARKETS,301 SOUTH TIPPECANOE AVENUE  SAN BERNARDINO CA 92408,301 SOUTH TIPPECANOE AVENUE  SAN BERNARDINO CA 92408,301 SOUTH TIPPECANOE AVENUE  SAN BERNARDINO CA 92408,BRUCE D. VARNER,"3750 UNIVERSITY AVENUE, SUITE 610 RIVERSIDE CA 92501",ACTIVE,Google,-84.389488,33.791638
248,C0352742,STATER BROS. MARKETS,,,,,,MERGED OUT,Google,-118.42635039999999,34.040330700000005
260,C2398170,"PLAY STATION FOR CHEEKY MONKEYS, INC.",10800 W PICO BLVD STE 271  LOS ANGELES CA 90064,10800 W PICO BLVD STE 271  LOS ANGELES CA 90064,10800 W PICO BLVD STE 271  LOS ANGELES CA 90064,WALLACE ALAN HARVEY,10800 W PICO BLVD STE 271 LOS ANGELES CA 90064,SOS/FTB SUSPENDED,Census,-123.48295,39.687553
263,201827110139,GEIGER'S LONG VALLEY MARKET LLC,44951 US HWY 101  LAYTONVILLE CA 95454,44951 US HWY 101  LAYTONVILLE CA 95454,44951 US HWY 101  LAYTONVILLE CA 95454,MICHAEL  BRAUGHT,44951 US HWY 101 LAYTONVILLE CA 95454,ACTIVE,Census,-114.634674,32.73837
278,C1854224,"HUB LIQUOR, INC.",2118 WINTERHAVEN DRIVE  WINTERHAVEN CA 92283,2118 WINTERHAVEN DRIVE  WINTERHAVEN CA 92283,2118 WINTERHAVEN DRIVE  WINTERHAVEN CA 92283,GARY ALLEN JAMES,2118 WINTERHAVEN DRIVE WINTERHAVEN CA 92283,DISSOLVED,Census,-118.44718999999999,34.288154999999996
278,C3625835,"HUB LIQUOR, INC.",1542 SAN FERNANDO RD  SAN FERNANDO CA 91340,1542 SAN FERNANDO RD  SAN FERNANDO CA 91340,1542 SAN FERNANDO RD  SAN FERNANDO CA 91340,FAYAD TAKLA,1542 SAN FERNANDO RD SAN FERNANDO CA 91340,ACTIVE,Census,-118.27238999999999,34.082264
302,C3247182,"001 SMOKE SHOP, INC.","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026",ARMINE BABAYAN,750 GLENVIA ST APT 314 GLENDALE CA 91206,ACTIVE,Census,-120.956535,37.653183
302,C4183467,"1 STOP SMOKE SHOP & MORE, INC.",2221 SCENIC DR  MODESTO CA 95355,2221 SCENIC DR  MODESTO CA 95355,2221 SCENIC DR  MODESTO CA 95355,EMAD MOHSEN,3654 WHITEHAVEN AVE CERES CA 95307,ACTIVE,Census,-118.34634399999999,34.128693
302,C3506874,"101 SMOKE SHOP, INC.",3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,ARUTYUN KEPENYAN,3266 W CAHUENGA BLVD LOS ANGELES CA 90068,DISSOLVED,Google,-116.0962344,34.134685100000006
302,C2611394,"29 SMOKE SHOP, INC.","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277",ELIZABETH PRIETO,5494 MORONGO RD 29 PALMS CA 92277,DISSOLVED,Google,-117.5394298,33.9965751
302,C4121558,888 SMOKE SHOP,11722 SALVIA ST  JURUPA VALLEY CA 91752,11722 SALVIA ST  JURUPA VALLEY CA 91752,11722 SALVIA ST  JURUPA VALLEY CA 91752,SAURAB KUMAR,11722 SALVIA ST JURUPA VALLEY CA 91752,ACTIVE,Google,-118.29210479999999,34.0701703
302,C3670208,A2Z SMOKE SHOP,213 S VERMONT AVE  LOS ANGELES CA 93110,213 S VERMONT AVE  LOS ANGELES CA 90004,213 S VERMONT AVE  LOS ANGELES CA 90004,SAHAK VARDANYAN,213 S VERMONT AVE LOS ANGELES CA 90004,ACTIVE,Census,-118.25764,34.105206
302,C4121435,AA SMOKE SHOP INC,2334 FLETCHER DR  LOS ANGELES CA 90039,2334 FLETCHER DR  LOS ANGELES CA 90039,2334 FLETCHER DR  LOS ANGELES CA 90039,DAVID AVETISYAN,2334 FLETCHER DR LOS ANGELES CA 90039,ACTIVE,Census,-120.99448999999998,37.698463000000004
302,C4133996,"AA SMOKE SHOP PLUS, INC.",4213 MCHENRY AVE  MODESTO CA 95356,4213 MCHENRY AVE  MODESTO CA 95356,4213 MCHENRY AVE  MODESTO CA 95356,BASMA MUTHANA,4213 MCHENRY AVE MODESTO CA 95356,ACTIVE,Census,-117.17998,32.819953999999996
