address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
"745 N Riverside Dr, Espanola, NM, 87532",3087.0,39.0,395716.0,35.988064,-106.06087,True,Non_Exact,"745 N RIVERSIDE DR, ESPANOLA, NM, 87532",R,35.0,143273856.0,940700.0,Census,POINT (-106.06087 35.988064),True,Santa Clara,Santa Clara Pueblo
"723 St Rd 22, Pena Blanca, NM, 87041",,,2072926.0,35.5708456,-106.3382804,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-106.3382804 35.5708456),True,Cochiti,Pueblo de Cochiti
"602 W Central Blvd, Anadarko, OK, 73005",,,164684.0,35.072122,-98.2521495,True,ROOFTOP,,,,,,Google,POINT (-98.2521495 35.072122),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"45000 Pechanga Pkwy, Temecula, CA, 92592",,,7502113.0,33.4560541,-117.1067437,True,ROOFTOP,,,,,,Google,POINT (-117.1067437 33.4560541),True,Pechanga,Pechanga Reservation
"1201 W Petree Rd, Anadarko, OK, 73005",,,885338.0,35.0600779,-98.2621513,True,ROOFTOP,,,,,,Google,POINT (-98.2621513 35.0600779),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"110 E Main St, Carnegie, OK, 73015",2126.0,15.0,245873.0,35.105717,-98.600746,True,Exact,"110 E MAIN ST, CARNEGIE, OK, 73015",L,40.0,634169906.0,161800.0,Census,POINT (-98.600746 35.105717),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"904 S 4th St, Ponca City, OK, 74601",,,98736.0,36.6947847,-97.0807292,True,ROOFTOP,,,,,,Google,POINT (-97.08072919999999 36.6947847),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"412 9th St, Timber Lake, SD, 57656",,,246973.0,45.4304018,-101.0751233,True,ROOFTOP,,,,,,Google,POINT (-101.0751233 45.4304018),True,Cheyenne River,Cheyenne River Reservation
"Hwy 73 & Main St, Whiteriver, AZ, 85941",,,114161.0,33.82422879999999,-109.9790538,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-109.9790538 33.82422879999999),True,Fort Apache,Fort Apache Reservation
"63802 Us Highway 93, Ronan, MT, 59864",,,576419.0,47.5199872,-114.0964842,True,ROOFTOP,,,,,,Google,POINT (-114.0964842 47.5199872),True,Flathead,Flathead Reservation
"73430 Us Highway 2, Odanah, WI, 54861",,,3500615.0,46.59190039999999,-90.6453616,True,ROOFTOP,,,,,,Google,POINT (-90.6453616 46.59190039999999),True,Bad River,Bad River Reservation
"1610 N Riverside Dr, Espanola, NM, 87532",3087.0,39.0,949804.0,35.987972,-106.06092,True,Non_Exact,"1610 N RIVERSIDE DR, ESPANOLA, NM, 87532",L,35.0,143273856.0,940700.0,Census,POINT (-106.06092 35.987972),True,Santa Clara,Santa Clara Pueblo
"2415 N Main St, Miami, OK, 74354",,,1535730.0,36.90421420000001,-94.8789696,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-94.8789696 36.90421420000001),True,Miami/Peoria,Miami/Peoria joint-use OTSA
"4915 N Pima Rd, Scottsdale, AZ, 85251",1079.0,13.0,539066.0,33.509003,-111.89158,True,Exact,"4915 PIMA RD, SCOTTSDALE, AZ, 85251",R,4.0,128780425.0,941300.0,Census,POINT (-111.89158 33.509003),True,Salt River,Salt River Reservation
"401 W Sd Highway 46, Wagner, SD, 57380",1006.0,23.0,80369.0,43.081646,-98.29793,True,Exact,"401 STATE HWY 46, WAGNER, SD, 57380",L,46.0,174525759.0,940300.0,Census,POINT (-98.29792999999999 43.081646),True,Yankton,Yankton Reservation
"960 S Camino Del Pueblo, Bernalillo, NM, 87004",,,472765.0,35.30147260000001,-106.5501315,True,ROOFTOP,,,,,,Google,POINT (-106.5501315 35.30147260000001),True,Sandia,Sandia Pueblo
"201 N Main St, Fairfax, OK, 74637",,,1790182.0,36.5721547,-96.7043324,True,ROOFTOP,,,,,,Google,POINT (-96.7043324 36.5721547),True,Osage,Osage Reservation
"17 S Main St, Parshall, ND, 58770",1155.0,61.0,246362.0,47.95122,-102.13344,True,Exact,"17 MAIN ST, PARSHALL, ND, 58770",L,38.0,200599142.0,940300.0,Census,POINT (-102.13344 47.95122),True,Fort Berthold,Fort Berthold Reservation
"40774 Mt Highway 35, Polson, MT, 59860",4068.0,47.0,451606.0,47.689133,-114.11873,True,Exact,"40774 HWY 35, POLSON, MT, 59860",L,30.0,642127970.0,940301.0,Census,POINT (-114.11873 47.689133),True,Flathead,Flathead Reservation
"116 N Main St, Saint Ignatius, MT, 59865",,,81473.0,47.319271,-114.0962309,True,ROOFTOP,,,,,,Google,POINT (-114.0962309 47.319271),True,Flathead,Flathead Reservation
"381 E Makaala St, Hilo, HI, 96720",,,3890568.0,19.7006939,-155.0606425,True,ROOFTOP,,,,,,Google,POINT (-155.0606425 19.7006939),True,Waiakea,Waiakea Hawaiian Home Land
"545 Broad St, Salamanca, NY, 14779",6046.0,9.0,18636.0,42.15821500000001,-78.73566,True,Exact,"545 BROAD ST, SALAMANCA, NY, 14779",L,36.0,638552860.0,940300.0,Census,POINT (-78.73566 42.15821500000001),True,Allegany,Allegany Reservation
"8001 E Mckellips Rd, Scottsdale, AZ, 85257",,,1634557.0,33.4506126,-111.90842,True,ROOFTOP,,,,,,Google,POINT (-111.90842 33.4506126),True,Salt River,Salt River Reservation
"9714 Hwy 95 W, Worley, ID, 83876",,,1534832.0,47.4005055,-116.9172355,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-116.9172355 47.4005055),True,Coeur d'Alene,Coeur d'Alene Reservation
"201 W Bennett Ave, Martin, SD, 57551",,,7013131.0,43.1724232,-101.7321408,True,ROOFTOP,,,,,,Google,POINT (-101.7321408 43.1724232),True,Pine Ridge,Pine Ridge Reservation
"47021 W Farrell Rd, Maricopa, AZ, 85139",,,1831351.0,33.028630699999994,-112.0727876,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-112.0727876 33.02863069999999),True,Maricopa (Ak Chin),Maricopa (Ak Chin) Indian Reservation
"520 S Riverside Dr, Espanola, NM, 87532",3082.0,39.0,472737.0,35.988033,-106.06303,True,Exact,"520 RIVERSIDE DR, ESPANOLA, NM, 87532",L,35.0,640287826.0,940700.0,Census,POINT (-106.06303 35.988033),True,Santa Clara,Santa Clara Pueblo
"190 Chiricahua Plaza, Mescalero, NM, 88340",2095.0,35.0,1668108.0,33.15652,-105.77726,True,Exact,"190 CHIRICAHUA PLZ, MESCALERO, NM, 88340",L,35.0,132364042.0,940000.0,Census,POINT (-105.77726 33.15652),True,Mescalero,Mescalero Reservation
"13 N Main St, Kooskia, ID, 83539",,,293797.0,46.1408714,-115.9785993,True,ROOFTOP,,,,,,Google,POINT (-115.9785993 46.1408714),True,Nez Perce,Nez Perce Reservation
"2005 N 14th St Ste 110, Ponca City, OK, 74601",1000.0,71.0,515279.0,36.726288,-97.06721,True,Non_Exact,"2005 N 14TH ST, PONCA CITY, OK, 74601",R,40.0,115892347.0,202.0,Census,POINT (-97.06721 36.726288),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"56609 Mt Highway 212, Charlo, MT, 59824",4187.0,47.0,437985.0,47.43871,-114.17232,True,Non_Exact,"56609 STATE HWY 212, CHARLO, MT, 59824",L,30.0,206877414.0,940600.0,Census,POINT (-114.17232 47.43871),True,Flathead,Flathead Reservation
"101 Central Ave, Salamanca, NY, 14779",3014.0,9.0,1535163.0,42.16064,-78.695915,True,Exact,"101 CENTRAL AVE, SALAMANCA, NY, 14779",L,36.0,122025267.0,940300.0,Census,POINT (-78.695915 42.16064),True,Allegany,Allegany Reservation
"730 Broad St, Salamanca, NY, 14779",6005.0,9.0,1535160.0,42.159367,-78.7431,True,Exact,"730 BROAD ST, SALAMANCA, NY, 14779",L,36.0,122063988.0,940300.0,Census,POINT (-78.7431 42.159367),True,Allegany,Allegany Reservation
"1115 S Mohave Ave, Parker, AZ, 85344",,,7425188.0,34.1472519,-114.2931677,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-114.2931677 34.1472519),True,Colorado River,Colorado River Indian Reservation
"28645 Airport Rd, Parker, AZ, 85344",,,7425197.0,34.154272,-114.272461,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-114.272461 34.154272),True,Colorado River,Colorado River Indian Reservation
"721 Broad & Center St, Salamanca, NY, 14779",,,1535158.0,42.158835,-78.742351,True,ROOFTOP,,,,,,Google,POINT (-78.742351 42.158835),True,Allegany,Allegany Reservation
"1800 Golden Acorn Way, Campo, CA, 91906",,,2225946.0,32.7022714,-116.3548239,True,ROOFTOP,,,,,,Google,POINT (-116.3548239 32.7022714),True,Campo,Campo Indian Reservation
"19380 Tuolumne Rd N, Tuolumne, CA, 95379",,,3950781.0,37.9712768,-120.239033,True,ROOFTOP,,,,,,Google,POINT (-120.239033 37.9712768),True,Tuolumne,Tuolumne Rancheria
"615 E Central Blvd, Anadarko, OK, 73005",,,638035.0,35.072871500000005,-98.2341754,True,ROOFTOP,,,,,,Google,POINT (-98.2341754 35.07287150000001),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"4001 N Pima Rd, Scottsdale, AZ, 85251",,,630795.0,33.494538899999995,-111.8911071,True,ROOFTOP,,,,,,Google,POINT (-111.8911071 33.49453889999999),True,Salt River,Salt River Reservation
"12500 Hwy 96, Hoopa, CA, 95546",,,1419039.0,41.0627223,-123.6870819,True,ROOFTOP,,,,,,Google,POINT (-123.6870819 41.0627223),True,Hoopa Valley,Hoopa Valley Reservation
"9030 E Talking Stick Way, Scottsdale, AZ, 85250",,,7592423.0,33.5385703,-111.8871517,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-111.8871517 33.5385703),True,Salt River,Salt River Reservation
"7001 W Sundust Rd, Chandler, AZ, 85226",,,1907442.0,33.2793413,-111.9624004,True,ROOFTOP,,,,,,Google,POINT (-111.9624004 33.2793413),True,Gila River,Gila River Indian Reservation
"4231 W Riggs Rd, Chandler, AZ, 85248",,,7547648.0,33.2187088,-111.914989,True,ROOFTOP,,,,,,Google,POINT (-111.914989 33.2187088),True,Gila River,Gila River Indian Reservation
"34323 Valley Center Rd, Valley Center, CA, 92082",,,1421327.0,33.277917800000004,-116.9531849,True,ROOFTOP,,,,,,Google,POINT (-116.9531849 33.2779178),True,Rincon,Rincon Reservation
"8823 E Chaparral Rd, Scottsdale, AZ, 85250",1077.0,13.0,1532027.0,33.509384000000004,-111.887985,True,Non_Exact,"8823 E CHAPARRAL RD, SCOTTSDALE, AZ, 85250",R,4.0,128969284.0,941300.0,Census,POINT (-111.887985 33.509384),True,Salt River,Salt River Reservation
"27002 Hwy 395, Alturas, CA, 96101",,,7504706.0,41.5332396,-120.4657353,True,ROOFTOP,,,,,,Google,POINT (-120.4657353 41.5332396),True,XL Ranch,XL Ranch Rancheria
"1601 N Beeline Hwy, Scottsdale, AZ, 85256",4090.0,13.0,682394.0,33.46652,-111.8432,True,Non_Exact,"1601 N BEELINE HWY, SCOTTSDALE, AZ, 85256",L,4.0,243919426.0,941300.0,Census,POINT (-111.8432 33.46652),True,Salt River,Salt River Reservation
"20 E State Route 260, Camp Verde, AZ, 86322",,,1527733.0,34.5552773,-111.8535515,True,ROOFTOP,,,,,,Google,POINT (-111.8535515 34.5552773),True,Yavapai-Apache Nation,Yavapai-Apache Nation Reservation
"216 W Riverside Dr, Parker, AZ, 85344",2038.0,12.0,682396.0,34.15381,-114.281,True,Exact,"216 RIVERSIDE DR, PARKER, AZ, 85344",L,4.0,129736030.0,940200.0,Census,POINT (-114.281 34.15381),True,Colorado River,Colorado River Indian Reservation
"9211 E Via De Ventura, Scottsdale, AZ, 85258",,,1944897.0,33.553079,-111.8821977,True,ROOFTOP,,,,,,Google,POINT (-111.8821977 33.553079),True,Salt River,Salt River Reservation
"379 Martin Rd, Akron, NY, 14001",1020.0,37.0,1816555.0,43.054234,-78.45129399999998,True,Exact,"379 MARTIN RD, AKRON, NY, 14001",L,36.0,635581050.0,940100.0,Census,POINT (-78.45129399999998 43.054234),True,Tonawanda,Tonawanda Reservation
"509 Old Abe Rd, Lac du Flambeau, WI, 54538",1258.0,125.0,2193389.0,45.97314,-89.89256999999998,True,Non_Exact,"509 OLD ABE RD, LAC DU FLAMBEAU, WI, 54538",R,55.0,165546012.0,940000.0,Census,POINT (-89.89256999999998 45.97314),True,Lac du Flambeau,Lac du Flambeau Reservation
"2407 N Main St, Miami, OK, 74354",,,1730193.0,36.9040438,-94.8779957,True,ROOFTOP,,,,,,Google,POINT (-94.8779957 36.9040438),True,Miami/Peoria,Miami/Peoria joint-use OTSA
"Hwy 212, Ridgeview, SD, 57652",,,2227325.0,45.0859744,-100.8030182,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-100.8030182 45.0859744),True,Cheyenne River,Cheyenne River Reservation
"1516 S California Ave, Parker, AZ, 85344",1111.0,12.0,302671.0,34.145206,-114.28597,True,Non_Exact,"1516 S CALIFORNIA AVE, PARKER, AZ, 85344",L,4.0,129602995.0,940200.0,Census,POINT (-114.28597 34.145206),True,Colorado River,Colorado River Indian Reservation
"5139 W Wildhorse Pass Blvd, Chandler, AZ, 85226",,,3692310.0,33.2775009,-111.9703209,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-111.9703209 33.2775009),True,Gila River,Gila River Indian Reservation
"150435 Rio Vista Dr, Earp, CA, 92242",,,3611539.0,34.128595000000004,-114.3689388,True,ROOFTOP,,,,,,Google,POINT (-114.3689388 34.128595),True,Colorado River,Colorado River Indian Reservation
"125 Ehlers Way, Klamath, CA, 95548",,,1912668.0,41.5310847,-124.0406708,True,ROOFTOP,,,,,,Google,POINT (-124.0406708 41.5310847),True,Yurok,Yurok Reservation
"Hwy 225, Owyhee, NV, 89832",,,1991650.0,41.9429842,-116.0966133,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-116.0966133 41.9429842),True,Duck Valley,Duck Valley Reservation
"33740 Valley Center Rd, Valley Center, CA, 92082",1041.0,73.0,7003852.0,33.26443,-116.9539,True,Exact,"33740 VALLEY CENTER RD, VALLEY CENTER, CA, 92082",R,6.0,612880055.0,19106.0,Census,POINT (-116.9539 33.26443),True,Rincon,Rincon Reservation
"3095 State Highway 86, Thermal, CA, 92274",,,1901310.0,33.3524197,-116.0195459,True,ROOFTOP,,,,,,Google,POINT (-116.0195459 33.3524197),True,Torres-Martinez,Torres-Martinez Reservation
"101 Main St, Pine Ridge, SD, 57770",,,1829597.0,43.0214745,-102.5697005,True,ROOFTOP,,,,,,Google,POINT (-102.5697005 43.0214745),True,Pine Ridge,Pine Ridge Reservation
"1100 S California Ave, Parker, AZ, 85344",1037.0,12.0,634849.0,34.149303,-114.2885,True,Non_Exact,"1100 S CALIFORNIA AVE, PARKER, AZ, 85344",L,4.0,129602912.0,940200.0,Census,POINT (-114.2885 34.149303),True,Colorado River,Colorado River Indian Reservation
"2577 W Casa Blanca Rd, Bapchule, AZ, 85121",,,692936.0,33.1177429,-111.8562055,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-111.8562055 33.1177429),True,Gila River,Gila River Indian Reservation
"435 Goddard St, Ignacio, CO, 81137",,,222042.0,37.1169908,-107.6333038,True,ROOFTOP,,,,,,Google,POINT (-107.6333038 37.1169908),True,Southern Ute,Southern Ute Reservation
"425 State Route 37, Hogansburg, NY, 13655",,,1833658.0,44.979068700000006,-74.6836813,True,ROOFTOP,,,,,,Google,POINT (-74.6836813 44.97906870000001),True,St. Regis Mohawk,St. Regis Mohawk Reservation
"5 Hwy 70, San Carlos, AZ, 85550",,,1538296.0,33.3583419,-110.6687553,True,ROOFTOP,,,,,,Google,POINT (-110.6687553 33.3583419),True,San Carlos,San Carlos Reservation
"2 N Pipe Springs Rd, Fredonia, AZ, 86022",,,1529331.0,36.8974199,-112.7494456,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-112.7494456 36.8974199),True,Kaibab,Kaibab Indian Reservation
"10180 N Fort Mcdowell Rd, Fort McDowell, AZ, 85264",1055.0,13.0,689942.0,33.579426,-111.67772,True,Non_Exact,"10180 N FORT MCDOWELL RD, FORT MCDOWELL, AZ, 85264",L,4.0,642857910.0,941200.0,Census,POINT (-111.67772 33.579426),True,Fort McDowell Yavapai Nation,Fort McDowell Yavapai Nation Reservation
"2293 Saunders Settlement Rd, Sanborn, NY, 14132",2007.0,63.0,1915361.0,43.143238,-78.922775,True,Exact,"2293 SAUNDERS SETTLEMENT RD, SANBORN, NY, 14132",L,36.0,48688073.0,940001.0,Census,POINT (-78.922775 43.143238),True,Tuscarora Nation,Tuscarora Nation Reservation
"5126 Garlow Rd, Lewiston, NY, 14092",1005.0,63.0,1469436.0,43.164436,-78.98357,True,Exact,"5126 GARLOW RD, LEWISTON, NY, 14092",R,36.0,48694335.0,940001.0,Census,POINT (-78.98357 43.164436),True,Tuscarora Nation,Tuscarora Nation Reservation
"320 E Bluewater Dr, Parker, AZ, 85344",1071.0,12.0,7415229.0,34.164159999999995,-114.28962,True,Exact,"320 BLUEWATER DR, PARKER, AZ, 85344",L,4.0,129602678.0,940300.0,Census,POINT (-114.28962 34.16416),True,Colorado River,Colorado River Indian Reservation
"Hwy 73, Whiteriver, AZ, 85941",,,1825334.0,33.8370182,-109.9645749,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-109.9645749 33.8370182),True,Fort Apache,Fort Apache Reservation
"650 Buck Hwy, Bayfield, CO, 81122",3039.0,67.0,638391.0,37.12931,-107.62373999999998,True,Exact,"650 BUCK HWY, BAYFIELD, CO, 81122",R,8.0,91729176.0,940300.0,Census,POINT (-107.62374 37.12931),True,Southern Ute,Southern Ute Reservation
"2323 Saunders Settlement Rd, Sanborn, NY, 14132",2007.0,63.0,7391394.0,43.143253,-78.92184,True,Exact,"2323 SAUNDERS SETTLEMENT RD, SANBORN, NY, 14132",L,36.0,48688073.0,940001.0,Census,POINT (-78.92184 43.143253),True,Tuscarora Nation,Tuscarora Nation Reservation
"921 S California Ave, Parker, AZ, 85344",2146.0,12.0,2153665.0,34.151077,-114.28958,True,Non_Exact,"921 S CALIFORNIA AVE, PARKER, AZ, 85344",R,4.0,129736081.0,940200.0,Census,POINT (-114.28958 34.151077),True,Colorado River,Colorado River Indian Reservation
"1555 Hwy 69, Prescott, AZ, 86301",2099.0,25.0,687326.0,34.548252000000005,-112.445595,True,Non_Exact,"1555 STATE RTE 69, PRESCOTT, AZ, 86301",R,4.0,608169920.0,500.0,Census,POINT (-112.445595 34.54825200000001),True,Yavapai-Prescott,Yavapai-Prescott Reservation
"15126 S Avenue B, Somerton, AZ, 85350",,,699785.0,32.6107858,-114.6499024,True,ROOFTOP,,,,,,Google,POINT (-114.6499024 32.6107858),True,Cocopah,Cocopah Reservation
"11979 S Western Blvd, Irving, NY, 14081",,,675797.0,42.5689047,-79.1021868,True,ROOFTOP,,,,,,Google,POINT (-79.1021868 42.5689047),True,Cattaraugus,Cattaraugus Reservation
"604 E Prospect Ave, Ponca City, OK, 74601",,,2770322.0,36.7383019,-97.0765474,True,ROOFTOP,,,,,,Google,POINT (-97.0765474 36.7383019),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"2635 Barham Ave, Corning, CA, 96021",3031.0,103.0,2033164.0,39.875286,-122.20064,True,Exact,"2635 BARHAM AVE, CORNING, CA, 96021",L,6.0,119421171.0,1100.0,Census,POINT (-122.20064 39.875286),True,Paskenta,Paskenta Rancheria
"221 S Cooley Rd, Cibecue, AZ, 85911",,,1831607.0,34.0168672,-110.4792654,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-110.4792654 34.0168672),True,Fort Apache,Fort Apache Reservation
"11359 Route 20, Irving, NY, 14081",,,1497556.0,42.571851,-79.0939297,True,ROOFTOP,,,,,,Google,POINT (-79.0939297 42.571851),True,Cattaraugus,Cattaraugus Reservation
"1001 S Fiesta Ave, Parker, AZ, 85344",1005.0,12.0,277447.0,34.15191,-114.28513999999998,True,Non_Exact,"1001 S FIESTA AVE, PARKER, AZ, 85344",R,4.0,129602847.0,940200.0,Census,POINT (-114.28514 34.15191),True,Colorado River,Colorado River Indian Reservation
"84051 Indio Blvd, Indio, CA, 92201",2057.0,65.0,647034.0,33.707157,-116.19777,True,Exact,"84051 INDIO BLVD, INDIO, CA, 92201",R,6.0,613818956.0,940400.0,Census,POINT (-116.19777 33.707157),True,Cabazon,Cabazon Reservation
"824 Main St & C St, Timber Lake, SD, 57656",,,685542.0,45.4302184,-101.0738909,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-101.0738909 45.4302184),True,Cheyenne River,Cheyenne River Reservation
"Hwy 96, Hoopa, CA, 95546",,,7543122.0,41.049729600000006,-123.67431609999998,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-123.6743161 41.04972960000001),True,Hoopa Valley,Hoopa Valley Reservation
"25 Browns Rd, Alpine, CA, 91901",1088.0,73.0,1753608.0,32.84873,-116.683395,True,Exact,"25 BROWNS RD, ALPINE, CA, 91901",L,6.0,195338374.0,21202.0,Census,POINT (-116.683395 32.84873),True,Viejas,Viejas Reservation
"2 N Chief Ave, Whiteriver, AZ, 85941",1042.0,17.0,700033.0,33.833088000000004,-109.965454,True,Exact,"2 CHIEF AVE, WHITERIVER, AZ, 85941",R,4.0,172689152.0,940302.0,Census,POINT (-109.965454 33.833088),True,Fort Apache,Fort Apache Reservation
"1115 E Prospect Ave, Ponca City, OK, 74601",2001.0,71.0,1522862.0,36.73857,-97.0723,True,Non_Exact,"1115 E PROSPECT AVE, PONCA CITY, OK, 74601",R,40.0,115894035.0,202.0,Census,POINT (-97.0723 36.73857),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"53 Co Rd 982, Arboles, CO, 81121",1131.0,7.0,996182.0,37.0235,-107.41468,True,Exact,"53 CO RD 982, ARBOLES, CO, 81121",L,8.0,127324702.0,940400.0,Census,POINT (-107.41468 37.0235),True,Southern Ute,Southern Ute Reservation
"616 W Riverside Dr, Parker, AZ, 85344",,,1441650.0,34.1523577,-114.286036,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-114.286036 34.1523577),True,Colorado River,Colorado River Indian Reservation
"1 Main St, Whiteriver, AZ, 85941",,,619570.0,33.82422879999999,-109.9790538,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-109.9790538 33.82422879999999),True,Fort Apache,Fort Apache Reservation
"60 Coyote Valley Blvd, Redwood Valley, CA, 95470",,,7458245.0,39.255978000000006,-123.2136095,True,ROOFTOP,,,,,,Google,POINT (-123.2136095 39.25597800000001),True,Coyote Valley,Coyote Valley Reservation
"US Hwy 70, Peridot, AZ, 85542",,,619575.0,33.298134999999995,-110.4741006,True,ROOFTOP,,,,,,Google,POINT (-110.4741006 33.29813499999999),True,San Carlos,San Carlos Reservation
"2442 W Perimeter Rd, Steamburg, NY, 14783",,,1852695.0,42.1007948,-78.8938793,True,ROOFTOP,,,,,,Google,POINT (-78.89387929999999 42.1007948),True,Allegany,Allegany Reservation
"2750 N Sierra Hwy, Bishop, CA, 93514",,,1597174.0,37.37557260000001,-118.42726709999998,True,ROOFTOP,,,,,,Google,POINT (-118.4272671 37.37557260000001),True,Bishop,Bishop Reservation
"6731 Route 417, Kill Buck, NY, 14748",1001.0,9.0,1626561.0,42.157757,-78.67843,True,Non_Exact,"6731 STATE RTE 417, KILL BUCK, NY, 14748",L,36.0,640544731.0,940300.0,Census,POINT (-78.67843000000001 42.157757),True,Allegany,Allegany Reservation
"1054C Barona Rd, Lakeside, CA, 92040",1054.0,73.0,1430931.0,32.935066,-116.86834,True,Exact,"1054 BARONA RD, LAKESIDE, CA, 92040",L,6.0,195332185.0,16902.0,Census,POINT (-116.86834 32.935066),True,Barona,Barona Reservation
"17197 S 51st Ave, Laveen, AZ, 85339",,,1538385.0,33.2908721,-112.16827240000002,True,ROOFTOP,,,,,,Google,POINT (-112.1682724 33.2908721),True,Gila River,Gila River Indian Reservation
"1001 S California Ave, Parker, AZ, 85344",1010.0,12.0,931057.0,34.150227,-114.289055,True,Non_Exact,"1001 S CALIFORNIA AVE, PARKER, AZ, 85344",R,4.0,129602889.0,940200.0,Census,POINT (-114.289055 34.150227),True,Colorado River,Colorado River Indian Reservation
"5 Miles E Globe Hwy 70, San Carlos, AZ, 85550",,,3928784.0,33.3568646,-110.6673455,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-110.6673455 33.3568646),True,San Carlos,San Carlos Reservation
"3303 Riverside Dr, Parker, AZ, 85344",,,688552.0,34.1542864,-114.2800755,True,ROOFTOP,,,,,,Google,POINT (-114.2800755 34.1542864),True,Colorado River,Colorado River Indian Reservation
"183 W Pima St, Sacaton, AZ, 85147",4058.0,21.0,1576694.0,33.07936,-111.74072,True,Non_Exact,"183 E PIMA ST, SACATON, AZ, 85147",L,4.0,129311109.0,941200.0,Census,POINT (-111.74072 33.07936),True,Gila River,Gila River Indian Reservation
"88740 70th Ave, Thermal, CA, 92274",,,924794.0,33.5407221,-116.1193548,True,ROOFTOP,,,,,,Google,POINT (-116.1193548 33.5407221),True,Torres-Martinez,Torres-Martinez Reservation
"4900 Indian Hill Rd, Lewiston, NY, 14092",1001.0,63.0,7386532.0,43.176876,-78.983986,True,Exact,"4900 INDIAN HILL RD, LEWISTON, NY, 14092",L,36.0,605139021.0,940001.0,Census,POINT (-78.983986 43.176876),True,Tuscarora Nation,Tuscarora Nation Reservation
"15051 State Highway 172, Ignacio, CO, 81137",,,395299.0,37.1283331,-107.6370233,True,ROOFTOP,,,,,,Google,POINT (-107.6370233 37.1283331),True,Southern Ute,Southern Ute Reservation
"208 Main St, Polson, MT, 59860",5002.0,47.0,1596318.0,47.694263,-114.16338,True,Exact,"208 MAIN ST, POLSON, MT, 59860",L,30.0,206887757.0,940303.0,Census,POINT (-114.16338 47.694263),True,Flathead,Flathead Reservation
"414 3rd St, Kamiah, ID, 83536",,,652775.0,46.2292181,-116.0264228,True,ROOFTOP,,,,,,Google,POINT (-116.0264228 46.2292181),True,Nez Perce,Nez Perce Reservation
"10308 Hwy 89, Redlake, MN, 56671",2134.0,7.0,3894738.0,47.816067,-95.03661,True,Non_Exact,"10308 STATE HWY 89, REDLAKE, MN, 56671",R,27.0,611803734.0,940001.0,Census,POINT (-95.03661 47.816067),True,Red Lake,Red Lake Reservation
"19210 Lake Dr, Ponemah, MN, 56666",,,1745647.0,48.01992120000001,-94.9147175,True,ROOFTOP,,,,,,Google,POINT (-94.91471749999999 48.01992120000001),True,Red Lake,Red Lake Reservation
"1 E Mike Wash Rd, Towaoc, CO, 81334",,,1642554.0,37.2011294,-108.6869055,True,ROOFTOP,,,,,,Google,POINT (-108.6869055 37.2011294),True,Ute Mountain,Ute Mountain Reservation
"19075 Us Highway 75, Holton, KS, 66436",2003.0,85.0,696143.0,39.39225,-95.74091,True,Non_Exact,"19075 US HWY 75, HOLTON, KS, 66436",L,20.0,637609112.0,82800.0,Census,POINT (-95.74091 39.39225),True,Prairie Band of Potawatomi Nation,Prairie Band of Potawatomi Nation Reservation
"14685 Reservation Rd NE, Okeechobee, FL, 34974",,,1586960.0,27.0429774,-81.07032840000002,True,ROOFTOP,,,,,,Google,POINT (-81.07032840000002 27.0429774),True,Brighton,Brighton Reservation
