address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource
"9200 Eagle Ranch Rd NW, Albuquerque, NM, 87114",4000.0,1.0,1457227.0,35.180504,-106.67464,True,Exact,"9200 EAGLE RANCH RD NW, ALBUQUERQUE, NM, 87114",L,35.0,206767749.0,4723.0,Census
"60999 E 100 Rd, Miami, OK, 74354",,,754444.0,36.8708231,-94.78845109999999,True,ROOFTOP,,,,,,Google
"1 Lenox Ave, Oneida, NY, 13421",,,1539647.0,43.092653999999996,-75.6432888,True,ROOFTOP,,,,,,Google
"2416 E Stewart Ave, Las Vegas, NV, 89101",4004.0,3.0,399201.0,36.166546000000004,-115.116844,True,Non_Exact,"2416 E STEWART AVE, LAS VEGAS, NV, 89101",R,32.0,201868846.0,521.0,Census
"1009 W Pine St, Deming, NM, 88030",,,114868.0,32.2677563,-107.77005349999999,True,RANGE_INTERPOLATED,,,,,,Google
"129 S 1st Ave, Chiloquin, OR, 97624",4169.0,35.0,1472625.0,42.576077000000005,-121.86314399999999,True,Exact,"129 S 1ST AVE, CHILOQUIN, OR, 97624",R,41.0,614488440.0,970200.0,Census
"101 W Us Highway 20, Gordon, NE, 69343",,,492411.0,42.8003228,-102.2037494,True,GEOMETRIC_CENTER,,,,,,Google
"951 W Rogers Blvd, Skiatook, OK, 74070",1000.0,113.0,546372.0,36.36857,-96.013756,True,Non_Exact,"951 W ROGERS BLVD, SKIATOOK, OK, 74070",R,40.0,82383262.0,940010.0,Census
"1318 Columbus Rd, Deming, NM, 88030",,,114870.0,32.255682799999995,-107.75166609999998,True,ROOFTOP,,,,,,Google
"844 New Mexico 333, Tijeras, NM, 87059",1016.0,1.0,904400.0,35.10779,-106.33693999999998,True,Exact,"844 STATE HWY 333, TIJERAS, NM, 87059",R,35.0,636709264.0,3806.0,Census
"306 E Pine St, Deming, NM, 88030",,,114872.0,32.2685112,-107.7556173,True,ROOFTOP,,,,,,Google
"308 Main St, Ralston, OK, 74650",1164.0,117.0,643931.0,36.503966999999996,-96.73424,True,Exact,"308 MAIN ST, RALSTON, OK, 74650",R,40.0,166324442.0,957400.0,Census
"712 W Highway 64, Morrison, OK, 73061",2182.0,103.0,322932.0,36.293762,-97.014465,True,Non_Exact,"712 US HWY 64, MORRISON, OK, 73061",L,40.0,635760340.0,956600.0,Census
"220 Hwy 20 W, Rushville, NE, 69360",,,515614.0,42.718118100000005,-102.4654115,True,RANGE_INTERPOLATED,,,,,,Google
"933 Woodside Dr, Carson City, NV, 89701",1000.0,510.0,935145.0,39.169044,-119.72535,True,Exact,"933 WOODSIDE DR, CARSON CITY, NV, 89701",L,32.0,199524563.0,1001.0,Census
"105 Us Highway 50 E, Dayton, NV, 89403",,,935142.0,39.23743820000001,-119.5898268,True,ROOFTOP,,,,,,Google
"3215 Isleta Blvd SW, Albuquerque, NM, 87105",,,515852.0,35.0297192,-106.6803685,True,ROOFTOP,,,,,,Google
"183 W Main St, Allegany, NY, 14706",,,414937.0,42.0939936,-78.50023540000001,True,ROOFTOP,,,,,,Google
"412 Spruce Ave, Barnsdall, OK, 74002",,,1431069.0,36.5572924,-96.1607915,True,ROOFTOP,,,,,,Google
"2500 N Milt Phillips Ave, Seminole, OK, 74868",,,476187.0,35.245578,-96.6704735,True,ROOFTOP,,,,,,Google
"386 S Main St, Massena, NY, 13662",5000.0,89.0,678815.0,44.919990000000006,-74.88936,True,Exact,"386 MAIN ST, MASSENA, NY, 13662",L,36.0,155155632.0,490200.0,Census
"860 Heckle Blvd Ste 100, Rock Hill, SC, 29730",1009.0,91.0,696223.0,34.9315,-81.05789,True,Exact,"860 HECKLE BLVD, ROCK HILL, SC, 29730",R,45.0,19818734.0,60502.0,Census
"102 1st St, Verden, OK, 73092",2191.0,51.0,950302.0,35.083393,-98.0856,True,Exact,"102 1ST ST, VERDEN, OK, 73092",L,40.0,15209231.0,600.0,Census
"3745 Corrales Rd, Corrales, NM, 87048",1068.0,43.0,515851.0,35.217853999999996,-106.62305500000001,True,Exact,"3745 CORRALES RD, CORRALES, NM, 87048",L,35.0,194029486.0,10601.0,Census
"8484 Alleghany Rd, Corfu, NY, 14036",5005.0,37.0,973647.0,43.00104,-78.405846,True,Exact,"8484 ALLEGHANY RD, CORFU, NY, 14036",R,36.0,48150730.0,950300.0,Census
"3213 Bret Clodfelter Way, The Dalles, OR, 97058",1030.0,65.0,651552.0,45.60387,-121.13807,True,Exact,"3213 BRET CLODFELTER WAY, THE DALLES, OR, 97058",L,41.0,611139703.0,970100.0,Census
"4169 Rte 9 E, Cuba, NM, 87013",,,7475575.0,35.892247,-107.7032653,True,RANGE_INTERPOLATED,,,,,,Google
"1600 W Wekiwa Rd, Sand Springs, OK, 74063",,,3584984.0,36.1408146,-96.13666140000001,True,ROOFTOP,,,,,,Google
"11971 Lake Rd, Sperry, OK, 74073",,,7513917.0,36.325126399999995,-96.09393309999999,True,ROOFTOP,,,,,,Google
"427 Main St, Klamath Falls, OR, 97601",,,7452673.0,42.2239733,-121.7838459,True,ROOFTOP,,,,,,Google
"1401 Coors Blvd NW, Albuquerque, NM, 87121",3005.0,1.0,801536.0,35.100640000000006,-106.70703,True,Exact,"1401 COORS BLVD NW, ALBUQUERQUE, NM, 87121",L,35.0,206699570.0,4741.0,Census
"802 E Main St, Klamath Falls, OR, 97601",,,1472617.0,42.2218984,-121.76539469999999,True,ROOFTOP,,,,,,Google
"2301 N Mlk Jr Blvd, Tulsa, OK, 74106",,,7598043.0,36.1869421,-95.99351899999999,True,RANGE_INTERPOLATED,,,,,,Google
"1102 N Carson St, Carson City, NV, 89701",,,799117.0,39.1706815,-119.7675983,True,ROOFTOP,,,,,,Google
"47 Alleghany Rd, Corfu, NY, 14036",5044.0,37.0,675551.0,42.959003,-78.405815,True,Exact,"47 ALLEGHANY RD, CORFU, NY, 14036",L,36.0,48146468.0,950300.0,Census
"130 Soco Rd, Maggie Valley, NC, 28751",2122.0,87.0,1440801.0,35.521656,-83.03092,True,Exact,"130 SOCO RD, MAGGIE VALLEY, NC, 28751",L,37.0,632701761.0,920700.0,Census
"2914 W Cheyenne, North Las Vegas, NV, 89030",,,951640.0,36.2182032,-115.1799767,True,ROOFTOP,,,,,,Google
"705 S Empire Blvd, Coos Bay, OR, 97420",2034.0,11.0,694050.0,43.353590000000004,-124.205956,True,Non_Exact,"705 EMPIRE AVE, COOS BAY, OR, 97420",L,41.0,136987127.0,700.0,Census
"3730 Cerrillos Rd, Santa Fe, NM, 87507",2003.0,49.0,935134.0,35.645934999999994,-106.006775,True,Exact,"3730 CERRILLOS RD, SANTA FE, NM, 87507",L,35.0,638144324.0,1106.0,Census
"17401 Us 550, Aztec, NM, 87410",2005.0,45.0,713916.0,36.998154,-107.86968999999999,True,Non_Exact,"17401 US HWY 550, AZTEC, NM, 87410",L,35.0,638607737.0,611.0,Census
"1901 N 14th St, Ponca City, OK, 74601",1000.0,71.0,413859.0,36.724194,-97.06723000000001,True,Non_Exact,"1901 N 14TH ST, PONCA CITY, OK, 74601",R,40.0,115892400.0,202.0,Census
"5350 N Highway 97, Klamath Falls, OR, 97601",1113.0,35.0,5547653.0,42.275074,-121.81166999999999,True,Non_Exact,"5350 US HWY 97, KLAMATH FALLS, OR, 97601",L,41.0,156699515.0,971000.0,Census
"903 N Pecos Rd, Las Vegas, NV, 89101",2000.0,3.0,399425.0,36.181126,-115.098274,True,Non_Exact,"903 N PECOS RD, LAS VEGAS, NV, 89101",L,32.0,201868737.0,526.0,Census
"1415 Fremont St, Las Vegas, NV, 89101",1005.0,3.0,399428.0,36.164745,-115.13016499999999,True,Exact,"1415 FREMONT ST, LAS VEGAS, NV, 89101",L,32.0,201867874.0,600.0,Census
"12996 Main Rd, Akron, NY, 14001",3016.0,29.0,497095.0,42.997753,-78.503136,True,Exact,"12996 MAIN RD, AKRON, NY, 14001",L,36.0,48313756.0,14803.0,Census
"11200 E Highway 11, Kaw City, OK, 74641",,,7408702.0,36.766000899999995,-96.8823569,True,ROOFTOP,,,,,,Google
"3163 Charles Page Blvd, Tulsa, OK, 74127",1040.0,143.0,330307.0,36.150787,-96.02871999999999,True,Exact,"3163 CHARLES PAGE BLVD, TULSA, OK, 74127",R,40.0,640452158.0,2700.0,Census
"371 Main St, Massena, NY, 13662",4014.0,89.0,1826847.0,44.919678000000005,-74.88924399999999,True,Exact,"371 MAIN ST, MASSENA, NY, 13662",R,36.0,155155642.0,490300.0,Census
"899 D St, Coos Bay, OR, 97420",2003.0,11.0,744858.0,43.36465,-124.19006999999999,True,Exact,"899 D ST, COOS BAY, OR, 97420",L,41.0,137007910.0,800.0,Census
"1419 Main St SW, Los Lunas, NM, 87031",1000.0,61.0,3779837.0,34.81429,-106.75202,True,Non_Exact,"1419 MAIN ST NW, LOS LUNAS, NM, 87031",R,35.0,179327525.0,970404.0,Census
"1434 Southwest Blvd, Coos Bay, OR, 97420",7001.0,11.0,744854.0,43.35185,-124.2242,True,Exact,"1434 SOUTHWEST BLVD, COOS BAY, OR, 97420",R,41.0,136987170.0,700.0,Census
"10330 N 68th West Ave, Sperry, OK, 74073",,,1941619.0,36.303902,-96.068,True,ROOFTOP,,,,,,Google
"203 W South St, Newkirk, OK, 74647",2276.0,71.0,322919.0,36.875834999999995,-97.05525,True,Non_Exact,"203 W SOUTH ST, NEWKIRK, OK, 74647",L,40.0,612801639.0,1200.0,Census
"301 Fremont St, Las Vegas, NV, 89101",2004.0,3.0,1902042.0,36.169445,-115.14112,True,Exact,"301 FREMONT ST, LAS VEGAS, NV, 89101",R,32.0,201867512.0,700.0,Census
"1201 Division St, Klamath Falls, OR, 97601",4000.0,35.0,1472606.0,42.218456,-121.7617,True,Exact,"1201 DIVISION ST, KLAMATH FALLS, OR, 97601",R,41.0,156657757.0,971600.0,Census
"30 Almond Rd, Yerington, NV, 89447",,,652683.0,39.035204,-119.04680400000001,True,ROOFTOP,,,,,,Google
"3825 Columbus Rd SE, Deming, NM, 88030",2105.0,29.0,961887.0,32.227684,-107.75133000000001,True,Non_Exact,"3825 COLUMBUS RD, DEMING, NM, 88030",R,35.0,201345145.0,100.0,Census
"2088 Route 219, Limestone, NY, 14753",,,7441576.0,42.090279100000004,-78.6289278,True,ROOFTOP,,,,,,Google
"514 Old Coors Dr SW, Albuquerque, NM, 87121",,,695130.0,35.078481,-106.6968631,True,ROOFTOP,,,,,,Google
"200 N Main St, Fairfax, OK, 74637",,,628339.0,36.572298700000005,-96.7039796,True,ROOFTOP,,,,,,Google
"6374 Hwy 550, Cuba, NM, 87013",,,477479.0,36.015403000000006,-106.96259099999999,True,ROOFTOP,,,,,,Google
"1651 State Route 88, Minden, NV, 89423",2020.0,5.0,4034187.0,38.956253000000004,-119.779335,True,Exact,"1651 STATE RTE 88, MINDEN, NV, 89423",R,32.0,173744915.0,1400.0,Census
"35999 Highway 9 E, Seminole, OK, 74868",,,4039636.0,35.24673189999999,-96.6005043,True,ROOFTOP,,,,,,Google
"240 Mountain View Dr, Saint Ignatius, MT, 59865",,,1514572.0,47.3211357,-114.09952630000001,True,ROOFTOP,,,,,,Google
"395 S Maine St, Fallon, NV, 89406",,,1586645.0,39.471497899999996,-118.7768465,True,ROOFTOP,,,,,,Google
"825 Commerce Center Dr, Fernley, NV, 89408",2006.0,19.0,1776070.0,39.6186,-119.26763999999999,True,Exact,"825 COMMERCE CENTER DR, FERNLEY, NV, 89408",R,32.0,605225207.0,960101.0,Census
"Allegany State Park & Rte 1, Salamanca, NY, 14779",,,7418979.0,42.146669,-78.723203,True,GEOMETRIC_CENTER,,,,,,Google
"6401 N Peoria Ave, Tulsa, OK, 74126",2038.0,143.0,263614.0,36.2467,-95.97553,True,Non_Exact,"6401 N PEORIA AVE, TULSA, OK, 74126",R,40.0,166435565.0,9104.0,Census
"2750 Virginia Ave, North Bend, OR, 97459",3002.0,11.0,744869.0,43.406647,-124.24888,True,Exact,"2750 VIRGINIA AVE, NORTH BEND, OR, 97459",R,41.0,640012743.0,400.0,Census
"23939 Prue Rd, Prue, OK, 74060",,,447863.0,36.2267891,-96.1987133,True,GEOMETRIC_CENTER,,,,,,Google
"759 State Route 37, Hogansburg, NY, 13655",4010.0,33.0,1834288.0,44.96921,-74.65169,True,Exact,"759 STATE RTE 37, HOGANSBURG, NY, 13655",R,36.0,173814362.0,950200.0,Census
"2506 Sherman Ave, North Bend, OR, 97459",2000.0,11.0,744867.0,43.399467,-124.22407,True,Exact,"2506 SHERMAN AVE, NORTH BEND, OR, 97459",L,41.0,136983829.0,300.0,Census
"1585 Sherman Ave, North Bend, OR, 97459",1039.0,11.0,744866.0,43.412605,-124.22401,True,Exact,"1585 SHERMAN AVE, NORTH BEND, OR, 97459",R,41.0,635014103.0,400.0,Census
"801 Ash St, Myrtle Point, OR, 97458",1436.0,11.0,744865.0,43.065414000000004,-124.13878999999999,True,Exact,"801 ASH ST, MYRTLE POINT, OR, 97458",L,41.0,136995546.0,1100.0,Census
"156 S Hwy 93, Wells, NV, 89835",,,545250.0,41.097671500000004,-114.9577979,True,ROOFTOP,,,,,,Google
"RR 2 Box 1140, Fort Cobb, OK, 73038",,,1824653.0,,,False,,,,,,,
"3505 S 4th St, Chickasha, OK, 73018",4003.0,51.0,1528734.0,35.01168,-97.93456,True,Non_Exact,"3505 S 4TH ST, CHICKASHA, OK, 73018",R,40.0,15224188.0,500.0,Census
"145 Hwy 93 N, Wells, NV, 89835",,,7497325.0,41.101082,-114.9577124,True,GEOMETRIC_CENTER,,,,,,Google
"69845 Wildwood Rd, North Bend, OR, 97459",,,744871.0,43.523634,-124.21493000000001,True,ROOFTOP,,,,,,Google
"1300 Virginia Ave, North Bend, OR, 97459",1025.0,11.0,744870.0,43.406574,-124.23038000000001,True,Exact,"1300 VIRGINIA AVE, NORTH BEND, OR, 97459",R,41.0,137053652.0,400.0,Census
"100 Lone Pine Dr, The Dalles, OR, 97058",,,631990.0,45.6038115,-121.13927,True,ROOFTOP,,,,,,Google
"5980 Alameda Blvd NE, Albuquerque, NM, 87113",2005.0,1.0,583334.0,35.1844,-106.57826999999999,True,Exact,"5980 ALAMEDA BLVD NE, ALBUQUERQUE, NM, 87113",R,35.0,639499236.0,3722.0,Census
"50 Hwy 447, Nixon, NV, 89424",,,1545057.0,39.820021000000004,-119.363505,True,ROOFTOP,,,,,,Google
"402 W Country Club Rd, Chickasha, OK, 73018",,,673111.0,35.01531370000001,-97.93553929999999,True,ROOFTOP,,,,,,Google
"309 S 49th West Ave, Tulsa, OK, 74127",3017.0,143.0,418087.0,36.152645,-96.04717,True,Non_Exact,"309 49TH W AVE S, TULSA, OK, 74127",L,40.0,166482395.0,3000.0,Census
"100 N Ochelata St, Ochelata, OK, 74051",2053.0,147.0,754424.0,36.600643,-95.97981999999999,True,Exact,"100 OCHELATA ST, OCHELATA, OK, 74051",R,40.0,18710236.0,1300.0,Census
"9400 Coors Blvd NW, Albuquerque, NM, 87114",,,583333.0,35.18613,-106.66182930000001,True,ROOFTOP,,,,,,Google
"869 State Rd 68, Alcalde, NM, 87511",,,695122.0,36.387744899999994,-105.58428810000001,True,RANGE_INTERPOLATED,,,,,,Google
"5 Us Highway 95a N, Yerington, NV, 89447",,,7595813.0,38.996626899999995,-119.18110700000001,True,GEOMETRIC_CENTER,,,,,,Google
"501 W Highland Ave, Ponca City, OK, 74601",,,161810.0,36.7100237,-97.0894721,True,ROOFTOP,,,,,,Google
"1101 Alameda Blvd NW, Albuquerque, NM, 87114",,,1437812.0,35.1943059,-106.6338572,True,ROOFTOP,,,,,,Google
"2151 N Rancho Dr, Las Vegas, NV, 89106",1000.0,3.0,888260.0,36.199608000000005,-115.19622,True,Non_Exact,"2151 N RANCHO DR, LAS VEGAS, NV, 89106",L,32.0,640233970.0,3429.0,Census
"2168 State Highway 152, Carnegie, OK, 73015",1331.0,15.0,1823390.0,35.290802,-98.60302,True,Exact,"2168 STATE HWY 152, CARNEGIE, OK, 73015",R,40.0,92434913.0,161700.0,Census
"Hwy 550 & Hwy 537, Cuba, NM, 87013",,,7350689.0,36.146426700000006,-107.2641162,True,GEOMETRIC_CENTER,,,,,,Google
"1405 Cochiti Hwy, Cochiti Lake, NM, 87083",2386.0,43.0,1735703.0,35.647957,-106.33196000000001,True,Exact,"1405 COCHITI HWY, COCHITI LAKE, NM, 87083",R,35.0,194031904.0,11000.0,Census
"51304 Hatfield Rd, Myrtle Point, OR, 97458",,,7108874.0,43.019817700000004,-124.00724199999999,True,RANGE_INTERPOLATED,,,,,,Google
"12361 US Hwy 54, Carrizozo, NM, 88301",,,315140.0,33.6467687,-105.871424,True,GEOMETRIC_CENTER,,,,,,Google
"365 Cornell Ave, Lovelock, NV, 89419",5039.0,27.0,652687.0,40.174164000000005,-118.4788,True,Exact,"365 CORNELL AVE, LOVELOCK, NV, 89419",L,32.0,140915200.0,960100.0,Census
"4449 N Martin Luther King Jr Blv, Tulsa, OK, 74106",,,263679.0,36.2198025,-95.9930345,True,ROOFTOP,,,,,,Google
"5300 Post Rd, Charlestown, RI, 28131",2017.0,9.0,894711.0,41.367897,-71.67750500000001,True,Non_Exact,"5300 POST RD, CHARLESTOWN, RI, 02813",R,44.0,640067620.0,51101.0,Census
"555 Rio Bravo Blvd SE, Albuquerque, NM, 87105",2045.0,1.0,7278337.0,35.025490000000005,-106.64726,True,Exact,"555 RIO BRAVO BLVD SE, ALBUQUERQUE, NM, 87105",R,35.0,639503269.0,4001.0,Census
"4063 S County Trl, Charlestown, RI, 28133",,,1547056.0,41.442586,-71.63168950000001,True,ROOFTOP,,,,,,Google
"38724 Highway 126, Jemez Springs, NM, 87025",1078.0,43.0,1652010.0,35.881465999999996,-106.64423000000001,True,Non_Exact,"38724 STATE HWY 126, JEMEZ SPRINGS, NM, 87025",L,35.0,631111276.0,11200.0,Census
"106 S Broadway St, Carnegie, OK, 73015",3047.0,15.0,7552249.0,35.108948,-98.604866,True,Non_Exact,"106 BROADWAY, CARNEGIE, OK, 73015",L,40.0,618003217.0,161800.0,Census
"2605 N Cincinnati Ave, Tulsa, OK, 74106",2045.0,143.0,629698.0,36.19168,-95.99354,True,Non_Exact,"2605 N CINCINNATI AVE, TULSA, OK, 74106",R,40.0,166436629.0,6200.0,Census
"1003 E Lake Mead Blvd, North Las Vegas, NV, 89030",4000.0,3.0,1529640.0,36.19578,-115.12891,True,Non_Exact,"1003 E LAKE MEAD BLVD, NORTH LAS VEGAS, NV, 89030",R,32.0,201867218.0,3800.0,Census
"4815 W Seneca Tpke, Syracuse, NY, 13215",3000.0,67.0,675597.0,43.005013,-76.18294,True,Non_Exact,"4815 W SENECA TPKE, SYRACUSE, NY, 13215",L,36.0,46577121.0,16300.0,Census
"115 S 5th St, Estancia, NM, 87016",3148.0,57.0,695186.0,34.761555,-106.05541000000001,True,Exact,"115 5TH ST, ESTANCIA, NM, 87016",L,35.0,169573184.0,963600.0,Census
"3299 Highway 75, Holdenville, OK, 74848",1136.0,63.0,1771886.0,35.087788,-96.24766,True,Non_Exact,"3299 US HWY 75, HOLDENVILLE, OK, 74848",L,40.0,107328910.0,484700.0,Census
"1445 S 17th St, Lincoln, NE, 68502",1000.0,109.0,399020.0,40.79862,-96.696655,True,Non_Exact,"1445 S 17TH ST, LINCOLN, NE, 68502",R,31.0,28254839.0,2200.0,Census
"1485 Grant Ave, Gardnerville, NV, 89410",,,7290087.0,38.9226945,-119.7244604,True,ROOFTOP,,,,,,Google
"1055 Cleveland Ave, Niagara Falls, NY, 14305",1018.0,63.0,1816602.0,43.106761999999996,-79.05008000000001,True,Exact,"1055 CLEVELAND AVE, NIAGARA FALLS, NY, 14305",R,36.0,48699441.0,20500.0,Census
"3603 State Highway 528 NW, Albuquerque, NM, 87114",,,413816.0,35.206913,-106.6509137,True,ROOFTOP,,,,,,Google
"1017 N Carson St & Williams St, Carson City, NV, 89701",,,329758.0,39.1701374,-119.76649309999999,True,ROOFTOP,,,,,,Google
"201 Rio Bravo Blvd SW, Albuquerque, NM, 87105",3033.0,1.0,413812.0,35.027134000000004,-106.66698000000001,True,Exact,"201 RIO BRAVO BLVD SW, ALBUQUERQUE, NM, 87105",R,35.0,635505361.0,4001.0,Census
"329 Las Vegas Blvd N, Las Vegas, NV, 89101",3040.0,3.0,330748.0,36.166546000000004,-115.142426,True,Non_Exact,"329 LAS VEGAS BLVD S, LAS VEGAS, NV, 89101",L,32.0,201867522.0,700.0,Census
"3029 Military Rd, Niagara Falls, NY, 14304",1009.0,63.0,1816601.0,43.113354,-78.99071500000001,True,Exact,"3029 MILITARY RD, NIAGARA FALLS, NY, 14304",R,36.0,48685810.0,22602.0,Census
"8 W Washington St, Bradford, PA, 16701",,,926245.0,41.9575149,-78.6518858,True,ROOFTOP,,,,,,Google
"110 Main St, Tolna, ND, 58380",4721.0,63.0,7510636.0,47.826397,-98.44,True,Exact,"110 MAIN ST, TOLNA, ND, 58380",R,38.0,171695166.0,959000.0,Census
"5075 Marywood Dr, Lewiston, NY, 14092",2004.0,63.0,1834473.0,43.166447,-79.00206999999999,True,Exact,"5075 MARYWOOD DR, LEWISTON, NY, 14092",L,36.0,48684857.0,24404.0,Census
"3622 Highway 528 NW, Albuquerque, NM, 87114",,,801785.0,35.207313799999994,-106.6523645,True,ROOFTOP,,,,,,Google
"1628 N Riverside Dr, Espanola, NM, 87532",3087.0,39.0,7256778.0,35.98808,-106.060875,True,Non_Exact,"1628 N RIVERSIDE DR, ESPANOLA, NM, 87532",L,35.0,143273856.0,940700.0,Census
"1338 Us Highway 395 N, Gardnerville, NV, 89410",,,961449.0,38.9354767,-119.73924720000001,True,ROOFTOP,,,,,,Google
"1524 Coors Blvd NW, Albuquerque, NM, 87121",,,633962.0,35.10297,-106.70545800000001,True,ROOFTOP,,,,,,Google
"12901 N Highway 77, Newkirk, OK, 74647",3015.0,71.0,1823376.0,36.98495,-97.04159,True,Non_Exact,"12901 US HWY 77, NEWKIRK, OK, 74647",L,40.0,115886104.0,1200.0,Census
"855 E Main St, Fernley, NV, 89408",,,187190.0,39.604366600000006,-119.23286429999999,True,ROOFTOP,,,,,,Google
"302 N 4th St, Pender, NE, 68047",3087.0,173.0,1630490.0,42.1118,-96.70711,True,Exact,"302 4TH ST, PENDER, NE, 68047",L,31.0,193833767.0,940100.0,Census
"3838 Us Highway 50 E, Carson City, NV, 89701",,,951651.0,39.1803908,-119.72443529999998,True,ROOFTOP,,,,,,Google
"210 W Caddo St, Cleveland, OK, 74020",,,274319.0,36.3055534,-96.46612540000001,True,ROOFTOP,,,,,,Google
"360 Us Highway 95a S, Fernley, NV, 89408",,,2234355.0,39.602835600000006,-119.25055060000001,True,ROOFTOP,,,,,,Google
"331 Hill St, Murphy, NC, 28906",5027.0,39.0,537685.0,35.095104,-84.02600000000001,True,Exact,"331 HILL ST, MURPHY, NC, 28906",L,37.0,635522013.0,930400.0,Census
"12121 Highway 19 W, Bryson City, NC, 28713",,,881880.0,35.3285446,-83.580263,True,ROOFTOP,,,,,,Google
"3815 E Craig Rd, North Las Vegas, NV, 89030",1000.0,3.0,537448.0,36.240368,-115.091675,True,Non_Exact,"3815 E CRAIG RD, NORTH LAS VEGAS, NV, 89030",R,32.0,201873563.0,4715.0,Census
"201 Coors Blvd NW, Albuquerque, NM, 87121",,,413821.0,35.0827701,-106.7113947,True,ROOFTOP,,,,,,Google
"601 W Bridge St, Yerington, NV, 89447",,,7028473.0,38.9828384,-119.169693,True,ROOFTOP,,,,,,Google
"4264 E Us 64 Alt, Murphy, NC, 28906",,,537680.0,35.0375373,-84.0941715,True,RANGE_INTERPOLATED,,,,,,Google
"777 Casino Pkwy, Murphy, NC, 28906",,,7584951.0,35.114925799999995,-83.992439,True,ROOFTOP,,,,,,Google
"4050 Hwy 47, Albuquerque, NM, 87105",2047.0,1.0,2267256.0,35.02268,-106.64678,True,Non_Exact,"4050 STATE HWY 47, ALBUQUERQUE, NM, 87105",L,35.0,206710961.0,4001.0,Census
"3978 72nd Nw Ave, Parshall, ND, 58770",,,1521900.0,47.9775886,-102.128765,True,RANGE_INTERPOLATED,,,,,,Google
"980 Oregon Ave, Bandon, OR, 97411",3040.0,11.0,690958.0,43.114437,-124.41502,True,Non_Exact,"980 OREGON AVE SW, BANDON, OR, 97411",L,41.0,136993328.0,1000.0,Census
"935 State Route 37, Hogansburg, NY, 13655",2010.0,33.0,1793676.0,44.966606,-74.63266,True,Exact,"935 STATE RTE 37, HOGANSBURG, NY, 13655",L,36.0,640443225.0,940000.0,Census
"9101 Niagara Falls Blvd, Niagara Falls, NY, 14304",3000.0,63.0,147538.0,43.093727,-78.95770999999999,True,Exact,"9101 NIAGARA FALLS BLVD, NIAGARA FALLS, NY, 14304",L,36.0,48687603.0,22500.0,Census
"119 S Osage Ave, Dewey, OK, 74029",,,273454.0,36.7910938,-95.93544200000001,True,ROOFTOP,,,,,,Google
"1000 W Main St, Austin, NV, 89310",,,3803867.0,39.491416799999996,-117.0697638,True,GEOMETRIC_CENTER,,,,,,Google
"3001 N 14th St, Ponca City, OK, 74601",,,7611128.0,36.738879,-97.066686,True,ROOFTOP,,,,,,Google
"509 S Riverside Dr, Espanola, NM, 87532",3087.0,39.0,695166.0,35.987970000000004,-106.06263,True,Exact,"509 RIVERSIDE DR, ESPANOLA, NM, 87532",R,35.0,640410007.0,940700.0,Census
"2901 W Hwy 62, Chickasha, OK, 73018",,,1531932.0,35.062416,-97.9708445,True,ROOFTOP,,,,,,Google
"1360 S Carson St, Carson City, NV, 89701",,,695302.0,39.1548364,-119.7674101,True,ROOFTOP,,,,,,Google
"219 Genesee St, Oneida, NY, 13421",2000.0,53.0,860570.0,43.078790000000005,-75.6461,True,Exact,"219 GENESEE ST, ONEIDA, NY, 13421",R,36.0,638547182.0,940103.0,Census
"18 State Route 37, Hogansburg, NY, 13655",,,3479958.0,44.979112,-74.7227198,True,ROOFTOP,,,,,,Google
"317 Whitney St, Pender, NE, 68047",3085.0,173.0,695547.0,42.11203,-96.70647,True,Exact,"317 WHITNEY ST, PENDER, NE, 68047",L,31.0,193833760.0,940100.0,Census
"890 Center St, Lewiston, NY, 14092",1031.0,63.0,926028.0,43.172607,-79.0324,True,Exact,"890 CENTER ST, LEWISTON, NY, 14092",L,36.0,48684710.0,24401.0,Census
"91 El Cerro Loop, Los Lunas, NM, 87031",,,1525878.0,34.7973385,-106.68356000000001,True,RANGE_INTERPOLATED,,,,,,Google
"1695 Silver City Hwy NW, Deming, NM, 88030",,,7384822.0,32.2822022,-107.7584087,True,ROOFTOP,,,,,,Google
"202 E Main St, Bloomfield, NE, 68718",2085.0,107.0,657033.0,42.59913,-97.647255,True,Exact,"202 MAIN ST, BLOOMFIELD, NE, 68718",R,31.0,167190348.0,976300.0,Census
"909 Avenue F, Ely, NV, 89301",1024.0,33.0,558747.0,39.257603,-114.87199,True,Non_Exact,"909 AVE B, ELY, NV, 89301",R,32.0,188262629.0,970300.0,Census
"1100 Aultman St, Ely, NV, 89301",3352.0,33.0,558745.0,39.24897,-114.88656999999999,True,Exact,"1100 AULTMAN ST, ELY, NV, 89301",L,32.0,188265233.0,970300.0,Census
"2500 Lakeview Dr, Reno, NV, 89510",1122.0,31.0,1515837.0,39.954018,-119.60431000000001,True,Non_Exact,"2500 N LAKEVIEW DR, RENO, NV, 89510",R,32.0,619808185.0,940200.0,Census
"12623 Versailles Plank Rd, Lawtons, NY, 14091",2001.0,29.0,7392448.0,42.544067,-78.97839,True,Exact,"12623 VERSAILLES PLANK RD, LAWTONS, NY, 14091",R,36.0,48279027.0,940000.0,Census
