IMPAQ_ID,Filing Number,Entity Name,Entity Mailing Address,Entity Store Address,Entity Address,Agent Name,Agent Address,Operation Status
233,C2954180,DISCOUNT CLUB LIQUORS,3543 DEER CREST DR  DANVILLE CA 94506,,3543 DEER CREST DR  DANVILLE CA 94506,LATIF FAED,3543 DEER CREST DR DANVILLE CA 94506,FTB SUSPENDED
233,198903900030,"COUNTRY CLUB LIQUORS, A CALIFORNIA LIMITED PARTNERSHIP",,3737 COLUMBUS  BAKERSFIELD CA 93306,3737 COLUMBUS  BAKERSFIELD CA 93306,JACK R. WATERS,3737 COLUMBUS BAKERSFIELD CA 93306,CANCELED
234,C3554303,"805 MARKET & DELI, INC.",135 E CARRILLO STREET  SANTA BARBARA CA 93101,135 E CARRILLO STREET  SANTA BARBARA CA 93101,135 E CARRILLO STREET  SANTA BARBARA CA 93101,SIMON MAIDA,135 E CARRILLO STREET SANTA BARBARA CA 93101,ACTIVE
234,C2610440,AL'S MARKET & DELI,3711 LONG BEACH BLVD. #809  LONG BEACH CA 90807,,3711 LONG BEACH BLVD. #809  LONG BEACH CA 90807,SHIRLEY A. JOHNSON,1422 E. HELMICK STREET CARSON CA 90746-3110,SOS/FTB SUSPENDED
234,C3721781,"ALAMEDA DELI MARKET, INC.",906 S GLENAOKS BLVD  BURBANK CA 91502,906 S GLENAOKS BLVD  BURBANK CA 91502,906 S GLENAOKS BLVD  BURBANK CA 91502,RAYMOND BARSEGAR NAZARI,906 S GLENAOKS BLVD BURBANK CA 91502,DISSOLVED
234,C4132582,"ALI'S DELI & MARKET, INC.",683 E. WALKER ST.  ORLAND CA 95963,647 E. WALKER ST.  ORLAND CA 95963,647 E. WALKER ST.  ORLAND CA 95963,DANIEL ALEXANDER,"901 BRUCE RD., STE. 230 CHICO CA 95928",ACTIVE
234,C2490513,"ALVAND MARKET & DELI, INC.",3033 BRISTOL ST STE G  COSTA MESA CA 92626,3033 BRISTOL ST STE G  COSTA MESA CA 92626,3033 BRISTOL ST STE G  COSTA MESA CA 92626,ASGHAR SALIMI,3033 BRISTOL ST STE G COSTA MESA CA 92626,DISSOLVED
234,C2832508,AMBIKA MARKET & DELI CORPORATION,1225 W 17TH STREET  SANTA ANA CA 92706,1225 W 17TH STREET  SANTA ANA CA 92706,1225 W 17TH STREET  SANTA ANA CA 92706,DAXA D PATEL,1225 W 17TH STREET SANTA ANA CA 92706,FTB SUSPENDED
234,C4131605,AMO MAC LIQUOR & DELI MARKET CORPORATION,31595 CASTAIC RD  CASTAIC CA 91384,31595 CASTAIC RD  CASTAIC CA 91384,31595 CASTAIC RD  CASTAIC CA 91384,,,ACTIVE
234,C4149529,ARDEN MARKET & DELI,3027 ARDEN WAY  SACRAMENTO CA 95285,3027 ARDEN WAY  SACRAMENTO CA 95285,3027 ARDEN WAY  SACRAMENTO CA 95285,TEHSEEN KARIM,3017 ARDEN WAY SACRAMENTO CA 95828,ACTIVE
234,C1466395,"ARENA MARKET & DELI, INC.",3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,JIMMIE L. POWELL,3990 SOUTH FIRGUEROA ST LOS ANGELES CA 90037,FTB SUSPENDED
234,C2614551,"ASHLEY'S DELI & MARKET, INC.",828 HERMOSA AVE  HERMOSA BEACH CA 90254,828 HERMOSA AVE  HERMOSA BEACH CA 90254,828 HERMOSA AVE  HERMOSA BEACH CA 90254,KRISTINE M ASHLEY,828 HERMOSA AVE HERMOSA BEACH CA 90254,ACTIVE
234,201529310189,BAY AREA EUROPEAN MARKET & DELI LLC,402 W BROADWAY STE 770  SAN DIEGO CA 92101,402 W BROADWAY STE 770  SAN DIEGO CA 92101,402 W BROADWAY STE 770  SAN DIEGO CA 92101,FIONA BENNUN,1449 CREEKSIDE DR #3042 WALNUT CREEK CA 94596,CONVERTED-OUT
234,200600910257,"BON AIR MARKET AND DELI, LLC",,2531 J STREET  SACRAMENTO CA 95816,2531 J STREET  SACRAMENTO CA 95816,LARRY WRIGHT,4901 MARCONI AVENUE STE B SACRAMENTO CA 95816,ACTIVE
234,201405010333,BROOKLYN DELI & MINI MARKET LLC,3800 S NORTON AVE  LOS ANGELES CA 90008,3800 S NORTON AVE  LOS ANGELES CA 90008,3800 S NORTON AVE  LOS ANGELES CA 90008,HAKEEM DOLPHIN,3800 S NORTON AVE LOS ANGELES CA 90008,ACTIVE
234,200934110067,"CARDELLI'S ITALIAN MARKET, DELI, & CATERING ""LLC""",,8319 WHISPERING TREE DR  RIVERSIDE CA 92509,8319 WHISPERING TREE DR  RIVERSIDE CA 92509,TERESA GUZIEJKA,8319 WHISPERING TREE DR RIVERSIDE CA 92509,FTB SUSPENDED
234,200912010126,"CHATSWORTH INTERNATIONAL DELI MARKET, LLC",,6314 VAN NUYS BLVD #202  VAN NUYS CA 91401,6314 VAN NUYS BLVD #202  VAN NUYS CA 91401,,,CANCELED
234,201627110206,"COMMUNITY TABLE DELI + MARKET, LLC",PO BOX 1756  TRUCKEE CA 96161,15881 WINDSOR WAY  TRUCKEE CA 96161,15881 WINDSOR WAY  TRUCKEE CA 96161,RICHARD E MOLSBY,10280 DONNER PASS RD TRUCKEE CA 96161,CANCELED
234,201615810447,CORONA HEIGHTS MARKET AND DELI LLC,4400 17TH STREET  SAN FRANCISCO CA 94114,4400 17TH STREET  SAN FRANCISCO CA 94114,4400 17TH STREET  SAN FRANCISCO CA 94114,MAZEN SALFITI,236 WEST PORTAL STE 174 SAN FRANCISCO CA 94127,CANCELED
234,201405510353,CROSSROADS MARKET & DELI LLC,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,,,SOS/FTB SUSPENDED
234,200123310070,DOWNTOWN MARKET AND DELI LLC,,8 N. SCHOOL ST.  LODI CA 95240,8 N. SCHOOL ST.  LODI CA 95240,MONEER A. BANDY,8 N. SCHOOL ST. LODI CA 95240,SOS/FTB SUSPENDED
234,199803610006,"GOOD NEIGHBOR EUROPEAN DELI MARKET, LLC",5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,PAUL MOSKALETS,5111 COLLEGE OAK DR STE A& B SACRAMENTO CA 95841,ACTIVE
235,C3713389,CHOICE KITCHEN FRESH & EASY,916 N. MOUNTAIN AVE.  UPLAND CA 91786,916 N. MOUNTAIN AVE.  UPLAND CA 91786,916 N. MOUNTAIN AVE.  UPLAND CA 91786,,,FTB SUSPENDED
235,C3429982,FRESH & EASY NEIGHBORHOOD FOUNDATION,6080 CENTER DRIVE 6TH FLOOR  LOS ANGELES CA 90045,20101 HAMILTON AVENUE SUITE 350  TORRANCE CA 90502,20101 HAMILTON AVENUE SUITE 350  TORRANCE CA 90502,,,SURRENDER
235,C3167625,"FRESH & EASY, INC.",8855 GREENBACK LANE  ORANGEVALE CA 95662,8855 GREENBACK LANE  ORANGEVALE CA 95662,8855 GREENBACK LANE  ORANGEVALE CA 95662,KAREN FARAGPUR,8855 GREENBACK LANE ORANGEVALE CA 95662,DISSOLVED
235,C3334870,"FRESH AND EASY CATERING MARKET, INC.",11715 WASHINGTON PL.  LOS ANGELES CA 90066,11715 WASHINGTON PL.  LOS ANGELES CA 90066,11715 WASHINGTON PL.  LOS ANGELES CA 90066,GAUTAM KUMAR,7138 SALE AVE WEST HILLS CA 91307,ACTIVE
235,C4154964,FRESH N EASY AIR CONDITIONING AND HEATING,19150 COMMUNITY ST  NORTHRIDGE CA 91324,19150 COMMUNITY ST  NORTHRIDGE CA 91324,19150 COMMUNITY ST  NORTHRIDGE CA 91324,FREDDIE M CUEVAS,19150 COMMUNITY ST NORTHRIDGE CA 91324,ACTIVE
235,201606310275,EASY FRESH START FUNDING LLC,151 LINDBERGH AVE STE E  LIVERMORE CA 94551,151 LINDBERGH AVE STE E  LIVERMORE CA 94551,151 LINDBERGH AVE STE E  LIVERMORE CA 94551,KYLE HARPER,151 LINDBERGH AVE STE E LIVERMORE CA 94551,SOS SUSPENDED
235,201328810028,"FRESH & EASY, LLC",6080 CENTER DR #600  LOS ANGELES CA 90045,6080 CENTER DR #600  LOS ANGELES CA 90045,6080 CENTER DR #600  LOS ANGELES CA 90045,,,SOS FORFEITED
238,C2857226,"BETTER HEALTH PHARMACY, INC. DBA THE MEDICINE SHOPPE",20843 TIMBERLINE LN  DIAMOND BAR CA 91789,20843 TIMBERLINE LN  DIAMOND BAR CA 91789,20843 TIMBERLINE LN  DIAMOND BAR CA 91789,ALBERT WONG,20843 TIMBERLINE LN DIAMOND BAR CA 91789,DISSOLVED
238,C3793575,"CFK, INC. DBA THE MEDICINE SHOPPE #863",47 E 500 S  BOUNTIFUL UT 84010,47 E 500 S  BOUNTIFUL UT 84010,47 E 500 S  BOUNTIFUL UT 84010,,,FTB FORFEITED
238,C1142416,"CHULA VISTA MEDICINE SHOPPE, INC.",23 1/2 NAPLES ST  CHULA VISTA CA 92011,23 1/2 NAPLES ST  CHULA VISTA CA 92011,23 1/2 NAPLES ST  CHULA VISTA CA 92011,JOHN PRINCE,23 1/2 NAPLES ST CHULA VISTA CA 92011,DISSOLVED
238,C2152375,"MEDICINE SHOPPE OF NEWBURY PARK, INC.",2241 MICHAEL DRIVE  NEWBURY PARK CA 91320,2241 MICHAEL DRIVE  NEWBURY PARK CA 91320,2241 MICHAEL DRIVE  NEWBURY PARK CA 91320,ROGER H WANG,5325 VIA PISA NEWBURY PARK CA 91320,ACTIVE
238,C0683082,MEDICINE SHOPPE PHARMACY,21777 VENTURA BOULEVARD  WOODLAND HILLS CA 91364,21777 VENTURA BLVD.  WOODLAND HILLS CA 91364,21777 VENTURA BLVD.  WOODLAND HILLS CA 91364,,,FTB SUSPENDED
238,C1159186,"THE MEDICINE SHOPPE PHARMACY, INC.",431 N OJAI RD  SANTA PAULA CA 93060,,431 N OJAI RD  SANTA PAULA CA 93060,STEVEN R ROSE,431 N OJAI RD SANTA PAULA CA 93060,DISSOLVED
240,C2779047,"101 GAS STATION, INC.",32655 SILLIMAN ROAD  SOLEDAD CA 93960,32655 SILLIMAN ROAD  SOLEDAD CA 93960,32655 SILLIMAN ROAD  SOLEDAD CA 93960,STAN SUAREZ,32655 SILLIMAN ROAD SOLEDAD CA 93960,ACTIVE
240,C2566125,"3374 GRAND AVENUE GAS STATION, INC.",3374 GRAND AVE  OAKLAND CA 94610,3374 GRAND AVE  OAKLAND CA 94610,3374 GRAND AVE  OAKLAND CA 94610,HAI THANH PHAM,3374 GRAND AVE OAKLAND CA 94610,FTB SUSPENDED
240,C2565351,"3420 35TH AVENUE GAS STATION, INC.",3420 35TH AVE  OAKLAND CA 94619,3420 35TH AVE  OAKLAND CA 94619,3420 35TH AVE  OAKLAND CA 94619,SON THANH NGUYEN,3420 35TH AVE OAKLAND CA 94619,FTB SUSPENDED
240,C2565350,3530 MACARTHUR BLVD. GAS STATION INC.,3530 MACARTHUR BLVD  OAKLAND CA 94619,3530 MACARTHUR BLVD  OAKLAND CA 94619,3530 MACARTHUR BLVD  OAKLAND CA 94619,LE THI HONG PHAM,5022 CRYSTAL RIDGE OAKLAND CA 94605,ACTIVE
240,C4065144,420 GAS STATION,2010 W AVE K #130  LANCASTER CA 93536,2010 W AVE K #130  LANCASTER CA 93536,2010 W AVE K #130  LANCASTER CA 93536,CIJI MAURINE ALEX,2010 W AVE K #130 LANCASTER CA 93536,CANCELED
240,C4155566,420 GAS STATION INC.,813 HARBOR BLVD. #112  WEST SACRAMENTO CA 95691,813 HARBOR BLVD. #112  WEST SACRAMENTO CA 95691,813 HARBOR BLVD. #112  WEST SACRAMENTO CA 95691,BLAKE HANSEN,1720 LISBON AVE. WEST SACRAMENTO CA 95605,DISSOLVED
240,C3112529,"54TH STREET GAS STATION, INC.",1401 S BENTLEY AVE #401  LOS ANGELES CA 90025,3227 W 54TH ST  LOS ANGELES CA 90043,3227 W 54TH ST  LOS ANGELES CA 90043,DAVID MELAMED,1401 S BENTLEY AVE #401 LOS ANGELES CA 90025,DISSOLVED
240,C3933840,"710 GAS STATION, A CA NON-PROFIT MUTUAL BENEFIT CORP.",4471 WHITTIER BLVD  EAST LOS ANGELES CA 90022,4471 WHITTIER BLVD  EAST LOS ANGELES CA 90022,4471 WHITTIER BLVD  EAST LOS ANGELES CA 90022,DESTINI HOWELL,4471 WHITTIER BLVD EAST LOS ANGELES CA 90022,SOS SUSPENDED
240,C3441763,A & F GAS STATION INC.,1131 S MAIN ST  SANTA ANA CA 92707,,1131 S MAIN ST  SANTA ANA CA 92707,SALEM ATTLIA,4028 WALNUT AVE LYNWOOD CA 90262,FTB SUSPENDED
240,C3288147,"ARCADIA GAS STATION, INC.",20021 VENTURA BLVD  WOODLAND HILLS CA 91364,20021 VENTURA BLVD  WOODLAND HILLS CA 91364,20021 VENTURA BLVD  WOODLAND HILLS CA 91364,AHMAD N NIKAKHTAR,20021 VENTURA BLVD WOODLAND HILLS CA 91364,ACTIVE
240,201635510512,"ASHLAND GAS STATION, LLC",PO BOX 18590  OAKLAND CA 95619,4370 ARCADIA DRIVE  SAN DIEGO CA 92103,4370 ARCADIA DRIVE  SAN DIEGO CA 92103,JOHN G PRICE,"JRA LAW PARTNERS, LLP, 450 PACIFIC AVE, STE 200 SAN FRANCISCO CA 94133",ACTIVE
240,200115510056,"BEST FIVE GAS STATION, LLC",,7667 E. SLAUSON AVE  CITY OF COMMERCE CA 90040,7667 E. SLAUSON AVE  CITY OF COMMERCE CA 90040,RALPH KIM,7667 E. SLAUSON AVE CITY OF COMMERCE CA 90040,SOS/FTB SUSPENDED
240,200400210135,"CALIFORNIA GAS STATION, L.L.C",,2420 W GRANTLINE RO  TRACY CA 95376,2420 W GRANTLINE RO  TRACY CA 95376,ROSHAN MINHAS,1484 GABLE CT TRACYELL CA 95376,SOS/FTB SUSPENDED
240,201427310451,"CENTRAL VALLEY GAS STATION DEVELOPMENT, LLC",2377 GOLD MEADOW WAY STE 100-13  GOLD RIVER CA 95670,2377 GOLD MEADOW WAY STE 100-13  GOLD RIVER CA 95670,2377 GOLD MEADOW WAY STE 100-13  GOLD RIVER CA 95670,SUNEET SINGAL,101 BARNHART CIRCLE SACRAMENTO CA 95835,FTB FORFEITED
240,200721810096,"CHUMASH CALIFORNIA GAS STATION NO. 1, LLC",PO BOX 517  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,KENNETH PAUL KAHN,100 VIA JUANA LN SANTA YNEZ CA 93460,ACTIVE
240,200813610291,"CHUMASH CALIFORNIA GAS STATION NO. 2, LLC",PO BOX 517  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,KENNETH PAUL KAHN,100 VIA JUANA LN SANTA YNEZ CA 93460,CANCELED
240,201118210036,"CHUMASH CALIFORNIA GAS STATION NO. 3, LLC",PO BOX 517  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,100 VIA JUANA LN  SANTA YNEZ CA 93460,KENNETH PAUL KAHN,100 VIA JUANA LN SANTA YNEZ CA 93460,ACTIVE
240,201328410122,"CITY GILROY GAS STATION, LLC",700 1ST ST  GILROY CA 95020,700 1ST ST  GILROY CA 95020,700 1ST ST  GILROY CA 95020,MADISON N NGUYEN,152 NORTH THIRD ST STE 800 SAN JOSE CA 95112,ACTIVE
240,201618710302,"GAS STATION - EL CAJON, LLC",18 CHAMPIONSHIP PKWY  HAWTHORN WOODS IL 60047,18 CHAMPIONSHIP PKWY  HAWTHORN WOODS IL 60047,18 CHAMPIONSHIP PKWY  HAWTHORN WOODS IL 60047,MICHAEL BERK,4 SILVER CIR RANCHO MIRAGE CA 92270,ACTIVE
240,201720810619,"GAS STATION 420, LLC",3500 VIA REAL  CARPINTERIA CA 93013,3500 VIA REAL  CARPINTERIA CA 93013,3500 VIA REAL  CARPINTERIA CA 93013,JASON WILSON,3500 VIA REAL CARPINTERIA CA 93013,ACTIVE
241,C2023958,"PMDL & COMPANY, INC.",777 E TAHQUITZ CANYON #200-42  PALM SPRINGS CA 92262,777 E TAHQUITZ CANYON #200-42  PALM SPRINGS CA 92262,777 E TAHQUITZ CANYON #200-42  PALM SPRINGS CA 92262,PIERRE LEMIEUX,777 E TAHQUITZ CANYON #200-42 PALM SPRINGS CA 92262,ACTIVE
242,C0787853,"RALPH'S PHARMACY, INC.",2766 FORRESTER DR  LOS ANGELES CA 90064,,2766 FORRESTER DR  LOS ANGELES CA 90064,RALPH SWARTZ,2766 FORRESTER DR LOS ANGELES CA 90064,FTB SUSPENDED
244,200017810183,"AMERICA INSHAPE, LLC",,429 WEST PLUMB LANE  RENO NV 89509,429 WEST PLUMB LANE  RENO NV 89509,ALAN DANIELS,302 DONNER AVE VENTURA CA 93003,CANCELED
244,200300710090,"INSHAPE, LLC.",,3133 FRONTERA WY STE 103  BURLINGAME CA 94010,3133 FRONTERA WY STE 103  BURLINGAME CA 94010,JUSTIN BROWN,3133 FRONTERA WY STE 103 BURLINGAME CA 94010,FTB SUSPENDED
247,C3417083,AZTLAN CASINO RESORT AND SPA,6551 FRY ST  BELL GARDENS CA 90201,,6551 FRY ST  BELL GARDENS CA 90201,ROBERTO VALENZUELA,6551 FRY ST BELL GARDENS CA 90201,FTB SUSPENDED
248,C0548527,STATER BROS. MARKETS,301 SOUTH TIPPECANOE AVENUE  SAN BERNARDINO CA 92408,301 SOUTH TIPPECANOE AVENUE  SAN BERNARDINO CA 92408,301 SOUTH TIPPECANOE AVENUE  SAN BERNARDINO CA 92408,BRUCE D. VARNER,"3750 UNIVERSITY AVENUE, SUITE 610 RIVERSIDE CA 92501",ACTIVE
248,C0352742,STATER BROS. MARKETS,,,,,,MERGED OUT
260,C2398170,"PLAY STATION FOR CHEEKY MONKEYS, INC.",10800 W PICO BLVD STE 271  LOS ANGELES CA 90064,10800 W PICO BLVD STE 271  LOS ANGELES CA 90064,10800 W PICO BLVD STE 271  LOS ANGELES CA 90064,WALLACE ALAN HARVEY,10800 W PICO BLVD STE 271 LOS ANGELES CA 90064,SOS/FTB SUSPENDED
263,201827110139,GEIGER'S LONG VALLEY MARKET LLC,44951 US HWY 101  LAYTONVILLE CA 95454,44951 US HWY 101  LAYTONVILLE CA 95454,44951 US HWY 101  LAYTONVILLE CA 95454,MICHAEL  BRAUGHT,44951 US HWY 101 LAYTONVILLE CA 95454,ACTIVE
278,C1854224,"HUB LIQUOR, INC.",2118 WINTERHAVEN DRIVE  WINTERHAVEN CA 92283,2118 WINTERHAVEN DRIVE  WINTERHAVEN CA 92283,2118 WINTERHAVEN DRIVE  WINTERHAVEN CA 92283,GARY ALLEN JAMES,2118 WINTERHAVEN DRIVE WINTERHAVEN CA 92283,DISSOLVED
278,C3625835,"HUB LIQUOR, INC.",1542 SAN FERNANDO RD  SAN FERNANDO CA 91340,1542 SAN FERNANDO RD  SAN FERNANDO CA 91340,1542 SAN FERNANDO RD  SAN FERNANDO CA 91340,FAYAD TAKLA,1542 SAN FERNANDO RD SAN FERNANDO CA 91340,ACTIVE
302,C3247182,"001 SMOKE SHOP, INC.","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026",ARMINE BABAYAN,750 GLENVIA ST APT 314 GLENDALE CA 91206,ACTIVE
302,C4183467,"1 STOP SMOKE SHOP & MORE, INC.",2221 SCENIC DR  MODESTO CA 95355,2221 SCENIC DR  MODESTO CA 95355,2221 SCENIC DR  MODESTO CA 95355,EMAD MOHSEN,3654 WHITEHAVEN AVE CERES CA 95307,ACTIVE
302,C3506874,"101 SMOKE SHOP, INC.",3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,ARUTYUN KEPENYAN,3266 W CAHUENGA BLVD LOS ANGELES CA 90068,DISSOLVED
302,C2611394,"29 SMOKE SHOP, INC.","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277",ELIZABETH PRIETO,5494 MORONGO RD 29 PALMS CA 92277,DISSOLVED
302,C4121558,888 SMOKE SHOP,11722 SALVIA ST  JURUPA VALLEY CA 91752,11722 SALVIA ST  JURUPA VALLEY CA 91752,11722 SALVIA ST  JURUPA VALLEY CA 91752,SAURAB KUMAR,11722 SALVIA ST JURUPA VALLEY CA 91752,ACTIVE
302,C3670208,A2Z SMOKE SHOP,213 S VERMONT AVE  LOS ANGELES CA 93110,213 S VERMONT AVE  LOS ANGELES CA 90004,213 S VERMONT AVE  LOS ANGELES CA 90004,SAHAK VARDANYAN,213 S VERMONT AVE LOS ANGELES CA 90004,ACTIVE
302,C4121435,AA SMOKE SHOP INC,2334 FLETCHER DR  LOS ANGELES CA 90039,2334 FLETCHER DR  LOS ANGELES CA 90039,2334 FLETCHER DR  LOS ANGELES CA 90039,DAVID AVETISYAN,2334 FLETCHER DR LOS ANGELES CA 90039,ACTIVE
302,C4133996,"AA SMOKE SHOP PLUS, INC.",4213 MCHENRY AVE  MODESTO CA 95356,4213 MCHENRY AVE  MODESTO CA 95356,4213 MCHENRY AVE  MODESTO CA 95356,BASMA MUTHANA,4213 MCHENRY AVE MODESTO CA 95356,ACTIVE
302,C4203433,"ABC SMOKE SHOP, INC.",5621 BALBOA AVE  SAN DIEGO CA 92111,5621 BALBOA AVE  SAN DIEGO CA 92111,5621 BALBOA AVE  SAN DIEGO CA 92111,MELAD SHABA,5621 BALBOA AVE SAN DIEGO CA 92111,ACTIVE
302,C3680656,"ALEX SMOKE SHOP & MINI MART, INC",718 N LA BREA AVE  INGLEWOOD CA 90302,718 N LA BREA AVE  INGLEWOOD CA 90302,718 N LA BREA AVE  INGLEWOOD CA 90302,ELSADIG BASHIR,718 N LA BREA AVE INGLEWOOD CA 90302,DISSOLVED
302,201605410153,"1 STOP SMOKE SHOP & MORE, LLC",2221 SCENIC DRIVE  MODESTO CA 95355-4502,2221 SCENIC DRIVE  MODESTO CA 95355-4502,2221 SCENIC DRIVE  MODESTO CA 95355-4502,ZINAH QASEM,1133 N CARPENTER RD MODESTO CA 95351,ACTIVE
302,201610310529,1STOP SMOKE SHOP LLC,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,DERRICK WILLIAMS,15540 SHERMAN WAY #14 VAN NUYS CA 91406,SOS/FTB SUSPENDED
302,201513910589,3 BROS SMOKE SHOP LLC,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,SARKIS GURYUNLYAN,10750 GLENOAKS BLVD #2 PACOIMA CA 91331,SOS/FTB SUSPENDED
302,201507810175,"3 KINGZ SMOKE SHOP, LLC",7453 OAKWOOD AVE  LOS ANGELES CA 90036,7453 OAKWOOD AVE  LOS ANGELES CA 90036,7453 OAKWOOD AVE  LOS ANGELES CA 90036,ERICK GURROLA,7453 OAKWOOD AVE LOS ANGELES CA 90036,SOS/FTB SUSPENDED
302,201326210162,"710 BLUNTS AND STUFF SMOKE SHOP, LLC",1501 E LINCOLN  ANAHEIM CA 92805,1501 E LINCOLN  ANAHEIM CA 92805,1501 E LINCOLN  ANAHEIM CA 92805,MALCOLM EQUINOA,1501 E LINCOLN ANAHEIM CA 92805,SOS/FTB SUSPENDED
302,201700510303,A TO Z SMOKE SHOP AND MINI MART LLC,5067 LOGAN AVE  SAN DIEGO CA 92113,5067 LOGAN AVE  SAN DIEGO CA 92113,5067 LOGAN AVE  SAN DIEGO CA 92113,MENA W SALAMA,5067 LOGAN AVE SAN DIEGO CA 92113,ACTIVE
302,200101310012,"ADAMS SMOKE SHOP, LLC.",,3546 ADAMS ST  RIVERSIDE CA 92504,3546 ADAMS ST  RIVERSIDE CA 92504,HISHAM ZAAI,3546 ADAMS ST RIVERSIDE CA 92504,FTB SUSPENDED
302,201810210324,"ANOTHER SMOKE SHOP, LLC",13134 DAY ST #F301  MORENO VALLEY CA 92553,13134 DAY ST #F301  MORENO VALLEY CA 92553,13134 DAY ST #F301  MORENO VALLEY CA 92553,,,ACTIVE
302,201234910008,"AREA 51 SMOKE SHOP, LLC",1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,RAHEEL LAKHANY,1001 SOUTH CENTRAL AVE GLENDALE CA 91204-2210,ACTIVE
302,200923310084,"ARTESIA BOULEVARD SMOKE SHOP, LLC",,2801 E ARTESIA BOULEVARD UNIT A  LONG BEACH CA 90805,2801 E ARTESIA BOULEVARD UNIT A  LONG BEACH CA 90805,TING YUAN TAO,2801 E ARTESIA BOULEVARD UNIT A LONG BEACH CA 90805,FTB SUSPENDED
309,C4067380,"11TH STREET CHEVRON, INC.",1294 DALTON STREET  TULARE CA 93274,1294 DALTON STREET  TULARE CA 93274,1294 DALTON STREET  TULARE CA 93274,MUSSA M KAID,1294 DALTON STREET TULARE CA 93274,ACTIVE
309,C1152140,ADAM'S CHEVRON SERVICE,2505 PRIMROSE LANE  UPLAND CA 91786,2505 PRIMROSE LANE  UPLAND CA 91786,2505 PRIMROSE LANE  UPLAND CA 91786,ALBERT ADAM,2505 PRIMROSE LANE UPLAND CA 91786,DISSOLVED
309,C3311410,"ADOBE ROAD CHEVRON, INC.",8747 SHASTA LILY WAY  ELK GROVE CA 95758,8747 SHASTA LILY WAY  ELK GROVE CA 95758,8747 SHASTA LILY WAY  ELK GROVE CA 95758,** RESIGNED ON 01/29/2018,* ,FTB SUSPENDED
309,C0964842,"AIRPORT CHEVRON AND TOWING, INC.",561 BUENA VISTA AVE  OXNARD CA 93030-5103,561 BUENA VISTA AVE  OXNARD CA 93030-5103,561 BUENA VISTA AVE  OXNARD CA 93030-5103,GARY LEE NORRIS,561 BUENA VISTA AVE OXNARD CA 93030-5103,ACTIVE
309,C1022774,"AL JENSEN CHEVRON, INC.",1056 LORRAINE DR  REDDING CA 96002,1056 LORRAINE DR  REDDING CA 96002,1056 LORRAINE DR  REDDING CA 96002,A E JENSEN,1056 LORRAINE DR REDDING CA 96002,DISSOLVED
309,C0580001,"ALDERSON'S CHEVRON STATION, INC.",,,,,,FTB SUSPENDED
309,C1094286,"ALLIED GARDENS CHEVRON, INC.",8692 LA MESA BLVD  LA MESA CA 92041,,8692 LA MESA BLVD  LA MESA CA 92041,CHESLEY J GENTRY,88 VALLECITO WY CHULA VISTA CA 92010,DISSOLVED
309,C2527546,"ALONDRA CHEVRON, INC.",840 N BROADWAY STE 202  LA CA 90012,6602 ALONDRA BL  PARAMOUNT CA 90723,6602 ALONDRA BL  PARAMOUNT CA 90723,SANG M LIM,6602 ALONDRA BL PARAMOUNT CA 90723,DISSOLVED
