IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Business Status,Business Status_changes,Business Status_update,On Tribe Land,On Tribe Land_changes,On Tribe Land_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,Coordinates,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id
2971,,,ELLIS CORNER STORE,102 1ST ST,Correct,102 1ST ST,VERDEN,Correct,VERDEN,OK,Correct,OK,73092,Correct,73092,,,35.083393,,,-98.0856,,,"102 1st St, Verden, OK, 73092",,Correct,GRADY,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-98.0856 35.083393),,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA,,,New Retailer,Independent,,,N,950302.0
2972,,,WILSON TALL CHIEF STORE,11971 LAKE RD,Correct,11971 LAKE RD,SPERRY,Correct,SPERRY,OK,Correct,OK,74073,Correct,74073,,,36.325126399999995,,,-96.09393309999999,,,"11971 Lake Rd, Sperry, OK, 74073",,Correct,OSAGE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.0939331 36.3251264),,Osage,Osage Reservation,,,New Retailer,Independent,,,N,7513917.0
2973,,,K & G STORES,1901 N 14TH ST,Correct,1901 N 14TH ST,PONCA CITY,Correct,PONCA CITY,OK,Correct,OK,74601,Correct,74601,,,36.724194,,,-97.06723000000001,,,"1901 N 14th St, Ponca City, OK, 74601",,Correct,KAY,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-97.06723 36.724194),,Kaw/Ponca,Kaw/Ponca joint-use OTSA,,,New Retailer,Independent,,,N,413859.0
2974,,,BETTYS COUNTRY STORE & GRILL,10330 N 68TH WEST AVE,Correct,10330 N 68TH WEST AVE,SPERRY,Correct,SPERRY,OK,Correct,OK,74073,Correct,74073,,,36.303902,,,-96.068,,,"10330 N 68th West Ave, Sperry, OK, 74073",,Correct,OSAGE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.068 36.303902),,Osage,Osage Reservation,,,New Retailer,Independent,,,N,1941619.0
2975,,,SASSYS TRUCK STOP,2088 ROUTE 219,Correct,2088 ROUTE 219,LIMESTONE,Correct,LIMESTONE,NY,Correct,NY,14753,Correct,14753,,,42.090279100000004,,,-78.6289278,,,"2088 Route 219, Limestone, NY, 14753",,Correct,CATTARAUGUS,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-78.6289278 42.0902791),,Allegany,Allegany Reservation,,,New Retailer,Independent,,,N,7441576.0
2976,,,KENS C STORE & BAIT,23939 PRUE RD,23939  RD,23939  RD,PRUE,Correct,PRUE,OK,Correct,OK,74060,Correct,74060,,,36.2267891,,,-96.1987133,,,"23939 Prue Rd, Prue, OK, 74060",,Correct,OSAGE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.19871329999999 36.2267891),,Osage,Osage Reservation,,,New Retailer,Independent,,,N,447863.0
2977,,,STOP N GO,501 W HIGHLAND AVE,Correct,501 W HIGHLAND AVE,PONCA CITY,Correct,PONCA CITY,OK,Correct,OK,74601,Correct,74601,,,36.7100237,,,-97.0894721,,,"501 W Highland Ave, Ponca City, OK, 74601",,Correct,KAY,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-97.08947209999999 36.7100237),,Kaw/Ponca,Kaw/Ponca joint-use OTSA,,,New Retailer,Independent,,,N,161810.0
2978,,,FARMERS CO OP FARM,106 S BROADWAY ST,Correct,106 S BROADWAY ST,CARNEGIE,Correct,CARNEGIE,OK,Correct,OK,73015,Correct,73015,,,35.108948,,,-98.604866,,,"106 S Broadway St, Carnegie, OK, 73015",,Correct,CADDO,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-98.604866 35.108948),,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA,,,New Retailer,Independent,,,N,7552249.0
2979,,,MURPHY EXPRESS,1628 N RIVERSIDE DR,Correct,1628 N RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532,,,35.98808,,,-106.060875,,,"1628 N Riverside Dr, Espanola, NM, 87532",,Correct,RIO ARRIBA,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-106.060875 35.98808),,Santa Clara,Santa Clara Pueblo,,,New Retailer,Murphy USA/Div 10730,El Dorado,AR,N,7256778.0
2980,,,BREITBARTH ONE STOP,302 N 4TH ST,Correct,302 N 4TH ST,PENDER,Correct,PENDER,NE,Correct,NE,68047,Correct,68047,,,42.1118,,,-96.70711,,,"302 N 4th St, Pender, NE, 68047",,Correct,THURSTON,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.70711 42.1118),,Omaha,Omaha Reservation,,,New Retailer,Independent,,,N,1630490.0
2981,,,HARRAHS CHEROKEE,777 CASINO PKWY,Correct,777 CASINO PKWY,MURPHY,Correct,MURPHY,NC,Correct,NC,28906,Correct,28906,,,35.114925799999995,,,-83.992439,,,"777 Casino Pkwy, Murphy, NC, 28906",,Correct,CHEROKEE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-83.992439 35.11492579999999),,Eastern Cherokee,Eastern Cherokee Reservation,,,New Retailer,Independent,,,N,7584951.0
2982,,,CENEX CONVENIENCE STORE,3978 72ND NW AVE,Correct,3978 72ND NW AVE,PARSHALL,Correct,PARSHALL,ND,Correct,ND,58770,Correct,58770,,,47.9775886,,,-102.128765,,,"3978 72nd Nw Ave, Parshall, ND, 58770",,Correct,MOUNTRAIL,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-102.128765 47.9775886),,Fort Berthold,Fort Berthold Reservation,,,New Retailer,Independent,,,Y,1521900.0
2983,,,SPEEDWAY CONVENIENCE,935 STATE ROUTE 37,Correct,935 STATE ROUTE 37,HOGANSBURG,Correct,HOGANSBURG,NY,Correct,NY,13655,Correct,13655,,,44.966606,,,-74.63266,,,"935 State Route 37, Hogansburg, NY, 13655",,Correct,FRANKLIN,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-74.63266 44.966606),,St. Regis Mohawk,St. Regis Mohawk Reservation,,,New Retailer,Independent,,,N,1793676.0
2984,,,JIFFY TRIP,3001 N 14TH ST,Correct,3001 N 14TH ST,PONCA CITY,Correct,PONCA CITY,OK,Correct,OK,74601,Correct,74601,,,36.738879,,,-97.066686,,,"3001 N 14th St, Ponca City, OK, 74601",,Correct,KAY,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-97.066686 36.738879),,Kaw/Ponca,Kaw/Ponca joint-use OTSA,,,New Retailer,Hammer Williams Co,Enid,OK,N,7611128.0
2985,,,BREWER,509 S RIVERSIDE DR,Correct,509 S RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532,,,35.98797000000001,,,-106.06263,,,"509 S Riverside Dr, Espanola, NM, 87532",,Correct,RIO ARRIBA,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-106.06263 35.98797000000001),,Santa Clara,Santa Clara Pueblo,,,New Retailer,Brewer Oil Co,Albuquerque,NM,N,695166.0
2986,,,FRAZEYS FOOD,317 WHITNEY ST,Correct,317 WHITNEY ST,PENDER,Correct,PENDER,NE,Correct,NE,68047,Correct,68047,,,42.11203,,,-96.70647,,,"317 Whitney St, Pender, NE, 68047",,Correct,THURSTON,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.70647 42.11203),,Omaha,Omaha Reservation,,,New Retailer,Independent,,,N,695547.0
2987,,,CLEAR CREEK EXPRESS,12623 VERSAILLES PLANK RD,Correct,12623 VERSAILLES PLANK RD,LAWTONS,Correct,LAWTONS,NY,Correct,NY,14091,Correct,14091,,,42.544067,,,-78.97839,,,"12623 Versailles Plank Rd, Lawtons, NY, 14091",,Correct,ERIE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-78.97839 42.544067),,Cattaraugus,Cattaraugus Reservation,,,New Retailer,Independent,,,N,7392448.0
2988,,,WOLFS RUN,12795 ROUTE 438,Correct,12795 ROUTE 438,IRVING,Correct,IRVING,NY,Correct,NY,14081,Correct,14081,,,42.538857,,,-79.00035,,,"12795 Route 438, Irving, NY, 14081",,Correct,ERIE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-79.00035 42.538857),,Cattaraugus,Cattaraugus Reservation,,,New Retailer,Independent,,,N,1615699.0
2989,,,STEP N FETCHUM,401 NE 1ST ST,Correct,401 NE 1ST ST,ANADARKO,Correct,ANADARKO,OK,Correct,OK,73005,Correct,73005,,,35.078403,,,-98.24367,,,"401 NE 1st St, Anadarko, OK, 73005",,Correct,CADDO,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-98.24366999999999 35.078403),,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA,,,New Retailer,Independent,,,N,172339.0
2990,,,WW VANDALIA GAS MART,5017 ROUTE 417,Correct,5017 ROUTE 417,ALLEGANY,Correct,ALLEGANY,NY,Correct,NY,14706,Correct,14706,,,42.09438,,,-78.590645,,,"5017 Route 417, Allegany, NY, 14706",,Correct,CATTARAUGUS,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-78.59064499999999 42.09438),,Allegany,Allegany Reservation,,,New Retailer,Independent,,,N,1469609.0
2991,,,TOWN PUMP,63459 US HIGHWAY 93,Correct,63459 US HIGHWAY 93,RONAN,Correct,RONAN,MT,Correct,MT,59864,Correct,59864,,,47.535614,,,-114.09938000000001,,,"63459 Us Highway 93, Ronan, MT, 59864",,Correct,LAKE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-114.09938 47.535614),,Flathead,Flathead Reservation,,,New Retailer,Town Pump Food St/L Goss,Butte,MT,N,7247801.0
2992,,,CORNER CHECK OUT,1247 N OSAGE DR,Correct,1247 N OSAGE DR,TULSA,Correct,TULSA,OK,Correct,OK,74106,Correct,74106,,,36.17279,,,-96.00191,,,"1247 N Osage Dr, Tulsa, OK, 74106",,Correct,OSAGE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.00191 36.17279),,Osage,Osage Reservation,,,New Retailer,Independent,,,N,653918.0
2993,,,RIVER VALLEY STORE,3160 BIG COVE RD,Correct,3160 BIG COVE RD,CHEROKEE,Correct,CHEROKEE,NC,Correct,NC,28719,Correct,28719,,,35.5209977,,,-83.2811623,,,"3160 Big Cove Rd, Cherokee, NC, 28719",,Correct,SWAIN,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-83.28116230000001 35.5209977),,Eastern Cherokee,Eastern Cherokee Reservation,,,New Retailer,Independent,,,N,1650451.0
2994,,,APACHE MARKET,15179 STATE HIGHWAY 9,Correct,15179 STATE HIGHWAY 9,ANADARKO,Correct,ANADARKO,OK,Correct,OK,73005,Correct,73005,,,35.045441,,,-98.3320144,,,"15179 State Highway 9, Anadarko, OK, 73005",,Correct,CADDO,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-98.33201440000001 35.045441),,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA,,,New Retailer,Independent,,,N,7588439.0
2995,,,TP DELI,837 BLOOMINGDALE RD,Correct,837 BLOOMINGDALE RD,BASOM,Correct,BASOM,NY,Correct,NY,14013,Correct,14013,,,43.060383,,,-78.41995,,,"837 Bloomingdale Rd, Basom, NY, 14013",,Correct,GENESEE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-78.41995 43.060383),,Tonawanda,Tonawanda Reservation,,,New Retailer,Independent,,,N,1497564.0
2996,,,FIRST NATIONS CONVENIENCE,555 WILDWOOD AVE,Correct,555 WILDWOOD AVE,SALAMANCA,Correct,SALAMANCA,NY,Correct,NY,14779,Correct,14779,,,42.158103999999994,,,-78.69658000000003,,,"555 Wildwood Ave, Salamanca, NY, 14779",,Correct,CATTARAUGUS,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-78.69658000000003 42.158104),,Allegany,Allegany Reservation,,,New Retailer,Independent,,,N,324493.0
2997,,,PAPAS PLACE II,1712 ROUTE 219,Correct,1712 ROUTE 219,LIMESTONE,Correct,LIMESTONE,NY,Correct,NY,14753,Correct,14753,,,42.076084,,,-78.636314,,,"1712 Route 219, Limestone, NY, 14753",,Correct,CATTARAUGUS,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-78.636314 42.076084),,Allegany,Allegany Reservation,,,New Retailer,Independent,,,N,1816695.0
2998,,,SANDIA FUEL,1100 S CAMINO DEL PUEBLO,Correct,1100 S CAMINO DEL PUEBLO,BERNALILLO,Correct,BERNALILLO,NM,Correct,NM,87004,Correct,87004,,,35.29978079999999,,,-106.55101289999999,,,"1100 S Camino Del Pueblo, Bernalillo, NM, 87004",,Correct,SANDOVAL,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-106.5510129 35.29978079999999),,Sandia,Sandia Pueblo,,,New Retailer,Independent,,,N,1820717.0
2999,,,SEMINOLE NATION TRADING POST,36625 HIGHWAY 270,Correct,36625 HIGHWAY 270,WEWOKA,Correct,WEWOKA,OK,Correct,OK,74884,Correct,74884,,,35.121323,,,-96.47869,,,"36625 Highway 270, Wewoka, OK, 74884",,Correct,SEMINOLE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.47869 35.121323),,Creek/Seminole,Creek/Seminole joint-use OTSA,,,New Retailer,Independent,,,N,1522175.0
3000,,,CASEYS GENERAL STORE,1101 JOHN DAHL AVE,Correct,1101 JOHN DAHL AVE,PAWHUSKA,Correct,PAWHUSKA,OK,Correct,OK,74056,Correct,74056,,,36.66859270000001,,,-96.3144738,,,"1101 John Dahl Ave, Pawhuska, OK, 74056",,Correct,OSAGE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.3144738 36.66859270000001),,Osage,Osage Reservation,,,New Retailer,Caseys Gen Stores/Wittenmyer,Ankeny,IA,N,7568652.0
3001,,,PETES,1840 N MAIN ST,Correct,1840 N MAIN ST,MIAMI,Correct,MIAMI,OK,Correct,OK,74354,Correct,74354,,,36.89591,,,-94.87749000000001,,,"1840 N Main St, Miami, OK, 74354",,Correct,OTTAWA,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-94.87748999999999 36.89591),,Miami/Peoria,Miami/Peoria joint-use OTSA,,,New Retailer,Petes Corp,Parsons,KS,N,399077.0
3002,,,ONCUE EXPRESS,3305 N 14TH ST,Correct,3305 N 14TH ST,PONCA CITY,Correct,PONCA CITY,OK,Correct,OK,74601,Correct,74601,,,36.7431695,,,-97.0669027,,,"3305 N 14th St, Ponca City, OK, 74601",,Correct,KAY,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-97.0669027 36.7431695),,Kaw/Ponca,Kaw/Ponca joint-use OTSA,,,New Retailer,OnCue Marketing LLC,Stillwater,OK,N,1431689.0
3003,,,TRIPLE T QUICK STOP,3150 E HIGHWAY 60,Correct,3150 E HIGHWAY 60,PONCA CITY,Correct,PONCA CITY,OK,Correct,OK,74604,Correct,74604,,,36.691868,,,-97.048454,,,"3150 E Highway 60, Ponca City, OK, 74604",,Correct,OSAGE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-97.04845400000001 36.691868),,Osage,Osage Reservation,,,New Retailer,Thompson Oil Co,Ponca City,OK,N,290225.0
3004,,,ALLSUPS,444 N RIVERSIDE DR,Correct,444 N RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532,,,35.99614620000001,,,-106.064912,,,"444 N Riverside Dr, Espanola, NM, 87532",,Correct,SANTA FE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-106.064912 35.99614620000001),,Santa Clara,Santa Clara Pueblo,,,New Retailer,Allsups Conv Stores Inc,Clovis,NM,N,324329.0
3005,,,MANDAREE CONVENIENCE STORE,101 4TH AVE NW,Correct,101 4TH AVE NW,MANDAREE,Correct,MANDAREE,ND,Correct,ND,58757,Correct,58757,,,47.7413217,,,-102.66847750000001,,,"101 4th Ave NW, Mandaree, ND, 58757",,Correct,MCKENZIE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-102.6684775 47.7413217),,Fort Berthold,Fort Berthold Reservation,,,New Retailer,Independent,,,N,2194338.0
3006,,,PETES,10 GOODRICH BLVD,Correct,10 GOODRICH BLVD,MIAMI,Correct,MIAMI,OK,Correct,OK,74354,Correct,74354,,,36.888702,,,-94.87774,,,"10 Goodrich Blvd, Miami, OK, 74354",,Correct,OTTAWA,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-94.87774 36.888702),,Miami/Peoria,Miami/Peoria joint-use OTSA,,,New Retailer,Petes Corp,Parsons,KS,N,208498.0
3007,,,DYNO MART,62945 US HIGHWAY 93,Correct,62945 US HIGHWAY 93,RONAN,Correct,RONAN,MT,Correct,MT,59864,Correct,59864,,,47.53595,,,-114.09976,,,"62945 Us Highway 93, Ronan, MT, 59864",,Correct,LAKE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-114.09976 47.53595),,Flathead,Flathead Reservation,,,New Retailer,Independent,,,N,1529490.0
3008,,,CROMWELL GENERAL STORE,101 S SHAWNEE AVE,Correct,101 S SHAWNEE AVE,CROMWELL,Correct,CROMWELL,OK,Correct,OK,74837,Correct,74837,,,35.3404,,,-96.45904,,,"101 S Shawnee Ave, Cromwell, OK, 74837",,Correct,SEMINOLE,,In Operation,In Operation,,Yes,Yes,,,,,,POINT (-96.45904 35.3404),,Creek/Seminole,Creek/Seminole joint-use OTSA,,,New Retailer,Independent,,,N,473688.0
