,IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,biz_status,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id
1221,1221,CROSSROADS,Correct,CROSSROADS,12940 ROUTE 438,Correct,12940 -438,GOWANDA,Correct,GOWANDA,NY,Correct,NY,14070,Correct,14070.0,42.5321,Correct,42.53208460000001,-78.98606,Correct,-78.98606400000001,"12940 ROUTE 438  GOWANDA, NY 14070",Correct,"12940 NY-438, Gowanda, NY 14070, USA",,Correct,ERIE,,Original,1221.0,,,Active,POINT (-78.98606400000001 42.53208460000001),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1222,1222,SHIDLER COUNTRY STORE,Correct,SHIDLER COUNTRY STORE,101 S COSDEN,Correct,100 COSDEN AVE,SHIDLER,Correct,SHIDLER,OK,Correct,OK,74652,Correct,74652.0,36.78193431,Correct,36.7818191,-96.66130676,Correct,-96.6610089,"101 S COSDEN  SHIDLER, OK 74652",Correct,"100 Cosden Ave, Shidler, OK 74652, USA",OSAGE,Correct,OSAGE,,Original,1222.0,,,Active,POINT (-96.6610089 36.7818191),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1223,1223,TWO RIVERS CASINO,Can't Validate,TWO RIVERS CASINO,101 WHITE EAGLE DR,Can't Validate,101 WHITE EAGLE DR,PONCA CITY,Can't Validate,PONCA CITY,OK,Can't Validate,OK,74601,Can't Validate,74601.0,36.60630778,Can't Validate,36.60630778,-97.08297937,Can't Validate,-97.08297937,"101 WHITE EAGLE DR  PONCA CITY, OK 74601",Can't Validate,"101 WHITE EAGLE DR PONCA CITY, OK 74601",KAY,Can't Validate,KAY,,Original,1223.0,,,Can't Validate,POINT (-97.08297937 36.60630778),No,1.7433486955243909,,,Osage,Osage Reservation,From Original List,,,,,
1224,1224,SHIDLER COUNTRY STORE,Correct,SHIDLER COUNTRY STORE,106 S COSDEN,Correct,100 COSDEN AVE,SHIDLER,Correct,SHIDLER,OK,Correct,OK,74652,Correct,74652.0,36.78187136,Correct,36.7818191,-96.66109092,Correct,-96.6610089,"106 S COSDEN  SHIDLER, OK 74652",Correct,"100 Cosden Ave, Shidler, OK 74652, USA",OSAGE,Correct,OSAGE,,Original,1224.0,,,Active,POINT (-96.6610089 36.7818191),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1225,1225,TONKAWA SMOKE SHOP,Correct,TONKAWA SMOKE SHOP,10750 ALLEN DR,Correct,10750 ALLEN DR,TONKAWA,Correct,TONKAWA,OK,Correct,OK,74659,Correct,74659.0,36.66768651,Correct,36.66768651,-97.26484022,Correct,-97.26484022,"10750 ALLEN DR  TONKAWA, OK 74659",Correct,"10750 ALLEN DR TONKAWA, OK 74659",KAY,Correct,KAY,,Original,1225.0,1.0,yes,Active,POINT (-97.26484022 36.66768651),No,1.7773047517652516,,,Kaw/Ponca,Kaw/Ponca joint-use OTSA,From Original List,,,,,
1226,1226,J BAR S SALOON,Correct,J BAR S SALOON,109 S FIFTH ST,Correct,109 5TH ST,BARNSDALL,Correct,BARNSDALL,OK,Correct,OK,74002,Correct,74002.0,36.56170834,Correct,36.5614606,-96.16170654,Correct,-96.1616858,"109 S FIFTH ST  BARNSDALL, OK 74002",Correct,"109 5th St, Barnsdall, OK 74002, USA",OSAGE,Correct,OSAGE,,Original,1226.0,,,Active,POINT (-96.1616858 36.5614606),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1227,1227,THE STORE #2,Can't Validate,THE STORE #2,109 W OSAGE ST,Can't Validate,109 W OSAGE ST,WYNONA,Can't Validate,WYNONA,OK,Can't Validate,OK,74084,Can't Validate,74084.0,36.54624002,Can't Validate,36.54624002,-96.32700188,Can't Validate,-96.32700188,"109 W OSAGE ST  WYNONA, OK 74084",Can't Validate,"109 W OSAGE ST WYNONA, OK 74084",OSAGE,Can't Validate,OSAGE,,Original,1227.0,,,Can't Validate,POINT (-96.32700188 36.54624002),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1228,1228,KEN'S STORE,Correct,KEN'S STORE,11082 NEW PRUE RD,Correct,23939  RD,PRUE,Correct,PRUE,OK,Correct,OK,74060,Correct,74060.0,36.26748621,Correct,36.2679729,-96.25519106,Correct,-96.26045529999999,"11082 NEW PRUE RD  PRUE, OK 74060",Correct,"23939 Prue Rd, Prue, OK 74060, USA",OSAGE,Correct,OSAGE,,Original,1228.0,,,Active,POINT (-96.26045529999999 36.2679729),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1229,1229,NATIVE LIGHTS CASINO,Correct,NATIVE LIGHTS CASINO,12375 N HIGHWAY 77,Correct,NATIVE LIGHTS CASINO 12375 US-77,NEWKIRK,Correct,NEWKIRK,OK,Correct,OK,74647,Correct,74647.0,36.975623299999995,Correct,36.973998400000006,-97.04355308,Correct,-97.04518709999999,"12375 N HIGHWAY 77  NEWKIRK, OK 74647",Correct,"Native Lights Casino, 12375 US-77, Newkirk, OK 74647, USA",KAY,Correct,KAY,,Original,1229.0,,,Active,POINT (-97.04518709999999 36.97399840000001),No,10.771456151056825,,,Kaw/Ponca,Kaw/Ponca joint-use OTSA,From Original List,,,,,
1230,1230,OTOE TRAVEL PLAZA,Can't Validate,OTOE TRAVEL PLAZA,12501 N HWY 177,Can't Validate,12501 N HWY 177,NEWKIRK,Can't Validate,NEWKIRK,OK,Can't Validate,OK,74647,Can't Validate,74647.0,35.724548,Can't Validate,35.724548,-97.0176291,Can't Validate,-97.0176291,"12501 N HWY 177  NEWKIRK, OK 74647",Can't Validate,"12501 N HWY 177 NEWKIRK, OK 74647",KAY,Can't Validate,KAY,,Google,1230.0,,,Can't Validate,POINT (-97.01762909999999 35.724548),No,39.00458984343896,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1231,1231,KAW SMOKE SHOP,Correct,KAW SMOKE SHOP,1535 E HUBBARD RD,Correct,1535 E HUBBARD RD,PONCA CITY,Correct,PONCA CITY,OK,Correct,OK,74604,Correct,74604.0,36.75347281,Correct,36.75347281,-97.06407562,Correct,-97.06407562,"1535 E HUBBARD RD  PONCA CITY, OK 74604",Correct,"1535 E HUBBARD RD PONCA CITY, OK 74604",KAY,Correct,KAY,,Original,1231.0,,,Active,POINT (-97.06407562 36.75347281),Yes,0.0,Kaw/Ponca,Kaw/Ponca joint-use OTSA,,,From Original List,,,,,
1232,1232,VELERO/THUNDERBIRD EXPRESS/AST GROCER,Can't Validate,VELERO/THUNDERBIRD EXPRESS/AST GROCER,15730 E HWY 9,Can't Validate,15730 E HWY 9,NORMAN,Can't Validate,NORMAN,OK,Can't Validate,OK,73026,Can't Validate,73026.0,35.23128061,Can't Validate,35.23128061,-97.20750857,Can't Validate,-97.20750857,"15730 E HWY 9  NORMAN, OK 73026",Can't Validate,"15730 E HWY 9 NORMAN, OK 73026",CLEVELAND,Can't Validate,CLEVELAND,,Original,1232.0,1.0,maybe,Can't Validate,POINT (-97.20750857 35.23128061),No,46.8522258836521,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1233,1233,RED DEVIL SUPERETTE,Correct,RED DEVIL SUPERETTE,161 S MAIN ST,Correct,161 S MAIN ST,FAIRFAX,Correct,FAIRFAX,OK,Correct,OK,74637,Correct,74637.0,36.56996415,Correct,36.56996415,-96.70439328,Correct,-96.70439328,"161 S MAIN ST  FAIRFAX, OK 74637",Correct,"161 S MAIN ST FAIRFAX, OK 74637",OSAGE,Correct,OSAGE,,Original,1233.0,,,Active,POINT (-96.70439328000001 36.56996415),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1234,1234,HARRAH SMOKESHOP,Correct,AST SMOKE SHOP / HARRAH SMOKE SHOP,19857 NE 23RD ST,Correct,19857 NE 23RD ST,HARRAH,Correct,HARRAH,OK,Correct,OK,73045,Correct,73045.0,35.49352086,Correct,35.49352086,-97.17967594,Correct,-97.17967594,"19857 NE 23RD ST  HARRAH, OK 73045",Correct,"19857 NE 23RD ST HARRAH, OK 73045",OKLAHOMA,Correct,OKLAHOMA,,Original,1234.0,1.0,yes,Active,POINT (-97.17967594 35.49352086),No,45.12638284882033,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1235,1235,OSAGE CASINO-PAWHUSKA,Correct,OSAGE CASINO-PAWHUSKA,2017 E 15TH ST,Correct,2017 E. 15TH ST & -99,PAWHUSKA,Correct,PAWHUSKA,OK,Correct,OK,74036,Correct,74056.0,36.6729385,Correct,36.6735692,-96.31457184,Correct,-96.3143599,"2017 E 15TH ST  PAWHUSKA, OK 74036",Correct,"2017 E. 15th St &, OK-99, Pawhuska, OK 74056, USA",OSAGE,Correct,OSAGE,,Original,1235.0,,,Active,POINT (-96.3143599 36.6735692),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1236,1236,JIM'S PLACE,Correct,JIM'S PLACE,2072 CR 3575,Correct,2072 CR 3575,PAWHUSKA,Correct,PAWHUSKA,OK,Correct,OK,74056,Correct,74056.0,36.91291152,Correct,36.91291152,-96.20121371,Correct,-96.20121371,"2072 CR 3575  PAWHUSKA, OK 74056",Correct,"2072 CR 3575 PAWHUSKA, OK 74056",OSAGE,Correct,OSAGE,,Original,1236.0,,,Active,POINT (-96.20121371 36.91291152),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1237,1237,KICKAPOO C STORE,Correct,KICKAPOO C STORE,25200 E HIGHWAY 62,Correct,25200 US-62,HARRAH,Correct,HARRAH,OK,Correct,OK,73045,Correct,73045.0,35.49263254,Correct,35.49313239999999,-97.11002207,Correct,-97.0845857,"25200 E HIGHWAY 62  HARRAH, OK 73045",Correct,"25200 US-62, Harrah, OK 73045, USA",OKLAHOMA,Correct,LINCOLN,,Original,1237.0,1.0,yes,Active,POINT (-97.08458570000001 35.49313239999999),No,38.942117062565664,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1238,1238,KICKAPOO CASINO,Correct,KICKAPOO CASINO HARRAH,25230 E HIGHWAY 62,Correct,25230 US-62,HARRAH,Correct,HARRAH,OK,Correct,OK,73045,Correct,73045.0,35.49263254,Correct,35.4929867,-97.10989616,Correct,-97.0833791,"25230 E HIGHWAY 62  HARRAH, OK 73045",Correct,"25230 US-62, Harrah, OK 73045, USA",OKLAHOMA,Correct,LINCOLN,,Original,1238.0,1.0,yes,Active,POINT (-97.0833791 35.4929867),No,38.86273312102421,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1239,1239,TURTLE STOP,Correct,LUCKY TURTLE CASINO,2M E JCT HWY 60 & 137,Correct,64499 US-60,WYANDOTTE,Correct,WYANDOTTE,OK,Correct,OK,74370,Correct,74370.0,36.8051922,Correct,36.804916,-94.7196624,Correct,-94.7257353,"2M E JCT HWY 60 & 137  WYANDOTTE, OK 74370",Correct,"64499 US-60, Wyandotte, OK 74370, USA",OTTAWA,Correct,OTTAWA,,Google,1239.0,1.0,yes,Active,POINT (-94.7257353 36.804916),No,11.067174821388953,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,
1240,1240,OTTER STOP,Correct,OTTER STOP,301 S MAIN ST,Correct,301 S MAIN ST,MIAMI,Correct,MIAMI,OK,Correct,OK,74354,Correct,74354.0,36.87047447,Correct,36.87047447,-94.87706888,Correct,-94.87706888,"301 S MAIN ST  MIAMI, OK 74354",Correct,"301 S MAIN ST MIAMI, OK 74354",OTTAWA,Correct,OTTAWA,,Original,1240.0,,,Active,POINT (-94.87706888 36.87047447),No,0.6353241037436385,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,
1241,1241,MARVIN'S FOODS,Correct,MARVIN'S FOODS,324 N EASTERN AVE,Correct,324 N EASTERN AVE,HOMINY,Correct,HOMINY,OK,Correct,OK,74035,Correct,74035.0,36.41799672,Correct,36.41799672,-96.38948677,Correct,-96.38948677,"324 N EASTERN AVE  HOMINY, OK 74035",Correct,"324 N EASTERN AVE HOMINY, OK 74035",OSAGE,Correct,OSAGE,,Original,1241.0,,,Closed,POINT (-96.38948677 36.41799672),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1242,1242,BIG AL'S,Correct,BIG AL'S,3360 N 209TH WEST AVE STE A,Correct,3660 NEW PRUE RD,SAND SPRINGS,Correct,SAND SPRINGS,OK,Correct,OK,74063,Correct,74063.0,36.18427195,Correct,36.2075605,-96.22575626,Correct,-96.20995080000002,"3360 N 209TH WEST AVE STE A  SAND SPRINGS, OK 74063",Correct,"3660 New Prue Rd, Sand Springs, OK 74063, USA",TULSA,Correct,OSAGE,,Original,1242.0,,,Active,POINT (-96.20995080000002 36.2075605),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1243,1243,MR BASS,Correct,MR BASS,4000 W ROGERS BLVD,Correct,4000 W ROGERS BLVD,SKIATOOK,Correct,SKIATOOK,OK,Correct,OK,74070,Correct,74070.0,36.368559999999995,Correct,36.368559999999995,-96.0302,Correct,-96.0302,"4000 W ROGERS BLVD  SKIATOOK, OK 74070",Correct,"4000 W ROGERS BLVD SKIATOOK, OK 74070",TULSA,Correct,TULSA,,Original,1243.0,1.0,maybe,Active,POINT (-96.03019999999999 36.36856),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1244,1244,SEMINOLE FOOD MART,Correct,SEMINOLE FOOD MART,401 W STROTHER AVE,Correct,401 W STROTHERS AVE,SEMINOLE,Correct,SEMINOLE,OK,Correct,OK,74868,Correct,74868.0,35.23168327,Correct,35.2318149,-96.6747967,Correct,-96.67504,"401 W STROTHER AVE  SEMINOLE, OK 74868",Correct,"401 W Strothers Ave, Seminole, OK 74868, USA",SEMINOLE,Correct,SEMINOLE,,Original,1244.0,,,Active,POINT (-96.67504 35.2318149),No,12.069475925951586,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1245,1245,GARRETTS COUNTRY STORE & GRILL,Correct,GARRETTS COUNTRY STORE & GRILL,412 W SPRUCE AVE,Correct,412 W SPRUCE AVE,BARNSDALL,Correct,BARNSDALL,OK,Correct,OK,74002,Correct,74002.0,36.55713281,Correct,36.55713281,-96.15978058,Correct,-96.15978058,"412 W SPRUCE AVE  BARNSDALL, OK 74002",Correct,"412 W SPRUCE AVE BARNSDALL, OK 74002",OSAGE,Correct,OSAGE,,Original,1245.0,,,Active,POINT (-96.15978058 36.55713281),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1246,1246,WOODRIDGE MARKET,Correct,WOODRIDGE MARKET,4128 LAKE RD,Correct,4128 LAKE RD,PONCA CITY,Correct,PONCA CITY,OK,Correct,OK,74604,Correct,74604.0,36.70910027,Correct,36.70910027,-97.0261782,Correct,-97.0261782,"4128 LAKE RD  PONCA CITY, OK 74604",Correct,"4128 LAKE RD PONCA CITY, OK 74604",KAY,Correct,KAY,,Original,1246.0,,,Active,POINT (-97.0261782 36.70910027),Yes,0.0,Kaw/Ponca,Kaw/Ponca joint-use OTSA,,,From Original List,,,,,
1247,1247,CHIEF LIQUOR,Correct,CHIEF LIQUORS,418 S W 15TH ST,Correct,418 S W 15TH ST,WAGONER,Correct,WAGONER,OK,Correct,OK,74467,Correct,74467.0,35.94417995,Correct,35.94417995,-95.38225539,Correct,-95.38225539,"418 S W 15TH ST  WAGONER, OK 74467",Correct,"418 S W 15TH ST WAGONER, OK 74467",WAGONER,Correct,WAGONER,,Original,1247.0,1.0,yes,Active,POINT (-95.38225539 35.94417995),No,42.83844806810383,,,Osage,Osage Reservation,From Original List,,,,,
1248,1248,BILLY B'S OF HOMINY,Correct,BILLY B'S OF HOMINY,501 E 1ST ST,Correct,501 E 1ST ST,HOMINY,Correct,HOMINY,OK,Correct,OK,74035,Correct,74035.0,36.41466923,Correct,36.41466923,-96.38921698,Correct,-96.38921698,"501 E 1ST ST  HOMINY, OK 74035",Correct,"501 E 1ST ST HOMINY, OK 74035",OSAGE,Correct,OSAGE,,Original,1248.0,,,Active,POINT (-96.38921698 36.41466923),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1249,1249,Z MART ENTERPRISES LLC,Correct,Z MART ENTERPRISES LLC,502 E MAIN ST,Correct,502 E MAIN ST,HOMINY,Correct,HOMINY,OK,Correct,OK,74035,Correct,74035.0,36.41535271,Correct,36.41535271,-96.38850651,Correct,-96.38850651,"502 E MAIN ST  HOMINY, OK 74035",Correct,"502 E MAIN ST HOMINY, OK 74035",OSAGE,Correct,OSAGE,,Original,1249.0,,,Active,POINT (-96.38850651 36.41535271),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1250,1250,CHOCTAW TR,Correct,CHOCTAW TRAVEL PLAZA,505 N HIGHWAY 59,Correct,505 US-59,HEAVENER,Correct,HEAVENER,OK,Correct,OK,74957,Correct,74937.0,34.8885578,Correct,34.91061130000001,-94.6033558,Correct,-94.60478959999999,"505 N HIGHWAY 59  HEAVENER, OK 74957",Correct,"505 US-59, Heavener, OK 74937, USA",LEFLORE,Correct,LE FLORE,,Google,1250.0,,,Active,POINT (-94.60478959999999 34.91061130000001),No,120.7212120667101,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1251,1251,HANDY'S GROCERY,Correct,HANDY'S GROCERY,521 EAST MAIN STREET,Correct,521 EAST MAIN STREET,PAWHUSKA,Correct,PAWHUSKA,OK,Correct,OK,74056,Correct,74056.0,36.66277414,Correct,36.66277414,-96.33309028,Correct,-96.33309028,"521 EAST MAIN STREET  PAWHUSKA, OK 74056",Correct,"521 EAST MAIN STREET PAWHUSKA, OK 74056",OSAGE,Correct,OSAGE,,Original,1251.0,1.0,yes,Active,POINT (-96.33309027999999 36.66277414),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1252,1252,OSAGE TRAVEL PLAZA,Correct,OSAGE TRAVEL PLAZA,5591 W ROGERS BLVD,Correct,5591 W C ROGERS BLVD,SKIATOOK,Correct,SKIATOOK,OK,Correct,OK,74070,Correct,74070.0,36.36967,Correct,36.369673,-96.05348000000001,Correct,-96.0534843,"5591 W ROGERS BLVD  SKIATOOK, OK 74070",Correct,"5591 W C Rogers Blvd, Skiatook, OK 74070, USA",TULSA,Correct,OSAGE,,Original,1252.0,1.0,yes,Active,POINT (-96.05348429999999 36.369673),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1253,1253,KAW SOUTHWIND CASINO,Correct,KAW SOUTHWIND CASINO,5640 N LA CANN RD,Correct,5640 N LA CANN RD,NEWKIRK,Correct,NEWKIRK,OK,Correct,OK,74647,Correct,74647.0,36.87724648,Correct,36.87724648,-97.03095359,Correct,-97.03095359,"5640 N LA CANN RD  NEWKIRK, OK 74647",Correct,"5640 N LA CANN RD NEWKIRK, OK 74647",KAY,Correct,KAY,,Original,1253.0,,,Active,POINT (-97.03095359 36.87724648),No,4.974044725229025,,,Kaw/Ponca,Kaw/Ponca joint-use OTSA,From Original List,,,,,
1254,1254,FASTRIP #5,Can't Validate,FASTRIP #5,611 E STEVE OWENS BLVD,Can't Validate,611 E STEVE OWENS BLVD,MIAMI,Can't Validate,MIAMI,OK,Can't Validate,OK,74954,Can't Validate,74954.0,36.87127285,Can't Validate,36.87127285,-94.8710898,Can't Validate,-94.8710898,"611 E STEVE OWENS BLVD  MIAMI, OK 74954",Can't Validate,"611 E STEVE OWENS BLVD MIAMI, OK 74954",OTTAWA,Can't Validate,OTTAWA,,Original,1254.0,,,Can't Validate,POINT (-94.87108979999999 36.87127285),No,0.7179292522225095,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,
1255,1255,OTTER 2,Correct,HIGH WINDS CASINO,61475 E 100 RD,Correct,61475 E 100 RD,MIAMI,Correct,MIAMI,OK,Correct,OK,74354,Correct,74354.0,36.87112198,Correct,36.87112198,-94.77848523,Correct,-94.77848523,"61475 E 100 RD  MIAMI, OK 74354",Correct,"61475 E 100 RD MIAMI, OK 74354",OTTAWA,Correct,OTTAWA,,Original,1255.0,1.0,yes,Active,POINT (-94.77848523 36.87112198),No,6.496030888417808,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,
1256,1256,O-GAH-PAH CONVENIENCE CENTER,Correct,O-GAH-PAH CONVENIENCE CENTER,6590 S 580 RD,Correct,6590 S 580 RD,MIAMI,Correct,MIAMI,OK,Correct,OK,74354,Correct,74354.0,36.91987422,Correct,36.91987422,-94.84198634,Correct,-94.84198634,"6590 S 580 RD  MIAMI, OK 74354",Correct,"6590 S 580 RD MIAMI, OK 74354",OTTAWA,Correct,OTTAWA,,Original,1256.0,,,Active,POINT (-94.84198634000001 36.91987422),No,2.32135774127985,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,
1257,1257,DOWNSTREAM CASINO RESORT,Correct,DOWNSTREAM CASINO RESORT,69300 E NEE RD,Correct,69300 E NEE RD,QUAPAW,Correct,QUAPAW,OK,Correct,OK,74363,Correct,74363.0,36.99814219,Correct,36.99814219,-94.62477314,Correct,-94.62477314,"69300 E NEE RD  QUAPAW, OK 74363",Correct,"69300 E NEE RD QUAPAW, OK 74363",OTTAWA,Correct,OTTAWA,,Original,1257.0,,,Active,POINT (-94.62477314 36.99814219),No,17.284003492885518,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,
1258,1258,EASTERN SHAWNEE TRAVEL CENTER,Correct,EASTERN SHAWNEE TRAVEL CENTER,69721 E 100 RD,Correct,69721 E 100 RD,WYANDOTTE,Correct,WYANDOTTE,OK,Correct,OK,74370,Correct,74370.0,36.86897259,Correct,36.86897259,-94.62727326,Correct,-94.62727326,"69721 E 100 RD  WYANDOTTE, OK 74370",Correct,"69721 E 100 RD WYANDOTTE, OK 74370",OTTAWA,Correct,OTTAWA,,Original,1258.0,,,Active,POINT (-94.62727326 36.86897259),No,16.36316945996924,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,
1259,1259,7 CLANS TRAVEL PLAZA #2,Can't Validate,7 CLANS TRAVEL PLAZA #2,8401 HIGHWAY 177,Can't Validate,8401 HIGHWAY 177,RED ROCK,Can't Validate,RED ROCK,OK,Can't Validate,OK,74651,Can't Validate,74651.0,36.48476241,Can't Validate,36.48476241,-97.07033632,Can't Validate,-97.07033632,"8401 HIGHWAY 177  RED ROCK, OK 74651",Can't Validate,"8401 HIGHWAY 177 RED ROCK, OK 74651",NOBLE,Can't Validate,NOBLE,,Original,1259.0,,,Can't Validate,POINT (-97.07033632 36.48476241),No,4.117094539182396,,,Osage,Osage Reservation,From Original List,,,,,
1260,1260,MAVERIC MINI MART #26,Can't Validate,MAVERIC MINI MART #26,914 W 7TH ST,Can't Validate,914 W 7TH ST,PAWHUSKA,Can't Validate,PAWHUSKA,OK,Can't Validate,OK,74056,Can't Validate,74056.0,36.66572392,Can't Validate,36.66572392,-96.35239872,Can't Validate,-96.35239872,"914 W 7TH ST  PAWHUSKA, OK 74056",Can't Validate,"914 W 7TH ST PAWHUSKA, OK 74056",OSAGE,Can't Validate,OSAGE,,Original,1260.0,,,Can't Validate,POINT (-96.35239872 36.66572392),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1261,1261,THE CROSSROADS,Correct,THE CROSSROADS,9445 STATE HWY 20 (NW CORNER HWY 20,Correct,9445 -20,SKIATOOK,Correct,SKIATOOK,OK,Correct,OK,74070,Correct,74070.0,36.37493717,Correct,36.376951700000006,-96.09572331,Correct,-96.0995431,"9445 STATE HWY 20 (NW CORNER HWY 20  SKIATOOK, OK 74070",Correct,"9445 OK-20, Skiatook, OK 74070, USA",TULSA,Correct,OSAGE,,Original,1261.0,,,Active,POINT (-96.09954310000001 36.37695170000001),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1262,1262,KANZA TRAVEL PLAZA,Correct,KANZA TRAVEL PLAZA,9695 N HIGHWAY 177 I-35 EXIT 231,Correct,9695 N HIGHWAY # 177,BRAMAN,Correct,BRAMAN,OK,Correct,OK,74632,Correct,74632.0,36.94046883,Correct,36.93994050000001,-97.34347690000001,Correct,-97.3438202,"9695 N HIGHWAY 177 I-35 EXIT 231  BRAMAN, OK 74632",Correct,"9695 N Highway #177, Braman, OK 74632, USA",KAY,Correct,KAY,,Original,1262.0,,,Active,POINT (-97.3438202 36.93994050000001),No,9.42328999119025,,,Kaw/Ponca,Kaw/Ponca joint-use OTSA,From Original List,,,,,
1263,1263,KUM & GO #,Can't Validate,KUM & GO #,2101 E MAIN,Can't Validate,2101 E MAIN,PAWHUSKA,Can't Validate,PAWHUSKA,OK,Can't Validate,OK,74056,Can't Validate,74056.0,36.6630979,Can't Validate,36.6630979,-96.33774877,Can't Validate,-96.33774877,"2101 E MAIN  PAWHUSKA, OK 74056",Can't Validate,"2101 E MAIN PAWHUSKA, OK 74056",OSAGE,Can't Validate,OSAGE,,Original,1263.0,,,Can't Validate,POINT (-96.33774877 36.6630979),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
1264,1264,SEMINOLE FOOD MART #61,Can't Validate,SEMINOLE FOOD MART #61,401 W STROTHERS AVE,Can't Validate,401 W STROTHERS AVE,SEMINOLE,Can't Validate,SEMINOLE,OK,Can't Validate,OK,74868,Can't Validate,74868.0,35.231746,Can't Validate,35.231746,-96.6748945,Can't Validate,-96.6748945,"401 W STROTHERS AVE  SEMINOLE, OK 74868",Can't Validate,"401 W STROTHERS AVE SEMINOLE, OK 74868",SEMINOLE,Can't Validate,SEMINOLE,,Google,1264.0,,,Can't Validate,POINT (-96.67489449999999 35.231746),No,12.059994715357414,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1265,1265,SEMINOLE NATION TRAVEL PLAZA,Correct,SEMINOLE NATION TRAVEL PLAZA,11267 N HIGHWAY 99,Correct,11267 N HIGHWAY 99,SEMINOLE,Correct,SEMINOLE,OK,Correct,OK,74868,Correct,74868.0,35.19511,Correct,35.19511,-96.67013,Correct,-96.67013,"11267 N HIGHWAY 99  SEMINOLE, OK 74868",Correct,"11267 N HIGHWAY 99 SEMINOLE, OK 74868",SEMINOLE,Correct,SEMINOLE,,Original,1265.0,,,Active,POINT (-96.67013 35.19511),No,11.754671004555385,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,
1266,1266,BOAT N TOTE,Correct,BOAT-N-TOTE,1670 OSAGE COVE ROAD,Correct,1670 OSAGE COVE ROAD,BURBANK,Correct,BURBANK,OK,Correct,OK,74633,Correct,74633.0,36.72171573,Correct,36.72171573,-96.88968054,Correct,-96.88968054,"1670 OSAGE COVE ROAD  BURBANK, OK 74633",Correct,"1670 OSAGE COVE ROAD BURBANK, OK 74633",OSAGE,Correct,OSAGE,,Original,1266.0,0.0,,Active,POINT (-96.88968054 36.72171573),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,
