Unnamed: 0,IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,biz_status,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,SoS_record,entity,agent_name,agent_address,agent_city,agent_state,agent_zip,URL
1548,1548,BIG BATS,BIG BATS 1 PINE RIDGE,BIG BATS 1 PINE RIDGE,JCT HIGHWAY 18 & 407,340767 -407,340767 -407,PINE RIDGE,Correct,PINE RIDGE,SD,Correct,SD,57770,Correct,57770.0,43.02566,43.0252303,43.0252303,-102.5564,-102.5568296,-102.5568296,"JCT HIGHWAY 18 & 407  PINE RIDGE, SD 57770","340767 SD-407, Pine Ridge, SD 57770, USA","340767 SD-407, Pine Ridge, SD 57770, USA",,Correct,SHANNON,,Original,1548.0,1.0,yes,Active,POINT (-102.5568296 43.0252303),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1549,1549,ANGELS,Correct,ANGELS,MAIN STREET HWY 2,HIGHWAY 2,HIGHWAY 2,KYLE,Correct,KYLE,SD,Correct,SD,57752,Correct,57752.0,43.424833,43.42245700000001,43.42245700000001,-102.175301,-102.1888637,-102.1888637,"MAIN STREET HWY 2  KYLE, SD 57752","Highway 2, Kyle, SD 57752, USA","Highway 2, Kyle, SD 57752, USA",,Correct,SHANNON,,Google,1549.0,,,Active,POINT (-102.1888637 43.42245700000001),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1550,1550,MNI MART,Correct,MNI MART,N WILLOW ST,Correct,N WILLOW ST,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,44.99560200000001,Correct,44.99560200000001,-101.238885,Correct,-101.238885,"N WILLOW ST PO BOX 2070 EAGLE BUTTE, SD 57625",Correct,"N WILLOW ST EAGLE BUTTE, SD 57625",,Correct,DEWEY,PO BOX 2070,Google,1550.0,,,Active,POINT (-101.238885 44.99560200000001),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,DB027574,"MNI MART, INC.",DONNA CLAUSEN,N WILLOW ST PO BOX 2070 EAGLE BUTTE SD 57625-2070 USA,EAGLE BUTTE,SD,57625,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=030228003249047130020147107215229211056175048065
1551,1551,TIMBER LAKE SERVICE,TIMBER LAKE BROADBAND,TIMBER LAKE BROADBAND,824 MAIN ST,702 MAIN ST,702 MAIN ST,TIMBER LAKE,Correct,TIMBER LAKE,SD,Correct,SD,57656,Correct,57656.0,45.4302184,45.4283352,45.4283352,-101.0738909,-101.07356700000001,-101.07356700000001,"824 MAIN ST PO BOX 219 TIMBER LAKE, SD 57656","702 Main St, Timber Lake, SD 57656, USA","702 Main St, Timber Lake, SD 57656, USA",,Correct,DEWEY,PO BOX 219,Google,1551.0,1.0,yes,Active,POINT (-101.073567 45.4283352),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1552,1552,GROBE GROCERY,Correct,GROBE GROCERY,102 W WASHINGTON AVE,Correct,102 W WASHINGTON AVE,VEBLEN,Correct,VEBLEN,SD,Correct,SD,57270,Correct,57270.0,45.863624,Correct,45.863624,-97.2884849,Correct,-97.2884849,"102 W WASHINGTON AVE PO BOX 287 VEBLEN, SD 57270",Correct,"102 W WASHINGTON AVE VEBLEN, SD 57270",,Correct,MARSHALL,PO BOX 287,Google,1552.0,1.0,yes,Active,POINT (-97.2884849 45.863624),Yes,0.0,Lake Traverse,Lake Traverse Reservation,,,From Original List,,,,,,,,,,,,,
1553,1553,LAKOTA THRIFTY MART,Correct,LAKOTA THRIFTY MART,INTERSECTION OF HWY 212 & MAIN ST,Correct,INTERSECTION OF HWY 212 & MAIN ST,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,45.00714489999999,Correct,45.00714489999999,-101.2353773,Correct,-101.2353773,"INTERSECTION OF HWY 212 & MAIN ST PO BOX 310 EAGLE BUTTE, SD 57625",Correct,"INTERSECTION OF HWY 212 & MAIN ST EAGLE BUTTE, SD 57625",,Correct,DEWEY,PO BOX 310,Google,1553.0,,,Active,POINT (-101.2353773 45.00714489999999),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1554,1554,CO-OP EAGLE BUTTE,Correct,CO-OP EAGLE BUTTE,S RAILROAD ST,Correct,S RAILROAD ST,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,44.996852,Correct,44.996852,-101.234308,Correct,-101.234308,"S RAILROAD ST PO BOX 370 EAGLE BUTTE, SD 57625",Correct,"S RAILROAD ST EAGLE BUTTE, SD 57625",,Correct,DEWEY,PO BOX 370,Google,1554.0,1.0,yes,Active,POINT (-101.234308 44.996852),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1555,1555,PAULHAMUS STORE,PAULHAMUS TRADING POST,PAULHAMUS TRADING POST,200 LEGION AVE,Correct,200 LEGION AVE,ROSEBUD,Correct,ROSEBUD,SD,Correct,SD,57570,Correct,57570.0,43.23151,Correct,43.23151,-100.8539852,Correct,-100.8539852,"200 LEGION AVE PO BOX 39 ROSEBUD, SD 57570",Correct,"200 LEGION AVE ROSEBUD, SD 57570",,Correct,TODD,PO BOX 39,Google,1555.0,,,Closed,POINT (-100.8539852 43.23151),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,,,,,,,,
1556,1556,GRAND RIVER CASINO FOOD AND BEV DEP,BAY AT GRAND RIVER CASINO,BAY AT GRAND RIVER CASINO,"HWY 12, 2 MILES WEST OF MOBRIDGE",28095 US-12,28095 US-12,MOBRIDGE,Correct,MOBRIDGE,SD,Correct,SD,57601,Correct,57601.0,45.56323010000001,45.57196769999999,45.57196769999999,-100.5050004,-100.4863068,-100.4863068,"HWY 12, 2 MILES WEST OF MOBRIDGE PO BOX 639 MOBRIDGE, SD 57601","28095 US-12, Mobridge, SD 57601, USA","28095 US-12, Mobridge, SD 57601, USA",,Correct,CORSON,PO BOX 639,Google,1556.0,1.0,yes,Active,POINT (-100.4863068 45.57196769999999),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1557,1557,THE BAY AT GRAND RIVER,Correct,THE BAY AT GRAND RIVER,28095 US HWY 12,28095 US-12,28095 US-12,MOBRIDGE,Correct,MOBRIDGE,SD,Correct,SD,57601,Correct,57601.0,45.5719677,45.57196769999999,45.57196769999999,-100.4863068,-100.4863068,-100.4863068,"28095 US HWY 12 PO BOX 639 MOBRIDGE, SD 57601","28095 US-12, Mobridge, SD 57601, USA","28095 US-12, Mobridge, SD 57601, USA",,Correct,CORSON,PO BOX 639,Google,1557.0,1.0,yes,Active,POINT (-100.4863068 45.57196769999999),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1558,1558,COUNTRY PRIDE,Correct,COUNTRY PRIDE,W HWY 18,Correct,W HWY 18,MISSION,Correct,MISSION,SD,Correct,SD,57555,Correct,57555.0,43.39033442,Correct,43.39033442,-100.2519567,Correct,-100.2519567,"W HWY 18 PO BOX 68 MISSION, SD 57555",Correct,"W HWY 18 MISSION, SD 57555",,Correct,TODD,PO BOX 68,Original,1558.0,1.0,yes,Active,POINT (-100.2519567 43.39033442),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,,,,,,,,
1559,1559,BUCHES,Correct,BUCHES,620 2ND ST,Correct,620 2ND ST,MISSION,Correct,MISSION,SD,Correct,SD,57555,Correct,57555.0,43.39033442,Correct,43.39033442,-100.2519567,Correct,-100.2519567,"620 2ND ST PO BOX 788 MISSION, SD 57555",Correct,"620 2ND ST MISSION, SD 57555",,Correct,TODD,PO BOX 788,Original,1559.0,0.0,,Active,POINT (-100.2519567 43.39033442),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,,,,,,,,
1560,1560,MISSION SHOPPING CEN,Correct,MISSION SHOPPING CEN,185 N MAIN ST,Correct,185 N MAIN ST,MISSION,Correct,MISSION,SD,Correct,SD,57555,Correct,57555.0,43.39033442,Correct,43.39033442,-100.2519567,Correct,-100.2519567,"185 N MAIN ST PO BOX 86 MISSION, SD 57555",Correct,"185 N MAIN ST MISSION, SD 57555",,Correct,TODD,PO BOX 86,Original,1560.0,1.0,yes,Active,POINT (-100.2519567 43.39033442),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,,,,,,,,
1561,1561,ROSEBUD CASINO FUEL PLAZA,Correct,ROSEBUD CASINO FUEL PLAZA,SD/NE STATE LINE - H,30421 US-83,30421 US-83,MISSION,VALENTINE,VALENTINE,SD,Correct,SD,57555,69201,69201.0,43.305014,43.0008273,43.0008273,-100.657628,-100.57466640000001,-100.57466640000001,"SD/NE STATE LINE - H  MISSION, SD 57555","30421 US-83, Valentine, SD 69201, USA","30421 US-83, Valentine, SD 69201, USA",,Correct,TODD,,Google,1561.0,,,Active,POINT (-100.5746664 43.0008273),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,,,,,,,,
1562,1562,FAMILY DOLLAR 7923,Correct,FAMILY DOLLAR 7923,US HWY 212 WEST,Correct,US HWY 212 WEST,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,45.00813831,Correct,45.00813831,-101.21527,Correct,-101.21527,"US HWY 212 WEST  EAGLE BUTTE, SD 57625",Correct,"US HWY 212 WEST EAGLE BUTTE, SD 57625",,Correct,DEWEY,,Original,1562.0,,,Active,POINT (-101.21527 45.00813831),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1563,1563,TIENDA AMERICA,Correct,TIENDA AMERICA,117 E 2ND AVE,115 E 2ND AVE,115 E 2ND AVE,FLANDREAU,Correct,FLANDREAU,SD,Correct,SD,57028,Correct,57028.0,44.049363,44.0495982,44.0495982,-96.59504,-96.593267,-96.593267,"117 E 2ND AVE  FLANDREAU, SD 57028","115 E 2nd Ave, Flandreau, SD 57028, USA","115 E 2nd Ave, Flandreau, SD 57028, USA",,Correct,MOODY,,Original,1563.0,,,Active,POINT (-96.593267 44.0495982),No,0.482417953632634,,,Flandreau,Flandreau Reservation,From Original List,,,,,,,,,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=171110072039198083224248051128163088180197172250
1564,1564,LODE STAR CASINO,Correct,LODE STAR CASINO,1003 SD HWY. 47,Correct,1003 SD HWY. 47,FT. THOMPSON,Correct,FT. THOMPSON,SD,Correct,SD,57339,Correct,57339.0,44.06931,Correct,44.06931,-99.43886,Correct,-99.43886,"1003 SD HWY. 47  FT. THOMPSON, SD 57339",Correct,"1003 SD HWY. 47 FT. THOMPSON, SD 57339",,Correct,BUFFALO,,Original,1564.0,,,Active,POINT (-99.43885999999999 44.06930999999999),Yes,0.0,Crow Creek,Crow Creek Reservation,,,From Original List,,,,,,,,,,,,,
1565,1565,LYNN'S DAKOTAMART,Correct,LYNN'S DAKOTAMART,SD HWY. 34 & HWY. 4,HWY 34 AND 47,HWY 34 AND 47,FT. THOMPSON,FORT THOMPSON,FORT THOMPSON,SD,Correct,SD,57339,Correct,57339.0,44.02229000000001,44.0684605,44.0684605,-99.3593,-99.43736080000001,-99.43736080000001,"SD HWY. 34 & HWY. 4  FT. THOMPSON, SD 57339","HWY 34 AND 47, Fort Thompson, SD 57339, USA","HWY 34 AND 47, Fort Thompson, SD 57339, USA",,Correct,BUFFALO,,Original,1565.0,,,Active,POINT (-99.43736079999999 44.0684605),Yes,0.0,Crow Creek,Crow Creek Reservation,,,From Original List,,,,,,,,,,,,,
1566,1566,PRAIRIE CHICKEN BAR & RESORT,Correct,PRAIRIE CHICKEN BAR & RESORT,34311 SD HWY. 34,34311 -34,34311 -34,FORT THOMPSON,CHAMBERLAIN,CHAMBERLAIN,SD,Correct,SD,57339,57325,57325.0,44.07727,44.077163399999996,44.077163399999996,-99.43796,-99.3246003,-99.3246003,"34311 SD HWY. 34  FORT THOMPSON, SD 57339","34311 SD-34, Chamberlain, SD 57325, USA","34311 SD-34, Chamberlain, SD 57325, USA",,Correct,BUFFALO,,Original,1566.0,,,Active,POINT (-99.3246003 44.0771634),Yes,0.0,Crow Creek,Crow Creek Reservation,,,From Original List,,,,,,,,,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=161149049065001202113115032046185210234210055209
1567,1567,SHELBY'S,Correct,SHELBY'S,302 SD HWY. 249,Correct,302 SD HWY. 249,FT. THOMPSON,Correct,FT. THOMPSON,SD,Correct,SD,57339,Correct,57339.0,44.07111,Correct,44.07111,-99.43342,Correct,-99.43342,"302 SD HWY. 249  FT. THOMPSON, SD 57339",Correct,"302 SD HWY. 249 FT. THOMPSON, SD 57339",,Correct,BUFFALO,,Original,1567.0,,,Active,POINT (-99.43342 44.07111),Yes,0.0,Crow Creek,Crow Creek Reservation,,,From Original List,,,,,,,,,,,,,
1568,1568,DAKOTA STOP,Correct,DAKOTA STOP,101 W. PIPESTONE AVE.,Correct,101 W. PIPESTONE AVE.,FLANDREAU,Correct,FLANDREAU,SD,Correct,SD,57028,Correct,57028.0,44.048422,Correct,44.048422,-96.595643,Correct,-96.595643,"101 W. PIPESTONE AVE.  FLANDREAU, SD 57028",Correct,"101 W. PIPESTONE AVE. FLANDREAU, SD 57028",,Correct,MOODY,,Original,1568.0,,,Active,POINT (-96.59564300000001 44.048422),No,0.33667051500083905,,,Flandreau,Flandreau Reservation,From Original List,,,,,,,,,,,,,
1569,1569,MAYNARD'S OF FLANDREAU,Correct,MAYNARD'S OF FLANDREAU,108 N. CRESCENT ST.,Correct,108 N. CRESCENT ST.,FLANDREAU,Correct,FLANDREAU,SD,Correct,SD,57028,Correct,57028.0,44.048607,Correct,44.048607,-96.593355,Correct,-96.593355,"108 N. CRESCENT ST.  FLANDREAU, SD 57028",Correct,"108 N. CRESCENT ST. FLANDREAU, SD 57028",,Correct,MOODY,,Original,1569.0,,,Active,POINT (-96.593355 44.048607),No,0.4286517031372208,,,Flandreau,Flandreau Reservation,From Original List,,,,,,,,,,,,,
1570,1570,RIVERS EDGE,Correct,RIVERS EDGE,1100 W. PIPESTONE AVE.,Correct,1100 W. PIPESTONE AVE.,FLANDREAU,Correct,FLANDREAU,SD,Correct,SD,57028,Correct,57028.0,44.048693,Correct,44.048693,-96.612874,Correct,-96.612874,"1100 W. PIPESTONE AVE.  FLANDREAU, SD 57028",Correct,"1100 W. PIPESTONE AVE. FLANDREAU, SD 57028",,Correct,MOODY,,Original,1570.0,1.0,yes,Active,POINT (-96.61287400000001 44.048693),No,0.44975935912334825,,,Flandreau,Flandreau Reservation,From Original List,,,,,,,,,,,,,
1571,1571,TRADING POST  INC.,Correct,TRADING POST  INC.,510 E. PIPESTONE AVE.,Correct,510 E. PIPESTONE AVE.,FLANDREAU,Correct,FLANDREAU,SD,Correct,SD,57028,Correct,57028.0,44.048492,Correct,44.048492,-96.587806,Correct,-96.587806,"510 E. PIPESTONE AVE.  FLANDREAU, SD 57028",Correct,"510 E. PIPESTONE AVE. FLANDREAU, SD 57028",,Correct,MOODY,,Original,1571.0,,,Active,POINT (-96.587806 44.048492),No,0.7189297678326102,,,Flandreau,Flandreau Reservation,From Original List,,,,,,DB020553,"TRADING POST, INC.",GILBERT W. WIESE,2111 18TH ST BROOKINGS SD 57006-4210 USA,BROOKINGS,SD,57006,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=233203041061184191119075144217190103089248253224
1572,1572,COUNTRY MARKET,COUNTRY MARKET GROCERY,COUNTRY MARKET GROCERY,412 9TH,Correct,412 9TH,TIMBER LAKE,Correct,TIMBER LAKE,SD,Correct,SD,57656,Correct,57656.0,45.4304,Correct,45.4304,-101.0751,Correct,-101.0751,"412 9TH  TIMBER LAKE, SD 57656",Correct,"412 9TH TIMBER LAKE, SD 57656",,Correct,DEWEY,,Original,1572.0,1.0,yes,Active,POINT (-101.0751 45.4304),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1573,1573,EAGLE BUTTE COOPERATIVE - AMPRIDE,Correct,EAGLE BUTTE COOPERATIVE - AMPRIDE,U.S. 212,Correct,U.S. 212,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,45.00812,Correct,45.00812,-101.2226,Correct,-101.2226,"U.S. 212  EAGLE BUTTE, SD 57625",Correct,"U.S. 212 EAGLE BUTTE, SD 57625",,Correct,DEWEY,,Original,1573.0,1.0,no,Active,POINT (-101.2226 45.00812),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1574,1574,EAGLE BUTTE PACKAGE LIQUOR,EAGLE BUTTE CITY PACKAGE LQR,EAGLE BUTTE CITY PACKAGE LQR,136 HOMESTEAD AVE.,Correct,136 HOMESTEAD AVE.,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,44.997,Correct,44.997,-101.233169,Correct,-101.233169,"136 HOMESTEAD AVE.  EAGLE BUTTE, SD 57625",Correct,"136 HOMESTEAD AVE. EAGLE BUTTE, SD 57625",,Correct,DEWEY,,Original,1574.0,1.0,maybe,Closed,POINT (-101.233169 44.997),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1575,1575,EAGLE STOP,Correct,EAGLE STOP,U.S. 212,US-212,US-212,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,45.0081234,45.00835399999999,45.00835399999999,-101.2225558,-101.234052,-101.234052,"U.S. 212  EAGLE BUTTE, SD 57625","US-212, Eagle Butte, SD 57625, USA","US-212, Eagle Butte, SD 57625, USA",,Correct,DEWEY,,Google,1575.0,,,Active,POINT (-101.234052 45.00835399999999),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,UB153005,"DAKOTAMART, INC.",Not found,Not found,Not found,Not found,Not found,https://sosenterprise.sd.gov/BusinessServices/Business/FictitiousDetail.aspx?CN=228138094139039126157199210198025106220021149046
1576,1576,FAMILY DOLLAR #7923,Can't Validate,FAMILY DOLLAR #7923,U.S. 212,Can't Validate,U.S. 212,EAGLE BUTTE,Can't Validate,EAGLE BUTTE,SD,Can't Validate,SD,57625,Can't Validate,57625.0,45.0081234,Can't Validate,45.0081234,-101.2225558,Can't Validate,-101.2225558,"U.S. 212  EAGLE BUTTE, SD 57625",Can't Validate,"U.S. 212 EAGLE BUTTE, SD 57625",,Can't Validate,DEWEY,,Google,1576.0,,,Can't Validate,POINT (-101.2225558 45.0081234),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1577,1577,HERMAN'S SERVICE,Correct,HERMAN'S SERVICE,711 N. MAIN ST.,Correct,711 N. MAIN ST.,TIMBER LAKE,Correct,TIMBER LAKE,SD,Correct,SD,57656,Correct,57656.0,45.42831500000001,Correct,45.42831500000001,-101.073987,Correct,-101.073987,"711 N. MAIN ST.  TIMBER LAKE, SD 57656",Correct,"711 N. MAIN ST. TIMBER LAKE, SD 57656",,Correct,DEWEY,,Original,1577.0,,,Active,POINT (-101.073987 45.42831500000001),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1578,1578,JACK'S SERVICES,Correct,JACK'S SERVICES,404 N. MAIN ST.,Correct,404 N. MAIN ST.,ISABEL,Correct,ISABEL,SD,Correct,SD,57633,Correct,57633.0,45.395296,Correct,45.395296,-101.429869,Correct,-101.429869,"404 N. MAIN ST.  ISABEL, SD 57633",Correct,"404 N. MAIN ST. ISABEL, SD 57633",,Correct,DEWEY,,Original,1578.0,,,Active,POINT (-101.429869 45.395296),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1579,1579,LAKOTA THRIFTY MART,Correct,LAKOTA THRIFTY MART,U.S. HWY. 212 & MAIN ST.,Correct,U.S. HWY. 212 & MAIN ST.,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,45.0081,Correct,45.0081,-101.2348,Correct,-101.2348,"U.S. HWY. 212 & MAIN ST.  EAGLE BUTTE, SD 57625",Correct,"U.S. HWY. 212 & MAIN ST. EAGLE BUTTE, SD 57625",,Correct,DEWEY,,Original,1579.0,,,Active,POINT (-101.2348 45.0081),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,
1580,1580,MINI MART  INC.,Correct,MINI MART  INC.,N. WILLOW ST.,Correct,N. WILLOW ST.,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,44.9956,Correct,44.9956,-101.2389,Correct,-101.2389,"N. WILLOW ST.  EAGLE BUTTE, SD 57625",Correct,"N. WILLOW ST. EAGLE BUTTE, SD 57625",,Correct,DEWEY,,Original,1580.0,,,Active,POINT (-101.2389 44.9956),Yes,0.0,Cheyenne River,Cheyenne River Reservation,,,From Original List,,,,,,,,,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=088036126226097245245235096249088225095116071215
1581,1581,ALLSTOP  INC.,Correct,ALLSTOP  INC.,356 W. 2ND ST.,Correct,356 W. 2ND ST.,MISSION,Correct,MISSION,SD,Correct,SD,57555,Correct,57555.0,43.305818,Correct,43.305818,-100.662795,Correct,-100.662795,"356 W. 2ND ST.  MISSION, SD 57555",Correct,"356 W. 2ND ST. MISSION, SD 57555",,Correct,TODD,,Original,1581.0,,,Active,POINT (-100.662795 43.305818),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,DB041340,"ALLSTOP, INC.",WES COLOMBE,356 W 2ND ST MISSION SD 57555 USA,ST MISSION,SD,57555,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=216018008214092172146136212114123138022120230145
1582,1582,AMPRIDE,Correct,AMPRIDE,W. HWY. 18,Correct,W. HWY. 18,MISSION,Correct,MISSION,SD,Correct,SD,57555,Correct,57555.0,43.30582,Correct,43.30582,-100.6582,Correct,-100.6582,"W. HWY. 18  MISSION, SD 57555",Correct,"W. HWY. 18 MISSION, SD 57555",,Correct,TODD,,Original,1582.0,1.0,yes,Active,POINT (-100.6582 43.30582),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,,,,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=061046058112255078140119210229159067023054148157
1583,1583,B & B TRADING POST,Correct,B & B TRADING POST,240 MAIN ST.,Correct,240 MAIN ST.,SAINT FRANCIS,Correct,SAINT FRANCIS,SD,Correct,SD,57572,Correct,57572.0,43.231662,Correct,43.231662,-100.854724,Correct,-100.854724,"240 MAIN ST.  SAINT FRANCIS, SD 57572",Correct,"240 MAIN ST. SAINT FRANCIS, SD 57572",,Correct,TODD,,Original,1583.0,,,Active,POINT (-100.854724 43.231662),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,DB020553,"TRADING POST, INC.",GILBERT W. WIESE,2111 18TH ST BROOKINGS SD 57006-4210 USA,BROOKINGS,SD,57006,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=233203041061184191119075144217190103089248253224
1584,1584,KARY'S,Correct,KARY'S,502 MAIN ST.,Correct,502 MAIN ST.,PARMELEE,Correct,PARMELEE,SD,Correct,SD,57566,Correct,57566.0,43.175132,Correct,43.175132,-101.738678,Correct,-101.738678,"502 MAIN ST.  PARMELEE, SD 57566",Correct,"502 MAIN ST. PARMELEE, SD 57566",,Correct,BENNETT,,Original,1584.0,,,Active,POINT (-101.738678 43.175132),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1585,1585,VALANDRA'S II,Correct,VALANDRA'S II,102 N. MAIN ST.,Correct,102 N. MAIN ST.,SAINT FRANCIS,Correct,SAINT FRANCIS,SD,Correct,SD,57572,Correct,57572.0,43.232638,Correct,43.232638,-100.854912,Correct,-100.854912,"102 N. MAIN ST.  SAINT FRANCIS, SD 57572",Correct,"102 N. MAIN ST. SAINT FRANCIS, SD 57572",,Correct,TODD,,Original,1585.0,1.0,yes,Active,POINT (-100.854912 43.232638),Yes,0.0,Rosebud,Rosebud Indian Reservation,,,From Original List,,,,,,,,,,,,,
1586,1586,SHOP EZ HIGHWAY 81,Can't validate,SHOP EZ HIGHWAY 81,89823 HWY. 81,Can't validate,89823 HWY. 81,YANKTON,Can't validate,YANKTON,SD,Can't validate,SD,57078,Can't validate,57078.0,42.849716,Can't validate,42.849716,-97.398026,Can't validate,-97.398026,"89823 HWY. 81  YANKTON, SD 57078",Can't validate,"89823 HWY. 81  YANKTON, SD 57078",,Can't validate,,,Census,1586.0,1.0,maybe,Can't validate,Can't validate,Can't validate,Can't validate,Can't validate,Can't validate,Can't validate,Can't validate,From Original List,,,,,,,,,,,,,
1587,1587,CONSUMER'S COOPERATIVE OIL CO.,Correct,CONSUMER'S COOPERATIVE OIL CO.,10 HAHN AVE.,Correct,10 HAHN AVE.,ROSHOLT,Correct,ROSHOLT,SD,Correct,SD,57260,Correct,57260.0,45.867404,Correct,45.867404,-96.732887,Correct,-96.732887,"10 HAHN AVE.  ROSHOLT, SD 57260",Correct,"10 HAHN AVE. ROSHOLT, SD 57260",,Correct,ROBERTS,,Original,1587.0,0.0,,Active,POINT (-96.73288700000001 45.867404),Yes,0.0,Lake Traverse,Lake Traverse Reservation,,,From Original List,,,,,,,,,,,,,
1588,1588,DAKOTA CONNECTION CASINO,Correct,DAKOTA CONNECTION CASINO,46102 SD HWY 10,46102 -10,46102 -10,SISSETON,Correct,SISSETON,SD,Correct,SD,57262,Correct,57262.0,45.65998,45.6611719,45.6611719,-96.977665,-96.97702890000001,-96.97702890000001,"46102 SD HWY 10  SISSETON, SD 57262","46102 SD-10, Sisseton, SD 57262, USA","46102 SD-10, Sisseton, SD 57262, USA",,Correct,ROBERTS,,Original,1588.0,,,Active,POINT (-96.97702889999999 45.6611719),Yes,0.0,Lake Traverse,Lake Traverse Reservation,,,From Original List,,,,,,,,,,,,,
1589,1589,MUNICIPAL LIQUOR STORE,Correct,MUNICIPAL LIQUOR STORE,10 8TH AVE. E.,Correct,10 8TH AVE. E.,SISSETON,Correct,SISSETON,SD,Correct,SD,57262,Correct,57262.0,45.660368,Correct,45.660368,-97.0405,Correct,-97.0405,"10 8TH AVE. E.  SISSETON, SD 57262",Correct,"10 8TH AVE. E. SISSETON, SD 57262",,Correct,ROBERTS,,Original,1589.0,,,Active,POINT (-97.04049999999999 45.660368),Yes,0.0,Lake Traverse,Lake Traverse Reservation,,,From Original List,,,,,,,,,,,,,
